"","X1","Site","Subplot","SubplotID","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","X","group","dbh.class"
"69",75,"UMBS",112,"A01E",2846,"POGR",36.5,"L","OD","07/12/2018",NA,NA,"A","33-38"
"70",76,"UMBS",112,"A01E",2847,"FAGR",11.2,"D","UN","07/12/2018",NA,NA,"A","8-13"
"71",77,"UMBS",112,"A01E",2848,"ACSA",25,"L","OS","07/12/2018","2848 - 2849 share base",NA,"A","23-28"
"72",78,"UMBS",112,"A01E",2849,"ACSA",25,"L","OS","07/12/2018","2848 - 2849 share base",NA,"A","23-28"
"73",79,"UMBS",114,"A01E",2850,"ACSA",12,"L","OS","07/12/2018",NA,NA,"A","8-13"
"74",80,"UMBS",112,"A01E",2851,"FAGR",10.9,"L","OS","07/12/2018","Shares base with smaller tree",NA,"A","8-13"
"75",81,"UMBS",112,"A01E",2852,"FAGR",11.8,"L","OS","07/12/2018",NA,NA,"A","8-13"
"76",82,"UMBS",112,"A01E",2853,"POGR",33,"L","OD","07/12/2018",NA,NA,"A","33-38"
"77",83,"UMBS",112,"A01E",2854,"FAGR",10.4,"L","UN","07/12/2018","2854 - 2855 share base",NA,"A","8-13"
"78",84,"UMBS",112,"A01E",2855,"FAGR",20.8,"L","OS","07/12/2018","2854 - 2855 share base",NA,"A","18-23"
"79",85,"UMBS",112,"A01E",2856,"POGR",31.2,"L","OD","07/12/2018",NA,NA,"A","28-33"
"80",86,"UMBS",112,"A01E",2857,"POGR",30.3,"L","OD","07/12/2018",NA,NA,"A","28-33"
"81",87,"UMBS",112,"A01E",2858,"FAGR",10.1,"L","OS","07/12/2018",NA,NA,"A","8-13"
"82",88,"UMBS",112,"A01E",2859,"FAGR",14.8,"L","OS","07/12/2018","2859 - 2861 share base",NA,"A","13-18"
"83",89,"UMBS",112,"A01E",2860,"FAGR",10.2,"L","UN","07/12/2018","2859 - 2861 share base",NA,"A","8-13"
"84",90,"UMBS",112,"A01E",2861,"FAGR",15.6,"L","OS","07/12/2018","2859 - 2861 share base",NA,"A","13-18"
"85",91,"UMBS",112,"A01E",2862,"FAGR",25.2,"L","OD","07/12/2018",NA,NA,"A","23-28"
"86",92,"UMBS",112,"A01E",2863,"POGR",56.1,"L","OD","07/12/2018",NA,NA,"A","53-58"
"87",93,"UMBS",112,"A01E",2864,"FAGR",10.5,"L","UN","07/12/2018",NA,NA,"A","8-13"
"88",94,"UMBS",112,"A01E",2865,"POGR",31.2,"L","OD","07/12/2018",NA,NA,"A","28-33"
"89",95,"UMBS",112,"A01E",2866,"FAGR",14.2,"L","OS","07/12/2018",NA,NA,"A","13-18"
"90",96,"UMBS",112,"A01E",2867,"POGR",32.1,"L","OD","07/12/2018",NA,NA,"A","28-33"
"91",97,"UMBS",112,"A01E",2868,"ACRU",8.4,"M","UN","07/12/2018",NA,NA,"A","8-13"
"92",98,"UMBS",112,"A01E",2869,"ACSA",19.8,"L","OS","07/12/2018",NA,NA,"A","18-23"
"93",99,"UMBS",112,"A01E",2870,"POGR",31.3,"L","OD","07/12/2018",NA,NA,"A","28-33"
"94",100,"UMBS",112,"A01E",2871,"FAGR",18.5,"D","UN","07/13/2018",NA,NA,"A","18-23"
"95",101,"UMBS",112,"A01E",2872,"POGR",50.5,"L","OD","07/14/2018",NA,NA,"A","48-53"
"96",102,"UMBS",115,"A01E",2873,"ACSA",15.6,"L","OD","07/15/2018","2873 - 2874 share base",NA,"A","13-18"
"97",103,"UMBS",115,"A01E",2874,"ACSA",21,"L","OD","07/16/2018","2874 - 2874 share base",NA,"A","18-23"
"98",104,"UMBS",112,"A01E",2875,"ACSA",9.6,"D","UN","07/17/2018",NA,NA,"A","8-13"
"99",1,"UMBS",111,"A01W",2876,"FAGR",24.9,"L","OS","07/13/2018","2876-2877 share base",NA,"A","23-28"
"100",2,"UMBS",111,"A01W",2877,"FAGR",13.4,"L","UN","07/13/2018","2876-2877 share base",NA,"A","13-18"
"101",3,"UMBS",111,"A01W",2878,"POGR",39,"L","OD","07/13/2018",NA,NA,"A","38-43"
"102",4,"UMBS",111,"A01W",2879,"POGR",37.2,"L","OD","07/13/2018",NA,NA,"A","33-38"
"103",10,"UMBS",111,"A01W",2885,"POGR",37.4,"L","OD","07/13/2018","read as outside plot at 18.41 m",NA,"A","33-38"
"104",11,"UMBS",111,"A01W",2886,"FAGR",40.6,"L","OS","07/13/2018",NA,NA,"A","38-43"
"105",12,"UMBS",111,"A01W",2887,"FAGR",9.1,"L","UN","07/13/2018",NA,NA,"A","8-13"
"106",13,"UMBS",111,"A01W",2888,"ACSA",35,"L","OD","07/13/2018",NA,NA,"A","33-38"
"107",14,"UMBS",111,"A01W",2889,"ACRU",21.2,"L","OS","07/13/2018","2889-2890 share base",NA,"A","18-23"
"108",15,"UMBS",111,"A01W",2890,"ACRU",43.8,"L","OD","07/13/2018","2889-2890 share base",NA,"A","43-48"
"109",16,"UMBS",111,"A01W",2891,"FAGR",8,"L","UN","07/13/2018","2891-2892 share base",NA,"A","8-13"
"110",17,"UMBS",111,"A01W",2892,"FAGR",9.4,"D","UN","07/13/2018","2891-2892 share base",NA,"A","8-13"
"111",18,"UMBS",111,"A01W",2893,"ACRU",12.8,"L","UN","07/13/2018","2893-2894 share base, 2893 read as outside plot at 18.13 m",NA,"A","8-13"
"112",19,"UMBS",111,"A01W",2894,"ACRU",35.2,"L","OS","07/13/2018","2893-2894 share base",NA,"A","33-38"
"113",20,"UMBS",111,"A01W",2895,"ACSA",9.4,"D","OS","07/13/2018",NA,NA,"A","8-13"
"114",21,"UMBS",111,"A01W",2896,"ACSA",8,"L","UN","07/13/2018",NA,NA,"A","8-13"
"115",22,"UMBS",111,"A01W",2897,"FAGR",18.9,"L","OS","07/13/2018",NA,NA,"A","18-23"
"116",23,"UMBS",111,"A01W",2898,"POGR",30.5,"L","OD","07/13/2018",NA,NA,"A","28-33"
"117",24,"UMBS",111,"A01W",2899,"FAGR",8.8,"L","UN","07/13/2018","reading taken below DBH",NA,"A","8-13"
"118",25,"UMBS",111,"A01W",2900,"unknown",13.5,"D","OS","07/13/2018",NA,NA,"A","13-18"
"119",26,"UMBS",111,"A01W",2901,"ACRU",25.6,"L","OS","07/13/2018","2901-2902 share base",NA,"A","23-28"
"120",27,"UMBS",111,"A01W",2902,"ACRU",19.3,"L","OS","07/13/2018","2901-2902 share base",NA,"A","18-23"
"121",28,"UMBS",111,"A01W",2903,"POGR",46.3,"L","OD","07/13/2018",NA,NA,"A","43-48"
"122",29,"UMBS",111,"A01W",2904,"POGR",45.8,"L","OD","07/13/2018",NA,NA,"A","43-48"
"123",30,"UMBS",111,"A01W",2905,"FAGR",16,"L","OS","07/13/2018",NA,NA,"A","13-18"
"124",33,"UMBS",111,"A01W",2908,"POGR",28.7,"D","UN","07/13/2018",NA,NA,"A","28-33"
"125",34,"UMBS",111,"A01W",2909,"ACSA",10,"L","UN","07/13/2018",NA,NA,"A","8-13"
"126",35,"UMBS",111,"A01W",2910,"POGR",40,"L","OD","07/13/2018",NA,NA,"A","38-43"
"127",36,"UMBS",111,"A01W",2911,"POGR",36.8,"L","OD","07/13/2018",NA,NA,"A","33-38"
"128",37,"UMBS",111,"A01W",2912,"POGR",37,"L","OD","07/13/2018","read as outside plot at 18.33 m as tripod is not directly at center",NA,"A","33-38"
"129",38,"UMBS",111,"A01W",2913,"ACRU",22.5,"L","OS","07/13/2018",NA,NA,"A","18-23"
"130",39,"UMBS",111,"A01W",2914,"ACSA",24.4,"L","OS","07/13/2018",NA,NA,"A","23-28"
"131",40,"UMBS",111,"A01W",2915,"ACSA",11.7,"L","UN","07/13/2018",NA,NA,"A","8-13"
"132",41,"UMBS",111,"A01W",2916,"ACSA",14.1,"L","OS","07/13/2018",NA,NA,"A","13-18"
"133",42,"UMBS",111,"A01W",2917,"ACSA",13.9,"L","UN","07/13/2018",NA,NA,"A","13-18"
"134",43,"UMBS",111,"A01W",2918,"POGR",30.9,"L","OD","07/13/2018",NA,NA,"A","28-33"
"135",44,"UMBS",111,"A01W",2919,"ACRU",25.9,"L","OD","07/13/2018",NA,NA,"A","23-28"
"136",45,"UMBS",111,"A01W",2920,"POGR",30.3,"L","OD","07/13/2018",NA,NA,"A","28-33"
"137",46,"UMBS",111,"A01W",2921,"ACSA",10.7,"L","UN","07/13/2018",NA,NA,"A","8-13"
"138",47,"UMBS",111,"A01W",2922,"POGR",26,"L","OD","07/13/2018",NA,NA,"A","23-28"
"139",48,"UMBS",111,"A01W",2923,"POGR",27.6,"L","OD","07/13/2018","read as outside plot at 18.86 m as tripod is not at exact center",NA,"A","23-28"
"140",49,"UMBS",111,"A01W",2924,"ACSA",17,"L","UN","07/13/2018","2924-2926 share base",NA,"A","13-18"
"141",50,"UMBS",111,"A01W",2925,"ACSA",25,"L","OS","07/13/2018","2924-2926 share base",NA,"A","23-28"
"142",51,"UMBS",111,"A01W",2926,"ACSA",22.1,"L","OS","07/13/2018","2924-2926 share base",NA,"A","18-23"
"143",52,"UMBS",111,"A01W",2927,"ACSA",8.1,"D","UN","07/13/2018","2927-2929 share base",NA,"A","8-13"
"144",53,"UMBS",111,"A01W",2928,"ACSA",14.3,"L","OS","07/13/2018","2927-2929 share base",NA,"A","13-18"
"145",54,"UMBS",111,"A01W",2929,"ACSA",15.4,"L","OS","07/13/2018","2927-2929 share base",NA,"A","13-18"
"146",55,"UMBS",111,"A01W",2930,"POGR",31.7,"L","OD","07/13/2018",NA,NA,"A","28-33"
"147",56,"UMBS",111,"A01W",2931,"POGR",32.2,"L","OD","07/13/2018",NA,NA,"A","28-33"
"148",57,"UMBS",111,"A01W",2932,"ACSA",13.8,"L","UN","07/13/2018","SW veg plot, 2932-2933 share base",NA,"A","13-18"
"149",60,"UMBS",111,"A01W",2935,"POGR",34,"L","OD","07/13/2018",NA,NA,"A","33-38"
"150",63,"UMBS",111,"A01W",2938,"POGR",31.6,"L","OD","07/13/2018","SW veg plot",NA,"A","28-33"
"151",64,"UMBS",111,"A01W",2939,"POGR",31.8,"L","OD","07/13/2018",NA,NA,"A","28-33"
"152",65,"UMBS",111,"A01W",2940,"FAGR",16.9,"L","OS","07/13/2018",NA,NA,"A","13-18"
"153",66,"UMBS",111,"A01W",2941,"POGR",25.5,"D","UN","07/13/2018",NA,NA,"A","23-28"
"154",67,"UMBS",111,"A01W",2942,"FAGR",22.4,"L","OS","07/13/2018",NA,NA,"A","18-23"
"155",68,"UMBS",111,"A01W",2943,"POGR",39.8,"L","OD","07/13/2018",NA,NA,"A","38-43"
"156",69,"UMBS",111,"A01W",2944,"POGR",36.9,"L","OD","07/13/2018",NA,NA,"A","33-38"
"157",70,"UMBS",111,"A01W",2945,"POGR",39.6,"D","OD","07/13/2018",NA,NA,"A","38-43"
"158",71,"UMBS",111,"A01W",2946,"POGR",27.3,"L","OD","07/13/2018",NA,NA,"A","23-28"
"159",72,"UMBS",111,"A01W",2947,"POGR",37.3,"L","OD","07/13/2018",NA,NA,"A","33-38"
"160",73,"UMBS",111,"A01W",2948,"POGR",34,"L","OD","07/13/2018",NA,NA,"A","33-38"
"161",74,"UMBS",111,"A01W",2949,"ACRU",13.3,"L","UN","07/13/2018",NA,NA,"A","13-18"
"162",75,"UMBS",111,"A01W",2950,"POGR",40.6,"L","OD","07/13/2018",NA,NA,"A","38-43"
"163",76,"UMBS",111,"A01W",2951,"POGR",33.9,"L","OD","07/13/2018",NA,NA,"A","33-38"
"164",78,"UMBS",111,"A01W",2953,"FAGR",12.7,"L","UN","07/13/2018",NA,NA,"A","8-13"
"165",79,"UMBS",111,"A01W",2954,"FAGR",9.1,"L","UN","07/13/2018","2954-2956 share base",NA,"A","8-13"
"166",80,"UMBS",111,"A01W",2955,"FAGR",10.6,"L","UN","07/13/2018","2954-2956 share base",NA,"A","8-13"
"167",82,"UMBS",111,"A01W",2957,"POGR",31.2,"L","OD","07/13/2018",NA,NA,"A","28-33"
"168",83,"UMBS",111,"A01W",2958,"FAGR",16.4,"L","UN","07/13/2018","2958-2962 share base",NA,"A","13-18"
"169",84,"UMBS",111,"A01W",2959,"FAGR",9.9,"L","UN","07/13/2018","2958-2962 share base",NA,"A","8-13"
"170",86,"UMBS",111,"A01W",2961,"FAGR",9.7,"D","UN","07/13/2018","2958-2962 share base",NA,"A","8-13"
"171",87,"UMBS",111,"A01W",2962,"FAGR",23.2,"D","UN","07/13/2018","2958-2962 share base",NA,"A","23-28"
"172",88,"UMBS",111,"A01W",2963,"FAGR",10.5,"L","UN","07/13/2018","2963-2964 share base",NA,"A","8-13"
"173",89,"UMBS",111,"A01W",2964,"FAGR",19.4,"L","UN","07/13/2018","2963-2964 share base",NA,"A","18-23"
"174",90,"UMBS",111,"A01W",2965,"POGR",35.9,"L","OD","07/13/2018",NA,NA,"A","33-38"
"175",91,"UMBS",111,"A01W",2966,"POGR",36.7,"L","OD","07/13/2018",NA,NA,"A","33-38"
"176",92,"UMBS",111,"A01W",2967,"POGR",38.6,"L","OD","07/13/2018",NA,NA,"A","38-43"
"177",93,"UMBS",111,"A01W",2968,"FAGR",14,"L","OS","07/13/2018","2968-2970 share base",NA,"A","13-18"
"178",94,"UMBS",111,"A01W",2969,"FAGR",18.6,"L","OS","07/13/2018","2968-2970 share base",NA,"A","18-23"
"179",95,"UMBS",111,"A01W",2970,"FAGR",11.6,"L","OS","07/13/2018","2968-2970 share base",NA,"A","8-13"
"180",96,"UMBS",111,"A01W",2971,"FAGR",11.3,"L","UN","07/13/2018","2971-2973 share base",NA,"A","8-13"
"181",97,"UMBS",111,"A01W",2972,"FAGR",13.2,"L","UN","07/13/2018","2971-2973 share base",NA,"A","13-18"
"182",98,"UMBS",111,"A01W",2973,"FAGR",8.3,"L","UN","07/13/2018","2971-2973 share base",NA,"A","8-13"
"183",99,"UMBS",111,"A01W",2974,"POGR",32.8,"L","OD","07/13/2018",NA,NA,"A","28-33"
"184",100,"UMBS",111,"A01W",2975,"POGR",24.1,"L","OD","07/13/2018",NA,NA,"A","23-28"
"185",101,"UMBS",111,"A01W",2976,"POGR",32.7,"L","OD","07/13/2018",NA,NA,"A","28-33"
"186",102,"UMBS",111,"A01W",2977,"POGR",25.8,"D","UN","07/13/2018",NA,NA,"A","23-28"
"187",103,"UMBS",111,"A01W",2978,"POGR",42.7,"L","OD","07/13/2018",NA,NA,"A","38-43"
"188",104,"UMBS",111,"A01W",2979,"FAGR",13.4,"L","UN","07/13/2018","2979-2980 share base",NA,"A","13-18"
"189",105,"UMBS",111,"A01W",2980,"FAGR",10.9,"L","UN","07/13/2018","2979-2980 share base",NA,"A","8-13"
"190",106,"UMBS",111,"A01W",2981,"ACRU",18.3,"L","OS","07/13/2018","2981-2984 share base",NA,"A","18-23"
"191",107,"UMBS",111,"A01W",2982,"ACRU",27.6,"L","OS","07/13/2018","2981-2984 share base, 2982 reading taken above DBH",NA,"A","23-28"
"192",108,"UMBS",111,"A01W",2983,"ACRU",28.9,"L","OS","07/13/2018","2981-2984 share base, 2983 reading taken above DBH",NA,"A","28-33"
"193",109,"UMBS",111,"A01W",2984,"ACRU",30.5,"L","OS","07/13/2018","2981-2984 share base",NA,"A","28-33"
"194",1,"UMBS",122,"A02E",3082,"FAGR",10.5,"M","UN","07/13/2018","3082-3082 share base",NA,"A","8-13"
"195",2,"UMBS",122,"A02E",3083,"FAGR",9.6,"L","UN","07/13/2018","3082-3082 share base",NA,"A","8-13"
"196",3,"UMBS",122,"A02E",3084,"ACSA",20.8,"L","OS","07/13/2018",NA,NA,"A","18-23"
"197",4,"UMBS",122,"A02E",3085,"POGR",41.6,"L","OD","07/13/2018",NA,NA,"A","38-43"
"198",5,"UMBS",122,"A02E",3086,"FAGR",9.8,"L","UN","07/13/2018",NA,NA,"A","8-13"
"199",6,"UMBS",122,"A02E",3087,"POGR",39.8,"L","OD","07/13/2018",NA,NA,"A","38-43"
"200",7,"UMBS",122,"A02E",3088,"FAGR#",12.4,"L","UN","07/13/2018",NA,NA,"A","8-13"
"201",12,"UMBS",122,"A02E",3093,"POGR",30.3,"D","UN","07/13/2018",NA,NA,"A","28-33"
"202",14,"UMBS",122,"A02E",3095,"ACSA",20.7,"L","OS","07/13/2018","3094-3095 share base",NA,"A","18-23"
"203",15,"UMBS",124,"A02E",3096,"ACSA",34.6,"L","OS","07/13/2018","in new plot 124",NA,"A","33-38"
"204",16,"UMBS",122,"A02E",3097,"POGR",36.2,"L","OD","07/13/2018",NA,NA,"A","33-38"
"205",17,"UMBS",122,"A02E",3098,"FAGR",15.6,"L","UN","07/13/2018",NA,NA,"A","13-18"
"206",18,"UMBS",122,"A02E",3099,"ACSA",23.8,"L","OS","07/13/2018","3099-3100 share base",NA,"A","23-28"
"207",19,"UMBS",122,"A02E",3100,"ACSA",8.2,"D","UN","07/13/2018","3099-3100 share base",NA,"A","8-13"
"208",20,"UMBS",122,"A02E",3101,"ACSA",15,"D","OS","07/13/2018",NA,NA,"A","13-18"
"209",21,"UMBS",122,"A02E",3102,"ACSA",16.6,"L","OS","07/13/2018","3102-3103 share base",NA,"A","13-18"
"210",22,"UMBS",122,"A02E",3103,"ACSA",27.4,"L","OS","07/13/2018","3102-3103 share base",NA,"A","23-28"
"211",23,"UMBS",122,"A02E",3104,"ACSA",29.7,"L","OS","07/13/2018","3104-3105 share base",NA,"A","28-33"
"212",24,"UMBS",122,"A02E",3105,"ACSA",20.2,"L","OS","07/13/2018","3104-3105 share base",NA,"A","18-23"
"213",25,"UMBS",122,"A02E",3106,"FAGR",10.5,"D","UN","07/13/2018","3106-3107 share base",NA,"A","8-13"
"214",26,"UMBS",122,"A02E",3107,"FAGR",30.5,"D","OS","07/13/2018","3106-3107 share base",NA,"A","28-33"
"215",27,"UMBS",122,"A02E",3108,"ACRU",24.3,"L","OS","07/13/2018","3108-3109 share base",NA,"A","23-28"
"216",28,"UMBS",124,"A02E",3109,"ACRU",24,"L","OS","07/13/2018","3108-3109 share base, 3109 in new plot 124",NA,"A","23-28"
"217",29,"UMBS",122,"A02E",3110,"ACSA",11,"L","OS","07/13/2018","read as outside plot at 18.01 m",NA,"A","8-13"
"218",30,"UMBS",122,"A02E",3111,"FAGR",10.5,"L","UN","07/13/2018",NA,NA,"A","8-13"
"219",31,"UMBS",124,"A02E",3112,"ACRU",32.2,"L","OD","07/13/2018","in new plot 124",NA,"A","28-33"
"220",32,"UMBS",122,"A02E",3113,"ACSA",15.2,"L","OS","07/13/2018",NA,NA,"A","13-18"
"221",33,"UMBS",122,"A02E",3114,"FAGR",11.4,"L","UN","07/13/2018",NA,NA,"A","8-13"
"222",34,"UMBS",122,"A02E",3115,"POGR",38.3,"D","OD","07/13/2018",NA,NA,"A","38-43"
"223",35,"UMBS",122,"A02E",3116,"POGR",53.8,"L","OD","07/13/2018","reading taken below DBH",NA,"A","53-58"
"224",36,"UMBS",122,"A02E",3117,"ACSA",10.7,"L","UN","07/13/2018","3117-3118 share base",NA,"A","8-13"
"225",37,"UMBS",122,"A02E",3118,"ACSA",13.6,"L","OS","07/13/2018","3117-3118 share base",NA,"A","13-18"
"226",38,"UMBS",122,"A02E",3119,"ACSA",22,"L","OS","07/13/2018","reading taken above DBH",NA,"A","18-23"
"227",39,"UMBS",122,"A02E",3120,"ACSA",19.4,"L","OS","07/13/2018",NA,NA,"A","18-23"
"228",41,"UMBS",122,"A02E",3122,"FAGR",14.3,"L","UN","07/13/2018",NA,NA,"A","13-18"
"229",42,"UMBS",122,"A02E",3123,"POGR",28.8,"D","UN","07/13/2018",NA,NA,"A","28-33"
"230",43,"UMBS",123,"A02E",3124,"POGR",33.6,"D","UN","07/13/2018","in new plot",NA,"A","33-38"
"231",44,"UMBS",122,"A02E",3125,"POGR",44.2,"L","OD","07/13/2018",NA,NA,"A","43-48"
"232",45,"UMBS",122,"A02E",3126,"ACSA",20.8,"L","OS","07/13/2018",NA,NA,"A","18-23"
"233",46,"UMBS",122,"A02E",3127,"POGR",47.1,"L","OD","07/13/2018","3127-3128 share base",NA,"A","43-48"
"234",47,"UMBS",122,"A02E",3128,"POGR",40.1,"L","OD","07/13/2018","3127-3128 share base",NA,"A","38-43"
"235",48,"UMBS",122,"A02E",3129,"POGR",33.9,"L","OD","07/13/2018",NA,NA,"A","33-38"
"236",49,"UMBS",122,"A02E",3130,"FAGR",12.3,"L","OS","07/13/2018","read as outside plot at 18.23 m",NA,"A","8-13"
"237",50,"UMBS",122,"A02E",3131,"POGR",50.6,"L","OD","07/13/2018",NA,NA,"A","48-53"
"238",51,"UMBS",122,"A02E",3132,"FAGR",10.3,"L","UN","07/13/2018",NA,NA,"A","8-13"
"239",52,"UMBS",122,"A02E",3133,"POGR",19.7,"D","UN","07/13/2018",NA,NA,"A","18-23"
"240",53,"UMBS",122,"A02E",3134,"FAGR",13.3,"L","UN","07/13/2018","3134 + 3136-3137 share base",NA,"A","13-18"
"241",54,"UMBS",122,"A02E",3135,"unknown",27.6,"D","UN","07/13/2018",NA,NA,"A","23-28"
"242",55,"UMBS",122,"A02E",3136,"FAGR",20.5,"L","OS","07/13/2018","3134 + 3136-3137 share base",NA,"A","18-23"
"243",56,"UMBS",122,"A02E",3137,"FAGR",17.2,"L","OS","07/13/2018","3135 + 3136-3137 share base, 3137 taken above DBH",NA,"A","13-18"
"244",57,"UMBS",122,"A02E",3138,"FAGR",9.7,"L","UN","07/13/2018",NA,NA,"A","8-13"
"245",58,"UMBS",122,"A02E",3139,"ACRU",43.1,"L","OD","07/13/2018",NA,NA,"A","43-48"
"246",59,"UMBS",122,"A02E",3140,"ACSA",8.1,"L","UN","07/13/2018",NA,NA,"A","8-13"
"247",60,"UMBS",122,"A02E",3141,"ACSA",8.7,"L","UN","07/13/2018","3141-3142 share base",NA,"A","8-13"
"248",61,"UMBS",122,"A02E",3142,"ACSA",8.9,"L","UN","07/13/2018","3141-3142 share base",NA,"A","8-13"
"249",62,"UMBS",122,"A02E",3143,"FAGR",16.5,"L","OS","07/13/2018",NA,NA,"A","13-18"
"250",63,"UMBS",122,"A02E",3144,"ACSA",28.3,"L","OS","07/13/2018","3144-3145 share base",NA,"A","28-33"
"251",64,"UMBS",122,"A02E",3145,"ACSA",19.3,"L","OS","07/13/2018","3144-3145 share base, 3145 reading taken above DBH",NA,"A","18-23"
"252",65,"UMBS",122,"A02E",3146,"unknown",25.9,"D","UN","07/13/2018",NA,NA,"A","23-28"
"253",66,"UMBS",122,"A02E",3147,"FAGR",17.6,"L","OS","07/13/2018","3147-3148 share base",NA,"A","13-18"
"254",67,"UMBS",122,"A02E",3148,"FAGR",16.8,"L","OS","07/13/2018","3147-3148 share base",NA,"A","13-18"
"255",68,"UMBS",122,"A02E",3149,"ACSA",11.9,"L","OS","07/13/2018",NA,NA,"A","8-13"
"256",69,"UMBS",122,"A02E",3150,"ACSA",25.5,"L","OD","07/13/2018",NA,NA,"A","23-28"
"257",70,"UMBS",122,"A02E",3151,"FAGR",15.5,"L","UN","07/13/2018",NA,NA,"A","13-18"
"258",71,"UMBS",122,"A02E",3152,"POGR",50.4,"L","OD","07/13/2018",NA,NA,"A","48-53"
"259",72,"UMBS",122,"A02E",3153,"ACSA",13.2,"L","OS","07/13/2018","3153-3156 share base",NA,"A","13-18"
"260",73,"UMBS",122,"A02E",3154,"ACSA",9.1,"L","UN","07/13/2018","3153-3156 share base",NA,"A","8-13"
"261",74,"UMBS",122,"A02E",3155,"ACSA",19.6,"L","OS","07/13/2018","3153-3156 share base",NA,"A","18-23"
"262",75,"UMBS",122,"A02E",3156,"ACSA",8.4,"L","UN","07/13/2018","3153-3156 share base",NA,"A","8-13"
"263",76,"UMBS",122,"A02E",3157,"ACSA",9.3,"L","UN","07/13/2018",NA,NA,"A","8-13"
"264",77,"UMBS",122,"A02E",3158,"unknown",9.8,"D","UN","07/13/2018",NA,NA,"A","8-13"
"265",78,"UMBS",122,"A02E",3159,"ACSA",22.4,"L","OS","07/13/2018","3159-3160 share base",NA,"A","18-23"
"266",79,"UMBS",122,"A02E",3160,"ACSA",18.9,"L","OS","07/13/2018","3159-3160 share base",NA,"A","18-23"
"267",81,"UMBS",122,"A02E",3162,"ACSA",19.5,"L","OS","07/13/2018",NA,NA,"A","18-23"
"268",82,"UMBS",122,"A02E",3163,"POGR",48.5,"L","OD","07/13/2018",NA,NA,"A","48-53"
"269",83,"UMBS",122,"A02E",3164,"ACSA",10.9,"L","UN","07/13/2018",NA,NA,"A","8-13"
"270",1,"UMBS",121,"A02W",2985,"POGR",25.5,"D","UN","07/13/2018",NA,NA,"A","23-28"
"271",2,"UMBS",121,"A02W",2986,"POGR",35.8,"L","OD","07/13/2018",NA,NA,"A","33-38"
"272",3,"UMBS",121,"A02W",2987,"POGR",27.7,"L","OD","07/13/2018",NA,NA,"A","23-28"
"273",4,"UMBS",121,"A02W",2988,"ACSA",10.4,"L","UN","07/13/2018","2988-2989 share base",NA,"A","8-13"
"274",5,"UMBS",121,"A02W",2989,"ACSA",15,"L","OS","07/13/2018","2988-2989 share base",NA,"A","13-18"
"275",6,"UMBS",121,"A02W",2990,"POGR",46.7,"L","OD","07/13/2018",NA,NA,"A","43-48"
"276",7,"UMBS",121,"A02W",2991,"FAGR",21.8,"L","OS","07/13/2018",NA,NA,"A","18-23"
"277",8,"UMBS",121,"A02W",2992,"POGR",47.2,"L","OD","07/13/2018",NA,NA,"A","43-48"
"278",9,"UMBS",121,"A02W",2993,"ACSA",12.4,"L","UN","07/13/2018","2993-2995 share base",NA,"A","8-13"
"279",10,"UMBS",121,"A02W",2994,"ACSA",8,"L","UN","07/13/2018","2993-2995 share base",NA,"A","8-13"
"280",11,"UMBS",121,"A02W",2995,"ACSA",9.4,"L","UN","07/13/2018","2993-2995 share base",NA,"A","8-13"
"281",12,"UMBS",121,"A02W",2996,"ACSA",19.7,"L","OS","07/13/2018",NA,NA,"A","18-23"
"282",13,"UMBS",121,"A02W",2997,"ACSA",19.6,"L","OS","07/13/2018","read as outside plot at 18.60 m, tripod is not exactly at center",NA,"A","18-23"
"283",14,"UMBS",121,"A02W",2998,"FAGR",14.8,"L","UN","07/13/2018","2998-2999 share base",NA,"A","13-18"
"284",15,"UMBS",121,"A02W",2999,"FAGR",15.4,"L","OS","07/13/2018","2998-2999 share base",NA,"A","13-18"
"285",18,"UMBS",121,"A02W",3002,"POGR",44.9,"L","OD","07/13/2018",NA,NA,"A","43-48"
"286",19,"UMBS",121,"A02W",3003,"POGR",35.7,"L","OD","07/13/2018",NA,NA,"A","33-38"
"287",20,"UMBS",121,"A02W",3004,"ACSA",34.2,"L","OD","07/13/2018",NA,NA,"A","33-38"
"288",21,"UMBS",121,"A02W",3005,"POGR",46.5,"L","OD","07/13/2018",NA,NA,"A","43-48"
"289",22,"UMBS",121,"A02W",3006,"POGR",50.1,"D","UN","07/13/2018","reading taken above DBH",NA,"A","48-53"
"290",23,"UMBS",121,"A02W",3007,"ACSA",11.2,"L","UN","07/13/2018",NA,NA,"A","8-13"
"291",24,"UMBS",121,"A02W",3008,"ACSA",10.2,"L","UN","07/13/2018",NA,NA,"A","8-13"
"292",25,"UMBS",121,"A02W",3009,"POGR",40.8,"L","OD","07/13/2018",NA,NA,"A","38-43"
"293",26,"UMBS",121,"A02W",3010,"POGR",44.5,"D","UN","07/13/2018",NA,NA,"A","43-48"
"294",27,"UMBS",121,"A02W",3011,"FAGR",9.1,"L","UN","07/13/2018",NA,NA,"A","8-13"
"295",28,"UMBS",121,"A02W",3012,"ACSA",14.3,"L","OS","07/13/2018","3012-3013 share base",NA,"A","13-18"
"296",29,"UMBS",121,"A02W",3013,"ACSA",9.9,"L","UN","07/13/2018","3012-3013 share base",NA,"A","8-13"
