"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","FORTE-2_CE_C2NS.CSV",8.24523755488585,3.50059299270719,12.2541513005906,8.94045523754668,40,7.95,8,4.04430590539468,18.296,11.389825,6.13744730446034,3.20198666392949,0,0,0.721052631578947,191.042366536782,9.53263280872395,10.0085602496474,5.01009479355277,"FORTE-2_CE_C2NS.CSV",5.24887444642549,3.97708105842086,14.0788693417672,85.9211306582328,18.296,506.025,4.775,0.892021306714512,13.6111447607511
