Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,232,2071,ACRU,15.2,L,OS,7/5/2018,
UMBS,232,2072,TSCA,9.3,L,UN,7/5/2018,
UMBS,232,2073,POGR,33.1,L,OD,7/5/2018,
UMBS,232,2074,QURU,14.8,L,OS,7/5/2018,
UMBS,232,2075,QURU,14.4,L,OS,7/5/2018,
UMBS,232,2076,PIST,11.5,L,UN,7/5/2018,
UMBS,232,2077,QURU,9.3,L,OS,7/5/2018,
UMBS,232,2078,unknown,19.9,D,UN,7/5/2018,
UMBS,232,2079,FAGR,10.5,L,UN,7/5/2018,
UMBS,232,2080,ACRU,14.6,L,OS,7/5/2018,"2080-2083 share base, 2080 read asoutsode plot at 18.12 m"
UMBS,232,2081,ACRU,13.3,L,OS,7/5/2018,2080-2083 share base
UMBS,232,2082,ACRU,21.3,L,OS,7/5/2018,"2080-2083 share base, 2082 reading taken above DBH"
UMBS,232,2083,ACRU,13,L,OS,7/5/2018,2080-2083 share base
UMBS,234,2084,ACRU,12.6,L,OS,7/6/2018,"2084-2085 share base, in new plot"
UMBS,234,2085,ACRU,14.8,L,OS,7/6/2018,"2084-2085 share base, in a new plot"
UMBS,233,2086,ACRU,8.8,L,UN,7/6/2018,
UMBS,233,2087,POGR,38.6,L,OD,7/6/2018,Taken above DBH
UMBS,233,2088,ACRU,22,L,OS,7/6/2018,2088 - 2090 share base
UMBS,233,2089,ACRU,16.3,L,OS,7/6/2018,
UMBS,233,2090,ACRU,12.7,L,OS,7/6/2018,
UMBS,233,2091,ACRU,20.9,L,OS,7/6/2018,2091 2092 and 2145 share base
UMBS,233,2092,ACRU,18.5,D,OS,7/6/2018,"2091 2092 and 2145 share base, "
UMBS,233,2093,QURU,15.4,L,OS,7/6/2018,
UMBS,234,2094,POGR,21.6,L,OD,7/6/2018,In a new plot
UMBS,233,2095,ACRU,25.1,L,OD,7/6/2018,"2095 - 2097 share base, in a cluster with 2098 and 2099"
UMBS,233,2096,ACRU,10,D,OS,7/6/2018,"2095 - 2097 share base, in a cluster with 2098 and 2099"
UMBS,233,2097,ACRU,22.4,L,OD,7/6/2018,"2095 - 2097 share base, in a cluster with 2098 and 2099"
UMBS,233,2098,ACRU,13.2,L,OS,7/6/2018,"2095 - 2097 share base, in a cluster with 2098 and 2099"
UMBS,233,2099,ACRU,10.9,L,OS,7/6/2018,"2095 - 2097 share base, in a cluster with 2098 and 2099"
UMBS,233,2100,ACRU,26.6,L,OD,7/6/2018,2100 - 2104 share base
UMBS,233,2101,ACRU,36,L,OD,7/6/2018,2100 - 2104 share base
UMBS,233,2102,ACRU,31.8,L,OD,7/6/2018,"2100 - 2104 share base, tak n several inches above DBH"
UMBS,234,2103,ACRU,25.9,L,OD,7/6/2018,"2100 - 2104 share base, in a new plot, taken above DBH"
UMBS,233,2104,ACRU,26.2,L,OD,7/6/2018,2100 - 2104 share base
UMBS,233,2105,ACRU,19.8,L,OS,7/6/2018,2105 & 2106 share base
UMBS,233,2106,ACRU,16.2,L,OS,7/6/2018,2105 & 2106 share base
