Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,231,1959,POGR,24.7,L,OD,07/05/2018,
UMBS,231,1960,ACRU,15.9,L,OS,07/05/2018,
UMBS,231,1961,ACRU,15.5,L,OS,07/05/2018,
UMBS,231,1962,QURU,55.5,L,OD,07/05/2018,1962-1964 share base
UMBS,231,1963,QURU,27.6,L,OD,07/05/2018,1962-1964 share base
UMBS,230,1964,QURU,47.7,L,OD,07/05/2018,"1962-1964 share base, 1964 in new plot 230"
UMBS,231,1965,ACRU,8,D,OS,07/05/2018,1965-1966 share base
UMBS,231,1966,ACRU,12.2,L,OS,07/05/2018,1965-1966 share base
UMBS,231,1967,ACRU,10.7,D,UN,07/05/2018,
UMBS,231,1968,FAGR,10.8,L,OS,07/05/2018,NE veg plot
UMBS,231,1969,ACRU,18,L,OS,07/05/2018,
UMBS,231,1970,ACRU,19.5,L,OS,07/05/2018,1970 + 1991 share base
UMBS,231,1971,ACRU,8.4,D,UN,07/05/2018,
UMBS,231,1972,POGR,41,L,OD,07/05/2018,
UMBS,231,1973,POGR,40.4,L,OD,07/05/2018,
UMBS,231,1974,ACRU,10.2,L,UN,07/05/2018,1974-1975 share base
UMBS,231,1975,ACRU,9.6,L,UN,07/05/2018,1974-1975 share base
UMBS,231,1976,ACRU,8.9,L,OS,07/05/2018,
UMBS,231,1977,POGR,44.4,L,OD,07/05/2018,
UMBS,231,1978,POGR,25.1,D,OS,07/05/2018,
UMBS,231,1979,POGR,50.8,D,UN,07/05/2018,
UMBS,231,1980,ACRU,8.4,L,OS,07/05/2018,
UMBS,231,1981,ACRU,10,L,OS,07/05/2018,
UMBS,231,1982,POGR,39.7,L,OD,07/05/2018,
UMBS,231,1983,POGR,34.8,L,OD,07/05/2018,
UMBS,231,1984,POGR,38.8,L,OD,07/05/2018,read as outside plot at 18.10 m
UMBS,231,1985,POGR,43.9,L,OD,07/05/2018,read as outside plot at 18.13 m
UMBS,231,1986,POGR,47,L,OD,07/05/2018,
UMBS,231,1987,POGR,40,L,OD,07/05/2018,
UMBS,231,1988,ACRU,18.1,L,OS,07/05/2018,
