Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,111,2876,FAGR,24.9,L,OS,07/13/2018,2876-2877 share base
UMBS,111,2877,FAGR,13.4,L,UN,07/13/2018,2876-2877 share base
UMBS,111,2878,POGR,39,L,OD,07/13/2018,
UMBS,111,2879,POGR,37.2,L,OD,07/13/2018,
UMBS,111,2880,FAGR,1.7,L,SA,07/13/2018,NE veg plot
UMBS,111,2881,FAGR,1.3,L,SA,07/13/2018,"2881-2882 share base, NE veg plot"
UMBS,111,2882,FAGR,1.4,L,SA,07/13/2018,"2881-2882 share base, NE veg plot"
UMBS,111,2883,FAGR,1,L,SA,07/13/2018,NE veg plot
UMBS,111,2884,ACPE,1,L,SA,07/13/2018,NE veg plot
UMBS,111,2885,POGR,37.4,L,OD,07/13/2018,read as outside plot at 18.41 m
UMBS,111,2886,FAGR,40.6,L,OS,07/13/2018,
UMBS,111,2887,FAGR,9.1,L,UN,07/13/2018,
UMBS,111,2888,ACSA,35,L,OD,07/13/2018,
UMBS,111,2889,ACRU,21.2,L,OS,07/13/2018,2889-2890 share base
UMBS,111,2890,ACRU,43.8,L,OD,07/13/2018,2889-2890 share base
UMBS,111,2891,FAGR,8,L,UN,07/13/2018,2891-2892 share base
UMBS,111,2892,FAGR,9.4,D,UN,07/13/2018,2891-2892 share base
UMBS,111,2893,ACRU,12.8,L,UN,07/13/2018,"2893-2894 share base, 2893 read as outside plot at 18.13 m"
UMBS,111,2894,ACRU,35.2,L,OS,07/13/2018,2893-2894 share base
UMBS,111,2895,ACSA,9.4,D,OS,07/13/2018,
UMBS,111,2896,ACSA,8,L,UN,07/13/2018,
UMBS,111,2897,FAGR,18.9,L,OS,07/13/2018,
UMBS,111,2898,POGR,30.5,L,OD,07/13/2018,
UMBS,111,2899,FAGR,8.8,L,UN,07/13/2018,reading taken below DBH
UMBS,111,2900,unknown,13.5,D,OS,07/13/2018,
UMBS,111,2901,ACRU,25.6,L,OS,07/13/2018,2901-2902 share base
UMBS,111,2902,ACRU,19.3,L,OS,07/13/2018,2901-2902 share base
UMBS,111,2903,POGR,46.3,L,OD,07/13/2018,
UMBS,111,2904,POGR,45.8,L,OD,07/13/2018,
UMBS,111,2905,FAGR,16,L,OS,07/13/2018,
UMBS,111,2906,FAGR,1,L,SA,07/13/2018,SE veg plot
UMBS,111,2907,FAGR,1.6,L,UN,07/13/2018,SE veg plot
UMBS,111,2908,POGR,28.7,D,UN,07/13/2018,
UMBS,111,2909,ACSA,10,L,UN,07/13/2018,
UMBS,111,2910,POGR,40,L,OD,07/13/2018,
UMBS,111,2911,POGR,36.8,L,OD,07/13/2018,
UMBS,111,2912,POGR,37,L,OD,07/13/2018,read as outside plot at 18.33 m as tripod is not directly at center
UMBS,111,2913,ACRU,22.5,L,OS,07/13/2018,
UMBS,111,2914,ACSA,24.4,L,OS,07/13/2018,
UMBS,111,2915,ACSA,11.7,L,UN,07/13/2018,
UMBS,111,2916,ACSA,14.1,L,OS,07/13/2018,
UMBS,111,2917,ACSA,13.9,L,UN,07/13/2018,
UMBS,111,2918,POGR,30.9,L,OD,07/13/2018,
UMBS,111,2919,ACRU,25.9,L,OD,07/13/2018,
UMBS,111,2920,POGR,30.3,L,OD,07/13/2018,
