Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,321,894,POGR,33.6,L,OD,06/27/2018,
UMBS,321,895,POGR,32.1,L,OD,06/27/2018,
UMBS,321,896,POGR,31.5,L,OD,06/27/2018,
UMBS,321,897,ACRU,11.5,L,OS,06/27/2018,shared base with 898
UMBS,321,898,ACRU,12.6,L,OS,06/27/2018,Shared bse with 897
UMBS,321,899,POGR,33.7,L,OD,06/27/2018,
UMBS,321,900,POGR,33.4,L,OD,06/27/2018,
UMBS,321,901,ACRU,5.7,L,UN,06/27/2018,In NW veg plot
UMBS,321,902,POGR,26.8,L,OD,06/27/2018,
UMBS,321,903,POGR,24.8,L,OD,06/27/2018,
UMBS,321,904,POGR,30.9,L,OD,06/27/2018,
UMBS,321,905,POGR,29.6,L,OD,06/27/2018,
UMBS,321,906,POGR,28.5,L,OD,06/27/2018,
UMBS,321,907,POGR,23.1,L,OD,06/27/2018,
UMBS,320,908,ACRU,13.4,L,OS,06/27/2018,In a separate plot
UMBS,321,909,POGR,17.6,D,UN,06/27/2018,18.2 m outside of plot
UMBS,321,910,POGR,24.8,L,OD,06/27/2018,
UMBS,321,911,ACRU,20.5,L,OS,06/27/2018,Shared base with 912
UMBS,321,912,ACRU,10.2,L,OS,06/27/2018,Shared base with 911
UMBS,321,913,FAGR,13.4,L,UN,06/27/2018,
UMBS,321,914,POGR,26.3,L,OD,06/27/2018,
UMBS,321,915,POGR,30.7,L,OD,06/27/2018,
UMBS,321,916,POGR,24.2,L,OD,06/27/2018,
UMBS,321,917,ACRU,13.4,L,OS,06/27/2018,
UMBS,321,918,POGR,18.7,D,UN,06/27/2018,
UMBS,321,919,POGR,26.8,L,OD,06/27/2018,
UMBS,321,920,ACRU,19.5,L,OS,06/27/2018,Shared base with 921
UMBS,321,921,ACRU,8.9,L,UN,06/27/2018,Shared base with 920
UMBS,321,922,POGR,31.8,L,OD,06/27/2018,
UMBS,321,923,QURU,20.9,L,OS,06/27/2018,
UMBS,321,924,POGR,30.6,L,OD,06/27/2018,
UMBS,321,925,POGR,32.2,L,OD,06/27/2018,
UMBS,321,926,ACRU,8.7,D,UN,06/27/2018,"18.24 m out of plot, shared base with 827 & 828"
UMBS,321,927,ACRU,15,L,OS,06/27/2018,Shared base with 826 & 828
UMBS,321,928,ACRU,14.1,L,OS,06/27/2018,Shared base with 826 & 827
UMBS,321,929,POGR,19.3,D,UN,06/27/2018,
UMBS,321,930,POGR,29.8,L,OD,06/27/2018,
UMBS,321,931,ACRU,1.7,L,UN,06/27/2018,"Shared base with 933, SW veg plot"
UMBS,321,932,ACRU,8.1,L,OS,06/27/2018,
UMBS,321,933,ACRU,2.6,D,UN,06/27/2018,"Shared base with 931, SW veg plot"
UMBS,321,934,ACPE,1.2,L,SA,06/27/2018,SW veg plot
UMBS,321,935,POGR,29.4,L,OD,06/27/2018,
UMBS,321,936,POGR,18.2,D,UN,06/27/2018,
UMBS,321,937,POGR,22,L,OD,06/27/2018,
UMBS,321,938,POGR,27.7,L,OD,06/27/2018,
UMBS,321,939,POGR,30.8,L,OD,06/27/2018,
UMBS,321,940,POGR,34.5,L,OD,06/27/2018,
UMBS,321,941,BEPA,13.3,L,OS,06/27/2018,
UMBS,321,942,ACRU,14.7,L,OS,06/27/2018,
UMBS,321,943,POGR,20.8,D,UN,06/27/2018,
UMBS,321,944,POGR,22.2,L,OD,06/27/2018,
UMBS,321,945,POGR,24.7,L,OD,06/27/2018,
UMBS,321,946,POGR,29.7,L,OD,06/27/2018,
UMBS,321,947,POGR,19.8,D,UN,06/27/2018,
UMBS,321,948,ACRU,11.3,L,OS,06/27/2018,
UMBS,321,949,ACRU,14.2,L,OS,06/27/2018,
UMBS,321,950,POGR,26.3,L,OD,06/27/2018,
UMBS,321,951,POGR,25.9,L,OD,06/27/2018,
UMBS,321,952,POGR,26.5,L,OD,06/27/2018,
UMBS,321,953,QURU,22.1,L,OS,06/27/2018,
UMBS,321,954,POGR,8.6,D,UN,06/27/2018,
UMBS,321,955,POGR,30.4,L,OD,06/27/2018,
UMBS,321,956,ACRU,13.1,L,OS,06/27/2018,shared base with smaller tree
UMBS,321,957,POGR,28.6,L,OD,06/27/2018,
UMBS,321,958,ACRU,11.7,L,OS,06/27/2018,
UMBS,321,959,QURU,29.4,L,OD,06/27/2018,
UMBS,321,960,POGR,29.2,L,OD,06/27/2018,
UMBS,321,961,ACRU,10.1,L,OS,06/27/2018,
UMBS,321,962,ACRU,12,L,OS,06/27/2018,Shared base with 963
UMBS,321,963,ACRU,12.5,L,OS,06/27/2018,Shared base withn962
UMBS,320,964,POGR,27.1,L,OD,06/27/2018,"in a new plot, labeled as outside the plot but it’s only because we are off of plot center "
UMBS,321,965,ACRU,8.8,L,OS,06/27/2018,Shared base with smaller trees
UMBS,321,966,FAGR,9.3,L,UN,06/27/2018,
UMBS,321,967,POGR,27.8,L,OD,06/27/2018,
UMBS,321,968,QURU,11.6,M,UN,06/27/2018,
UMBS,321,969,QURU,20.2,L,OS,06/27/2018,
UMBS,321,970,ACRU,8.9,L,OS,06/27/2018,Shared base with smaller tree
UMBS,321,971,POGR,25.4,L,OD,06/27/2018,
UMBS,321,972,POGR,22,L,OD,06/27/2018,
UMBS,321,973,ACRU,14.8,L,OS,06/27/2018,Shared base with 974
UMBS,321,974,ACRU,12.4,L,OS,06/27/2018,Shared base with 973
