Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,322,1025,QURU,21.5,L,OD,06/28/2018,
UMBS,322,1026,ACRU,13.1,L,OS,06/28/2018,Shared base with 1027 and 1028
UMBS,322,1027,ACRU,11.7,L,OS,06/28/2018,
UMBS,322,1028,ACRU,11.1,L,OS,06/28/2018,
UMBS,322,1029,POGR,24.3,L,OD,06/28/2018,
UMBS,322,1030,POGR,29.6,L,OD,06/28/2018,
UMBS,322,1031,POGR,24.7,L,OD,06/28/2018,
UMBS,322,1032,ACRU,9.5,L,OS,06/28/2018,Shared base with 1033
UMBS,322,1033,ACRU,8.3,D,OS,06/28/2018,Shared base with 1032
UMBS,322,1034,QURU,14.5,L,OS,06/28/2018,
UMBS,322,1035,POGR,33.8,L,OD,06/28/2018,DBH has weird bowl scarring that make it wider than it should be a
UMBS,322,1036,QURU,19.7,L,OD,06/28/2018,
UMBS,322,1037,QURU,23.9,L,OD,06/28/2018,
UMBS,322,1038,FAGR,11.3,L,UN,06/28/2018,Shared base with 1039
UMBS,322,1039,FAGR,8.9,L,UN,06/28/2018,Shared base with 1038
UMBS,322,1040,ACRU,11.2,L,OS,06/28/2018,
UMBS,322,1041,POGR,32.1,L,OD,06/28/2018,
UMBS,322,1042,POGR,26.1,L,OD,06/28/2018,Shared base with 1043
UMBS,322,1043,POGR,27.5,L,OD,06/28/2018,Shared base with 1042
UMBS,322,1044,POGR,24.5,L,OD,06/28/2018,
UMBS,322,1045,FAGR,9.8,L,UN,06/28/2018,
UMBS,322,1046,POGR,27,L,OD,06/28/2018,
UMBS,322,1047,ACPE,8.1,L,UN,06/28/2018,Shared base with smaller trees
UMBS,322,1048,PIST,10.5,L,UN,06/28/2018,
UMBS,322,1049,POGR,27.8,L,OD,06/28/2018,
UMBS,322,1050,QURU,9.1,L,OS,06/28/2018,
UMBS,322,1051,POGR,30.2,L,OD,06/28/2018,
UMBS,322,1052,POGR,31,L,OD,06/28/2018,
UMBS,322,1053,POGR,19,L,OD,06/28/2018,
UMBS,322,1054,QURU,12.1,L,UN,06/28/2018,
UMBS,322,1055,ACRU,8.3,L,UN,06/28/2018,Shared base with 1056
UMBS,322,1056,ACRU,9.4,L,UN,06/28/2018,Shared base with 1055
UMBS,322,1057,POGR,20.2,L,OD,06/28/2018,
UMBS,322,1058,POGR,26,L,OD,06/28/2018,
UMBS,322,1059,POGR,20.9,L,OD,06/28/2018,
UMBS,322,1060,?,9.8,D,UN,06/28/2018,
UMBS,322,1061,ACRU,9.1,L,OS,06/28/2018,
UMBS,322,1062,POGR,22,L,OD,06/28/2018,
UMBS,322,1063,POGR,29.4,L,OD,06/28/2018,
UMBS,322,1064,QURU,12,L,OS,06/28/2018,
UMBS,322,1065,POGR,18.3,D,OS,06/28/2018,
UMBS,322,1066,PIRE,37.9,L,OD,06/28/2018,
UMBS,322,1067,ACRU,9.5,L,OS,06/28/2018,Shared base with 1068
UMBS,322,1068,ACRU,8.4,L,OS,06/28/2018,Shared base with 1067
UMBS,322,1069,POGR,30,L,OD,06/28/2018,
UMBS,322,1070,ACRU,11.5,L,OS,06/28/2018,Shared base with 1072 & 1073
UMBS,322,1071,POGR,19.2,D,UN,06/28/2018,
UMBS,322,1072,ACRU,8.9,L,OS,06/28/2018,Shared base with 1070 & 1073
