Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,212,1654,QURU,8.7,L,OS,07/04/2018,
UMBS,212,1655,QURU,21.1,L,OD,07/04/2018,
UMBS,212,1656,QURU,8.9,L,OS,07/04/2018,
UMBS,212,1657,FAGR,9.6,L,UN,07/04/2018,reading taken above DBH
UMBS,212,1658,ACRU,18.8,L,OD,07/04/2018,
UMBS,212,1659,ACRU,10,D,UN,07/04/2018,1659-1660 share base
UMBS,212,1660,ACRU,13.2,L,OS,07/04/2018,1659-1660 share base
UMBS,212,1661,ACRU,13.7,L,OS,07/04/2018,1661-1662 share base
UMBS,212,1662,ACRU,22.3,L,OS,07/04/2018,1661-1662 share base
UMBS,212,1663,FAGR,0.8,L,SA,07/04/2018,"REDACT, under minimum DBH, NE veg plot"
UMBS,212,1664,POGR,40.4,L,OD,07/04/2018,
UMBS,212,1665,ACRU,27.4,L,OD,07/04/2018,1665-1668 share base
UMBS,212,1666,ACRU,20.2,L,OS,07/04/2018,1665-1668 share base
UMBS,212,1667,ACRU,18.2,L,OD,07/04/2018,1665-1668 share base
UMBS,212,1668,ACRU,25.1,L,OD,07/04/2018,1665-1668 share base
UMBS,212,1669,POGR,26.1,L,OD,07/04/2018,
UMBS,212,1670,ACRU,9.7,L,OS,07/04/2018,1670-1672 share base
UMBS,212,1671,ACRU,12.9,L,OS,07/04/2018,1670-1672 share base
UMBS,212,1672,ACRU,25.8,L,OD,07/04/2018,1670-1672 share base
UMBS,212,1673,FAGR,19.8,L,OS,07/04/2018,1673-1674 share base
UMBS,212,1674,FAGR,13,L,OS,07/04/2018,1673-1674 share base
UMBS,212,1675,POGR,36.4,L,OD,07/04/2018,
UMBS,212,1676,ACRU,24.4,L,OS,07/04/2018,
UMBS,212,1677,ACRU,10.3,L,OS,07/04/2018,1677-1679 share base
UMBS,212,1678,ACRU,12.7,L,OS,07/04/2018,1677-1679 share base
UMBS,212,1679,ACRU,16.1,D,UN,07/04/2018,1677-1679 share base
UMBS,212,1680,QURU,2.7,L,UN,07/04/2018,SE veg plot
UMBS,212,1681,QURU,62.2,L,OD,07/04/2018,stem is too wide for calipers--recorded DBH is under true DBH. DBH taken manually as 64.8
UMBS,212,1682,ACRU,15,L,OS,07/04/2018,1682-1683 share base
UMBS,212,1683,ACRU,15.7,L,OS,07/04/2018,1682-1683 share base
UMBS,212,1684,ACRU,18.6,L,OS,07/04/2018,1684-1685 share base
UMBS,212,1685,ACRU,27.2,L,OS,07/04/2018,1684-1685 share base
UMBS,212,1686,FAGR,8.5,L,UN,07/04/2018,
UMBS,212,1687,ACRU,13,L,OS,07/04/2018,
UMBS,212,1688,POGR,28,L,OD,07/04/2018,
UMBS,212,1689,QURU,32.5,L,OD,07/04/2018,
UMBS,212,1690,ACRU,14,L,OS,07/04/2018,
UMBS,212,1691,ACRU,17,L,OS,07/04/2018,
UMBS,212,1692,ACRU,19.2,L,OS,07/04/2018,1692-1694 share base
UMBS,212,1693,ACRU,20.3,L,OS,07/04/2018,1692-1694 share base
UMBS,212,1694,ACRU,15.4,L,OS,07/04/2018,1692-1694 share base
UMBS,212,1695,POGR,39,L,OD,07/04/2018,
UMBS,212,1696,POGR,45.8,L,OD,07/04/2018,
UMBS,213,1697,POGR,35.8,L,OD,07/04/2018,in new plot 213
UMBS,212,1698,POGR,33.8,L,OD,07/04/2018,
UMBS,212,1699,ACRU,16.3,L,OS,07/04/2018,1699-1701 share base
UMBS,212,1700,ACRU,23.3,L,OS,07/04/2018,1699-1701 share base
UMBS,212,1701,ACRU,14.1,L,OS,07/04/2018,1699-1701 share base
UMBS,212,1702,POGR,39,L,OD,07/04/2018,
UMBS,212,1703,TSCA,8,L,UN,07/04/2018,
UMBS,212,1704,POGR,47.4,L,OD,07/04/2018,
UMBS,212,1705,POGR,36,D,UN,07/04/2018,
UMBS,212,1706,ACRU,10.9,L,OS,07/04/2018,1706-1708 share base
UMBS,212,1707,ACRU,22.1,L,OD,07/04/2018,1706-1708 share base
UMBS,212,1708,ACRU,12.7,D,OS,07/04/2018,1706-1708 share base
UMBS,212,1709,ACRU,24.2,L,OD,07/04/2018,1709-1710 share base
UMBS,212,1710,ACRU,25.5,L,OD,07/04/2018,1709-1710 share base
UMBS,212,1711,QURU,11.5,L,OS,07/04/2018,
UMBS,212,1712,POGR,34.3,L,OD,07/04/2018,
UMBS,212,1713,POGR,27.9,L,OD,07/04/2018,
UMBS,212,1714,POGR,10.7,L,OS,07/04/2018,
UMBS,212,1715,POGR,40.2,L,OD,07/04/2018,
UMBS,212,1716,ACRU,17,L,OS,07/04/2018,
UMBS,212,1717,ACRU,9.1,L,OS,07/04/2018,
UMBS,212,1718,ACRU,12.7,L,OS,07/04/2018,
UMBS,212,1719,POGR,32.8,L,OD,07/04/2018,
UMBS,212,1720,ACRU,8.4,L,OS,07/04/2018,
UMBS,212,1721,POGR,39,L,OD,07/04/2018,
UMBS,212,1722,ACRU,7.9,L,OS,07/04/2018,"REDACT, under minimum DBH"
UMBS,212,1723,ACRU,12.3,L,OS,07/04/2018,1722-1725 share base
UMBS,212,1724,ACRU,10.5,L,OS,07/04/2018,1722-1725 share base
UMBS,212,1725,ACRU,9.8,L,OS,07/04/2018,1722-1725 share base
UMBS,212,1726,ACRU,22,L,OS,07/04/2018,1726-1727 share base
UMBS,212,1727,ACRU,25.1,L,OS,07/04/2018,1726-1727 share base
UMBS,212,1728,ACRU,18.8,L,OS,07/04/2018,
UMBS,212,1729,ACRU,11.3,D,OS,07/04/2018,read as outside plot at 18.13 m
UMBS,212,1730,ACRU,22.7,L,OS,07/04/2018,1730-1731 share base
UMBS,212,1731,ACRU,19.7,L,OS,07/04/2018,1730-1731 share base
UMBS,212,1732,ACRU,11,L,OS,07/04/2018,
UMBS,212,1733,ACRU,8.7,L,OS,07/04/2018,
UMBS,212,1734,ACRU,10.2,D,UN,07/04/2018,
UMBS,212,1735,ACRU,9,D,UN,07/04/2018,1735-1739 share base
UMBS,212,1736,ACRU,10.6,D,UN,07/04/2018,1735-1739 share base
UMBS,212,1737,ACRU,21,L,OS,07/04/2018,1735-1739 share base
UMBS,212,1738,ACRU,21.3,L,OS,07/04/2018,1735-1739 share base
UMBS,212,1739,ACRU,18,L,OS,07/04/2018,1735-1739 share base
UMBS,212,1740,POGR,31.8,L,OD,07/04/2018,
UMBS,212,1741,FAGR,2.4,L,UN,07/04/2018,NW veg plot
UMBS,212,1742,ACPE,2.7,L,UN,07/04/2018,NW veg plot
UMBS,212,1743,POGR,21.2,L,OD,07/04/2018,
UMBS,212,1744,QURU,7.8,L,OS,07/04/2018,"REDACT, under minimum DBH"
UMBS,212,1745,QURU,25,L,OD,07/04/2018,
UMBS,212,1746,ACRU,11.1,L,OS,07/04/2018,1746-1747 share base
UMBS,212,1747,ACRU,13.2,L,OS,07/04/2018,"1746-1747 share base, 1747 read as outside plot at 18.01 m"
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
