Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,311,819,BEPA,10.2,D,UN,06/27/2018,
UMBS,311,820,QURU,22.5,L,OS,06/27/2018,
UMBS,311,821,ACRU,8.5,L,UN,06/27/2018,Shared base with 822
UMBS,311,822,ACRU,9.4,L,OS,06/27/2018,Shared base with 821
UMBS,311,823,POGR,20.1,L,OD,06/27/2018,
UMBS,311,824,QURU,33.8,L,OD,06/27/2018,
UMBS,311,825,FAGR,8.7,L,OS,06/27/2018,Shared base with smaller tree
UMBS,311,826,QURU,9.9,L,OS,06/27/2018,
UMBS,311,827,QURU,8.5,D,UN,06/27/2018,Shared base with 828
UMBS,311,828,QURU,35.6,L,OD,06/27/2018,Shred base with 827
UMBS,311,829,ACRU,12.5,L,OS,06/27/2018,
UMBS,311,830,QURU,15.4,L,OS,06/27/2018,
UMBS,311,831,QURU,10.1,L,OS,06/27/2018,
UMBS,311,832,PIRE,16.1,L,OS,06/27/2018,
UMBS,311,833,POGR,24.2,D,UN,06/27/2018,
UMBS,311,834,PIST,9.4,L,OS,06/27/2018,
UMBS,311,835,QURU,24.6,L,OD,06/27/2018,Shared base with smaller tree
UMBS,311,836,QURU,16.6,L,OS,06/27/2018,
UMBS,311,837,QURU,22.6,L,OD,06/27/2018,Tree noted as a little outside the plot
UMBS,311,838,POGR,27.8,L,OD,06/27/2018,
UMBS,311,839,QURU,29.4,L,OD,06/27/2018,
UMBS,310,840,POGR,44.1,L,OD,06/27/2018,In a new plot
UMBS,311,841,BEPA,14.1,D,UN,06/27/2018,
UMBS,311,842,QURU,29.7,L,OD,06/27/2018,
UMBS,311,843,PIST,12.4,L,UN,06/27/2018,
UMBS,311,844,QURU,14.4,L,OS,06/27/2018,
UMBS,311,845,QURU,22.1,L,OD,06/27/2018,
UMBS,311,846,ACRU,18.4,L,OS,06/27/2018,Shared base with 847
UMBS,311,847,ACRU,12.5,L,UN,06/27/2018,Shared base with 846
UMBS,311,848,PIST,1.2,L,SA,06/27/2018,In SW veg plot
UMBS,311,849,BEPA,17.2,D,UN,06/27/2018,
UMBS,311,850,ACRU,13.2,L,OS,06/27/2018,Shared base with 851
UMBS,311,851,ACRU,8.6,L,OS,06/27/2018,Shared base with 850
UMBS,311,852,QURU,17.5,L,OS,06/27/2018,
UMBS,311,853,QURU,21.1,L,OD,06/27/2018,Shared base with 865
UMBS,311,854,QURU,26,L,OD,06/27/2018,Shared base with 855
UMBS,311,855,QURU,12.3,D,OS,06/27/2018,Shared base with 854
UMBS,311,856,QURU,20,L,OD,06/27/2018,
UMBS,311,857,ACRU,14.4,L,OS,06/27/2018,"Shared base with smaller, dead tree"
UMBS,311,858,QURU,27.9,L,OD,06/27/2018,
UMBS,311,859,QURU,24.2,L,OD,06/27/2018,
UMBS,311,860,ACRU,9.2,L,OS,06/27/2018,
UMBS,311,861,QURU,19.7,L,OS,06/27/2018,
UMBS,311,862,POGR,19.6,L,OS,06/27/2018,
UMBS,311,863,ACRU,14,L,OS,06/27/2018,
UMBS,311,864,POGR,22.1,L,OD,06/27/2018,
UMBS,311,865,QURU,34.6,L,OD,06/27/2018,Shared base with 853
UMBS,311,866,POGR,26.2,L,OD,06/27/2018,
UMBS,311,867,POGR,27.5,L,OD,06/27/2018,
UMBS,311,868,QURU,38.8,L,OD,06/27/2018,
UMBS,311,869,FAGR,9.4,L,UN,06/27/2018,Taken just above DBH
UMBS,311,870,POGR,31.5,L,OD,06/27/2018,
UMBS,311,871,QURU,30.2,L,OD,06/27/2018,Shared base with 872
UMBS,311,872,QURU,26.9,L,OD,06/27/2018,Shared base with 871
UMBS,311,873,PIST,8.8,L,UN,06/27/2018,
UMBS,311,874,QURU,45.3,L,OD,06/27/2018,
UMBS,311,875,PIST,2.9,L,SA,06/27/2018,"A little above DBH, in SE veg plot"
UMBS,311,876,PIST,2.3,L,SA,06/27/2018,In SE veg plot
UMBS,311,877,QURU,20.8,M,UN,06/27/2018,
UMBS,311,878,POGR,34.2,L,OD,06/27/2018,
UMBS,311,879,ACRU,10.7,L,UN,06/27/2018,Shared base with smaller trees
UMBS,311,880,ACRU,15.7,L,OS,06/27/2018,Shared base with smaller trees
UMBS,311,881,POGR,38.7,L,OD,06/27/2018,
UMBS,311,882,QURU,12.6,L,OS,06/27/2018,
UMBS,311,883,FAGR,9.8,L,UN,06/27/2018,"Split trunk, smaller branch"
UMBS,311,884,POGR,25.3,L,OD,06/27/2018,
UMBS,311,885,QURU,26.2,L,OD,06/27/2018,
UMBS,311,886,QURU,19.7,L,OS,06/27/2018,
UMBS,311,887,QURU,18.8,L,OD,06/27/2018,
UMBS,311,888,QURU,17.9,L,OD,06/27/2018,In NE veg plot
UMBS,311,889,BEPA,15,L,OS,06/27/2018,
UMBS,311,890,BEPA,12.6,D,OS,06/27/2018,
UMBS,311,891,ACRU,8.6,L,OS,06/27/2018,Shared base with 892
UMBS,311,892,ACRU,15.2,L,OS,06/27/2018,Shared base with 891
UMBS,311,893,PIST,8.4,L,UN,06/27/2018,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
UMBS,,,,,,,,
