Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,441,144,ACRU,10.1,L,OD,6/22/2018,0144-0147 SHARE BASE
UMBS,441,145,ACRU,10.9,L,OD,6/22/2018,0144-0147 SHARE BASE
UMBS,441,146,ACRU,14.7,L,OD,6/22/2018,0144-0147 SHARE BASE
UMBS,441,147,ACRU,15.8,L,OD,6/22/2018,0144-0147 SHARE BASE
UMBS,441,148,ACRU,13.7,L,OD,6/22/2018,0148- 0150 SHARE BASE
UMBS,441,149,ACRU,16.4,L,OD,6/22/2018,0148- 0150 SHARE BASE
UMBS,441,150,ACRU,11.8,L,OD,6/22/2018,0148- 0150 SHARE BASE
UMBS,441,151,ACRU,11.1,L,OS,6/22/2018,
UMBS,441,152,PIST,8,L,OS,6/22/2018,
UMBS,441,153,PIST,9.9,L,OS,6/22/2018,
UMBS,441,154,QURU,9.3,L,OS,6/22/2018,
UMBS,441,155,ACRU,12.3,L,OD,6/22/2018,0155-0159 SHARE BASE
UMBS,441,156,ACRU,10.5,L,OS,6/22/2018,0155-0159 SHARE BASE
UMBS,441,157,ACRU,17.1,L,OD,6/22/2018,0155-0159 SHARE BASE
UMBS,441,158,ACRU,8.6,D,OS,6/22/2018,0155-0159 SHARE BASE
UMBS,441,159,ACRU,9,L,OS,6/22/2018,0155-0159 SHARE BASE
UMBS,441,160,PIST,1.7,L,SA,6/22/2018,0160 IN NE VEG PLOT
UMBS,441,161,PIST,5.3,L,UN,6/22/2018,0161 IN NE VEG PLOT
UMBS,441,162,PIST,9.9,L,UN,6/22/2018,
UMBS,441,163,PIST,24,L,OD,6/22/2018,
UMBS,441,164,PIST,8.1,L,UN,6/22/2018,
UMBS,441,165,QURU,47.8,L,OD,6/22/2018,
UMBS,441,166,QURU,50.6,L,OD,6/22/2018,
UMBS,441,167,PIST,13.9,L,OS,6/22/2018,
UMBS,441,168,PIST,9,L,UN,6/22/2018,
UMBS,441,169,PIST,8.5,L,UN,6/22/2018,
