Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,221,1748,ACRU,27.5,L,OS,07/05/2018,
UMBS,221,1749,ACRU,32.3,L,OS,07/05/2018,1749 + 1753 share base
UMBS,221,1750,FAGR,9.1,L,UN,07/05/2018,1750-1752 share base
UMBS,221,1751,FAGR,16.2,L,OS,07/05/2018,1750-1752 share base
UMBS,221,1752,FAGR,7.8,L,OS,07/05/2018,1750-1752 share base
UMBS,221,1753,ACRU,26.3,L,OS,07/05/2018,1749 + 1753 share base
UMBS,221,1754,FAGR,8.1,L,UN,07/05/2018,1754-1755 share base
UMBS,221,1755,FAGR,7.7,L,UN,07/05/2018,"Under minimum DBH, 1754-1755 share base, 1755 read above DBH"
UMBS,221,1756,FAGR,10.2,L,UN,07/05/2018,
UMBS,221,1757,POGR,38.8,L,OD,07/05/2018,
UMBS,221,1758,POGR,33.2,L,OD,07/05/2018,read as outside plot at 18.06 m
UMBS,221,1759,FAGR,37.5,L,OS,07/05/2018,"1759-1760 share base, 1759 read as outside plot at 8.40 m"
UMBS,221,1760,FAGR,34.5,L,OD,07/05/2018,1759-1760 share base
UMBS,221,1761,POGR,39.6,L,OD,07/05/2018,
UMBS,221,1762,POGR,29.5,L,OD,07/05/2018,
UMBS,221,1763,BEPA,10.2,L,OS,07/05/2018,
UMBS,221,1764,ACRU,26.5,L,OS,07/05/2018,
UMBS,221,1765,POGR,37.2,L,OD,07/05/2018,
UMBS,221,1766,FAGR,14.5,L,OS,07/05/2018,1766-1767 share base w/ third <8cm
UMBS,221,1767,FAGR,11.9,L,OS,07/05/2018,1766-1767 share base w/ third <8cm
UMBS,221,1768,ACRU,25.6,L,OS,07/05/2018,1768-1769 share base
UMBS,221,1769,ACRU,21.7,L,OS,07/05/2018,1768-1769 share base
UMBS,221,1770,ACRU,17,L,OS,07/05/2018,
UMBS,221,1771,ACRU,11.8,D,OS,07/05/2018,"reading taken below DBH, 1771-1772 share base"
UMBS,221,1772,ACRU,12.6,L,OS,07/05/2018,1771-1772 share base
UMBS,221,1773,BEPA,36.1,L,OD,07/05/2018,read as outside plot at 18.22
UMBS,220,1774,ACRU,23.1,L,OS,07/05/2018,"1774-1775 share base, 1774 in new plot 220"
UMBS,220,1775,ACRU,27.8,L,OS,07/05/2018,"1774-1775 share base, 1775 in new plot 220"
UMBS,221,1776,POGR,34,L,OD,07/05/2018,
UMBS,221,1777,POGR,33.4,L,OD,07/05/2018,
UMBS,221,1778,POGR,31.9,L,OD,07/05/2018,
UMBS,221,1779,POGR,38.5,L,OD,07/05/2018,
