Site,Subplot,Tag,Species,DBH_cm,Health_status,Canopy_status,Date,Notes
UMBS,332,1263,FAGR,8.9,L,UN,06/28/2018,
UMBS,332,1264,ACRU,21.4,L,OS,06/28/2018,1264-1266 share base
UMBS,335,1265,ACRU,26.1,L,OS,06/29/2018,"1264-1266 share base, 1265 in new plot"
UMBS,332,1266,ACRU,21.1,L,OS,06/28/2018,1264-1266 share base
UMBS,332,1267,BEPA,16.1,D,OS,06/28/2018,
UMBS,332,1268,PIST,42.6,L,OD,06/28/2018,
UMBS,332,1269,PIST,18.8,L,OS,06/28/2018,
UMBS,332,1270,FAGR,18.9,L,OS,06/28/2018,1270-1271 share base
UMBS,332,1271,FAGR,10,D,UN,06/28/2018,1270-1271 share base
UMBS,332,1272,ACPE,2.4,L,UN,06/28/2018,"reading above DBH, 1272-1274 share base, NE veg plot"
UMBS,332,1273,ACPE,2.8,L,UN,06/28/2018,"1272-1274 share base, NE veg plot"
UMBS,332,1274,ACPE,1.8,L,UN,06/28/2018,"1272-1274 share base, NEveg plot"
UMBS,332,1275,PIST,34.3,L,OD,06/28/2018,
UMBS,332,1276,unknown,9.6,D,OS,06/28/2018,
UMBS,334,1277,PIST,44.6,L,OD,06/29/2018,in new plot 334
UMBS,332,1278,BEPA,17.4,D,UN,06/28/2018,
UMBS,332,1279,PIST,51.2,L,OD,06/28/2018,
UMBS,332,1280,ACRU,9.2,L,OS,06/28/2018,1280-1281 share base
UMBS,332,1281,ACRU,9.9,D,UN,06/28/2018,1280-1281 share base
UMBS,332,1282,PIST,32.3,L,OD,06/28/2018,
UMBS,332,1283,ACRU,9.4,L,OS,06/28/2018,
UMBS,332,1284,QURU,29,L,OD,06/28/2018,1284-1286 share base
UMBS,332,1285,QURU,47,L,OD,06/28/2018,1284-1286 share base
UMBS,332,1286,QURU,50.9,L,OD,06/28/2018,1284-1286 share base
UMBS,332,1287,QURU,14.1,L,OS,06/28/2018,
UMBS,332,1288,QURU,23.8,L,OD,06/28/2018,
UMBS,332,1289,PIST,13.6,L,OS,06/28/2018,
UMBS,332,1290,BEPA,17.2,L,OS,06/28/2018,
UMBS,332,1291,FAGR,13,L,UN,06/28/2018,1291-1293 share base
UMBS,332,1292,FAGR,7.8,L,UN,06/28/2018,"REDACT, under minimum DBH"
UMBS,332,1293,FAGR,8,L,UN,06/28/2018,1291-1293 share base
UMBS,332,1294,unknown ,9.1,D,UN,06/28/2018,
UMBS,332,1295,FAGR,8.7,L,UN,06/28/2018,
UMBS,332,1296,QURU,15.5,D,UN,06/28/2018,
UMBS,332,1297,ACRU,30.3,L,OD,06/28/2018,
UMBS,334,1298,POGR,40.1,D,OD,06/29/2018,in new plot 334
UMBS,332,1299,BEPA,17,D,UN,06/28/2018,
UMBS,334,1300,BEPA,19.1,L,OS,06/29/2018,in new plot 334
UMBS,332,1301,FAGR,9.6,L,UN,06/28/2018,
UMBS,332,1302,FAGR,14.2,L,OS,06/28/2018,
UMBS,332,1303,FAGR,17,L,OS,06/28/2018,
UMBS,332,1304,QURU,27.4,L,OD,06/28/2018,
UMBS,333,1305,PIST,8,L,UN,06/29/2018,in new plot
UMBS,332,1306,FAGR,3.9,L,UN,06/28/2018,SE veg plot
UMBS,332,1307,ACRU,12.7,L,OS,06/28/2018,1307-1308 share base
UMBS,332,1308,ACRU,14,L,OS,06/28/2018,1307-1308 share base
UMBS,332,1309,ACRU,10.5,L,OS,06/28/2018,
UMBS,332,1310,PIST,11.3,L,OS,06/28/2018,
UMBS,332,1311,PIST,11.9,L,OS,06/28/2018,
UMBS,332,1312,PIST,14.7,L,OS,06/28/2018,
UMBS,334,1313,PIST,8.9,L,OS,06/29/2018,in new plot 334
UMBS,332,1314,ACRU,14.9,L,OS,06/28/2018,
UMBS,332,1315,ACRU,14.1,L,OS,06/28/2018,
UMBS,332,1316,QURU,27.6,L,OD,06/28/2018,
UMBS,332,1317,QURU,13.8,L,OS,06/28/2018,
UMBS,332,1318,POGR,19.9,L,OD,06/28/2018,
UMBS,332,1319,QURU,27.3,L,OD,06/28/2018,
UMBS,332,1320,QURU,18.8,L,OD,06/28/2018,
UMBS,332,1321,ACRU,24.5,L,OD,06/28/2018,
UMBS,332,1322,QURU,22.1,L,OD,06/28/2018,
UMBS,332,1323,QURU,34.9,L,OD,06/28/2018,
UMBS,332,1324,ACRU,8.3,L,OS,06/28/2018,1324-1325 share base
UMBS,332,1325,ACRU,10.8,L,OS,06/28/2018,1324-1325 share base
UMBS,332,1326,QURU,32.1,L,OD,06/28/2018,
UMBS,332,1327,ACRU,12,L,OS,06/28/2018,1327-1328 share base
UMBS,332,1328,ACRU,11.3,L,OS,06/28/2018,1327-1328 share base
UMBS,332,1329,QURU,37.5,L,OD,06/28/2018,
UMBS,332,1330,QURU,20.5,L,OS,06/28/2018,1330-1331 share base
UMBS,332,1331,QURU,18.6,D,OS,06/28/2018,1330-1331 share base
UMBS,332,1332,PIST,1.6,L,UN,06/28/2018,SW veg plot
