"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","FORTE-1_CW_D3SN.CSV",9.01307966911134,4.35945974943107,19.0048893069096,9.9882617204389,40,8.025,8,5.12653979370201,20.046,13.301725,6.82926706212187,3.35279162880513,0,0,0.678571428571429,283.953762923473,11.1717525215271,12.6152966085315,5.69306570103332,"FORTE-1_CW_D3SN.CSV",6.26451552700015,4.58959964337714,4.59719789842382,95.4028021015762,20.046,514.025,5.275,0.931566245090689,16.6286496350365
