"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","sla","leaf.area","fate","plot.side"
"1","POGR",111,"2903","UMBS",46.3,"L","OD","07/13/2018","","A01W","A","A01",45.5635291,-84.7287584,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",16.617302229318,"Populus",15.89,264.048932423863,"kill","W"
"2","POGR",111,"2904","UMBS",45.8,"L","OD","07/13/2018","","A01W","A","A01",45.5635698,-84.7288476,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",16.2118555932324,"Populus",15.89,257.606385376462,"kill","W"
"3","ACRU",111,"2890","UMBS",43.8,"L","OD","07/13/2018","2889-2890 share base","A01W","A","A01",45.5636659,-84.7287641,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",12.577055054322,"Acer",19,238.964046032118,"kill","W"
"4","POGR",111,"2978","UMBS",42.7,"L","OD","07/13/2018","","A01W","A","A01",45.5636929,-84.7289766,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",13.8225184991045,"Populus",15.89,219.639818950771,"kill","W"
"5","FAGR",111,"2886","UMBS",40.6,"L","OS","07/13/2018","","A01W","A","A01",45.5636795,-84.7287998,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",9.76643161732711,"Fagus",35,341.825106606449,"kill","W"
"6","POGR",111,"2950","UMBS",40.6,"L","OD","07/13/2018","","A01W","A","A01",45.5636786,-84.7290976,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",12.3242497462488,"Populus",15.89,195.832328467893,"kill","W"
"7","POGR",111,"2910","UMBS",40,"L","OD","07/13/2018","","A01W","A","A01",45.5635027,-84.7287784,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.913798332605,"Populus",15.89,189.310255505094,"kill","W"
"8","POGR",111,"2943","UMBS",39.8,"L","OD","07/13/2018","","A01W","A","A01",45.5635963,-84.7290382,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.7787106466726,"Populus",15.89,187.163712175627,"kill","W"
"9","POGR",111,"2945","UMBS",39.6,"D","OD","07/13/2018","","A01W","A","A01",45.5636301,-84.7290874,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.6444857068383,"Populus",15.89,185.030877881661,"kill","W"
"10","POGR",111,"2878","UMBS",39,"L","OD","07/13/2018","","A01W","A","A01",45.5636967,-84.728821,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.2469753977903,"Populus",15.89,178.714439070888,"kill","W"
"11","POGR",111,"2967","UMBS",38.6,"L","OD","07/13/2018","","A01W","A","A01",45.563704,-84.7290025,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.9862602403155,"Populus",15.89,174.571675218613,"kill","W"
"12","POGR",111,"2885","UMBS",37.4,"L","OD","07/13/2018","read as outside plot at 18.41 m","A01W","A","A01",45.5637448,-84.7287391,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.2246078241275,"Populus",15.89,162.469018325386,"kill","W"
"13","POGR",111,"2947","UMBS",37.3,"L","OD","07/13/2018","","A01W","A","A01",45.5636331,-84.7289473,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.1625186714,"Populus",15.89,161.482421688546,"kill","W"
"14","POGR",111,"2879","UMBS",37.2,"L","OD","07/13/2018","","A01W","A","A01",45.5636704,-84.7288268,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.1006413914826,"Populus",15.89,160.499191710658,"kill","W"
"15","POGR",111,"2912","UMBS",37,"L","OD","07/13/2018","read as outside plot at 18.33 m as tripod is not directly at center","A01W","A","A01",45.5634888,-84.7287777,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.97752182433847,"Populus",15.89,158.542821788738,"kill","W"
"16","POGR",111,"2944","UMBS",36.9,"L","OD","07/13/2018","","A01W","A","A01",45.5636134,-84.7290876,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.91627922347789,"Populus",15.89,157.569676861064,"kill","W"
"17","POGR",111,"2911","UMBS",36.8,"L","OD","07/13/2018","","A01W","A","A01",45.5636186,-84.7290703,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.85524786815687,"Populus",15.89,156.599888625013,"kill","W"
"18","POGR",111,"2966","UMBS",36.7,"L","OD","07/13/2018","","A01W","A","A01",45.5636485,-84.7289513,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.79442760078807,"Populus",15.89,155.633454576522,"kill","W"
"19","POGR",111,"2965","UMBS",35.9,"L","OD","07/13/2018","","A01W","A","A01",45.5636605,-84.729004,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.31544561439972,"Populus",15.89,148.022430812812,"kill","W"
"20","ACRU",111,"2894","UMBS",35.2,"L","OS","07/13/2018","2893-2894 share base","A01W","A","A01",45.5637625,-84.7290275,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",8.98223748912673,"Acer",19,170.662512293408,"kill","W"
"21","ACSA",111,"2888","UMBS",35,"L","OD","07/13/2018","","A01W","A","A01",45.5636564,-84.7288181,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",15.3248791791627,"Acer",19,291.172704404092,"kill","W"
"22","POGR",111,"2935","UMBS",34,"L","OD","07/13/2018","","A01W","A","A01",45.5635652,-84.7290314,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.23148707181359,"Populus",15.89,130.798329571118,"kill","W"
"23","POGR",111,"2948","UMBS",34,"L","OD","07/13/2018","","A01W","A","A01",45.5636495,-84.7290201,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.23148707181359,"Populus",15.89,130.798329571118,"kill","W"
"24","POGR",111,"2951","UMBS",33.9,"L","OD","07/13/2018","","A01W","A","A01",45.5636719,-84.7290739,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.17651198321661,"Populus",15.89,129.924775413312,"kill","W"
"25","POGR",111,"2974","UMBS",32.8,"L","OD","07/13/2018","","A01W","A","A01",45.563686,-84.7289682,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.58536980613348,"Populus",15.89,120.531526219461,"kill","W"
"26","POGR",111,"2976","UMBS",32.7,"L","OD","07/13/2018","","A01W","A","A01",45.5636666,-84.728945,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.53286009401178,"Populus",15.89,119.697146893847,"kill","W"
"27","POGR",111,"2931","UMBS",32.2,"L","OD","07/13/2018","","A01W","A","A01",45.5635851,-84.7289339,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.27337320471699,"Populus",15.89,115.573900222953,"kill","W"
"28","POGR",111,"2939","UMBS",31.8,"L","OD","07/13/2018","","A01W","A","A01",45.5635982,-84.7289649,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.06944731292249,"Populus",15.89,112.333517802338,"kill","W"
"29","POGR",111,"2930","UMBS",31.7,"L","OD","07/13/2018","","A01W","A","A01",45.563568,-84.7289624,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.01897322459611,"Populus",15.89,111.531484538832,"kill","W"
"30","POGR",111,"2938","UMBS",31.6,"L","OD","07/13/2018","SW veg plot","A01W","A","A01",45.5635738,-84.7289926,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.96870173959789,"Populus",15.89,110.732670642211,"kill","W"
"31","POGR",111,"2957","UMBS",31.2,"L","OD","07/13/2018","","A01W","A","A01",45.5636793,-84.7290403,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.76963830757967,"Populus",15.89,107.569552707441,"kill","W"
"32","POGR",111,"2918","UMBS",30.9,"L","OD","07/13/2018","","A01W","A","A01",45.563598,-84.7289069,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.62245940582176,"Populus",15.89,105.230879958508,"kill","W"
"33","ACRU",111,"2984","UMBS",30.5,"L","OS","07/13/2018","2981-2984 share base","A01W","A","A01",45.5637686,-84.7289617,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",7.20328477281265,"Acer",19,136.86241068344,"kill","W"
"34","POGR",111,"2898","UMBS",30.5,"L","OD","07/13/2018","","A01W","A","A01",45.5636261,-84.7288983,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.42903660740243,"Populus",15.89,102.157391691625,"kill","W"
"35","POGR",111,"2920","UMBS",30.3,"L","OD","07/13/2018","","A01W","A","A01",45.5635462,-84.728897,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.3335287165275,"Populus",15.89,100.639771305622,"kill","W"
"36","ACRU",111,"2983","UMBS",28.9,"L","OS","07/13/2018","2981-2984 share base, 2983 reading taken above DBH","A01W","A","A01",45.5637584,-84.7290072,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",6.62966386720398,"Acer",19,125.963613476876,"kill","W"
"37","POGR",111,"2908","UMBS",28.7,"D","UN","07/13/2018","","A01W","A","A01",45.5635013,-84.7288043,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.59815706655775,"Populus",15.89,88.9547157876026,"kill","W"
"38","ACRU",111,"2982","UMBS",27.6,"L","OS","07/13/2018","2981-2984 share base, 2982 reading taken above DBH","A01W","A","A01",45.5637667,-84.728989,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",6.17602177006002,"Acer",19,117.34441363114,"kill","W"
"39","POGR",111,"2923","UMBS",27.6,"L","OD","07/13/2018","read as outside plot at 18.86 m as tripod is not at exact center","A01W","A","A01",45.5634579,-84.7289194,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.12190979825554,"Populus",15.89,81.3871466942805,"kill","W"
"40","POGR",111,"2946","UMBS",27.3,"L","OD","07/13/2018","","A01W","A","A01",45.5636445,-84.7290721,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.99613064335683,"Populus",15.89,79.38851592294,"kill","W"
"41","POGR",111,"2922","UMBS",26,"L","OD","07/13/2018","","A01W","A","A01",45.5634815,-84.7288685,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.47124153340966,"Populus",15.89,71.0480279658794,"kill","W"
"42","ACRU",111,"2919","UMBS",25.9,"L","OD","07/13/2018","","A01W","A","A01",45.563575,-84.7289072,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",5.60003148179322,"Acer",19,106.400598154071,"kill","W"
"43","POGR",111,"2977","UMBS",25.8,"D","UN","07/13/2018","","A01W","A","A01",45.5636913,-84.7289506,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.39337824554251,"Populus",15.89,69.8107803216705,"kill","W"
"44","ACRU",111,"2901","UMBS",25.6,"L","OS","07/13/2018","2901-2902 share base","A01W","A","A01",45.5635719,-84.7287142,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",5.50045199051426,"Acer",19,104.508587819771,"kill","W"
"45","POGR",111,"2941","UMBS",25.5,"D","UN","07/13/2018","","A01W","A","A01",45.5635541,-84.7290228,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.27801866085594,"Populus",15.89,67.9777165210009,"kill","W"
"46","ACSA",111,"2925","UMBS",25,"L","OS","07/13/2018","2924-2926 share base","A01W","A","A01",45.5634952,-84.7289197,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",8.66383232822682,"Acer",19,164.61281423631,"kill","W"
"47","FAGR",111,"2876","UMBS",24.9,"L","OS","07/13/2018","2876-2877 share base","A01W","A","A01",45.5636319,-84.728906,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",4.4012872791882,"Fagus",35,154.045054771587,"kill","W"
"48","ACSA",111,"2914","UMBS",24.4,"L","OS","07/13/2018","","A01W","A","A01",45.5635147,-84.7288397,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",8.31433424680107,"Acer",19,157.97235068922,"kill","W"
"49","POGR",111,"2975","UMBS",24.1,"L","OD","07/13/2018","","A01W","A","A01",45.5636686,-84.7289559,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.76229231980647,"Populus",15.89,59.7828249617248,"kill","W"
"50","FAGR",111,"2962","UMBS",23.2,"D","UN","07/13/2018","2958-2962 share base","A01W","A","A01",45.5636938,-84.7290237,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",3.92203064558744,"Fagus",35,137.27107259556,"kill","W"
"51","ACRU",111,"2913","UMBS",22.5,"L","OS","07/13/2018","","A01W","A","A01",45.5635222,-84.7288397,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.50889279715111,"Acer",19,85.668963145871,"kill","W"
"52","FAGR",111,"2942","UMBS",22.4,"L","OS","07/13/2018","","A01W","A","A01",45.5636103,-84.729083,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",3.70395127804025,"Fagus",35,129.638294731409,"kill","W"
"53","ACSA",111,"2926","UMBS",22.1,"L","OS","07/13/2018","2924-2926 share base","A01W","A","A01",45.5634947,-84.7289074,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.02985922064861,"Acer",19,133.567325192324,"kill","W"
"54","ACRU",111,"2889","UMBS",21.2,"L","OS","07/13/2018","2889-2890 share base","A01W","A","A01",45.5636933,-84.7287906,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.11401676960711,"Acer",19,78.1663186225351,"kill","W"
"55","FAGR",111,"2964","UMBS",19.4,"L","UN","07/13/2018","2963-2964 share base","A01W","A","A01",45.5636765,-84.7290194,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",2.9299423914141,"Fagus",35,102.547983699493,"kill","W"
"56","ACRU",111,"2902","UMBS",19.3,"L","OS","07/13/2018","2901-2902 share base","A01W","A","A01",45.5635777,-84.7287143,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.56014009055904,"Acer",19,67.6426617206217,"kill","W"
"57","FAGR",111,"2897","UMBS",18.9,"L","OS","07/13/2018","","A01W","A","A01",45.5636267,-84.7287955,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",2.80783511057179,"Fagus",35,98.2742288700128,"kill","W"
"58","FAGR",111,"2969","UMBS",18.6,"L","OS","07/13/2018","2968-2970 share base","A01W","A","A01",45.5637089,-84.7290492,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",2.73553876809314,"Fagus",35,95.7438568832601,"kill","W"
"59","ACRU",111,"2981","UMBS",18.3,"L","OS","07/13/2018","2981-2984 share base","A01W","A","A01",45.5637853,-84.7289373,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.2800730052043,"Acer",19,62.3213870988816,"kill","W"
"60","ACSA",111,"2924","UMBS",17,"L","UN","07/13/2018","2924-2926 share base","A01W","A","A01",45.5634938,-84.728923,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.50622264618232,"Acer",19,85.6182302774641,"kill","W"
"61","FAGR",111,"2940","UMBS",16.9,"L","OS","07/13/2018","","A01W","A","A01",45.5636134,-84.7289727,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",2.33980473526641,"Fagus",35,81.8931657343242,"kill","W"
"62","FAGR",111,"2958","UMBS",16.4,"L","UN","07/13/2018","2958-2962 share base","A01W","A","A01",45.5636795,-84.7290413,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",2.22800338588989,"Fagus",35,77.9801185061462,"live","W"
"63","FAGR",111,"2905","UMBS",16,"L","OS","07/13/2018","","A01W","A","A01",45.5635795,-84.7291093,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",2.1400934053842,"Fagus",35,74.9032691884469,"live","W"
"64","ACSA",111,"2929","UMBS",15.4,"L","OS","07/13/2018","2927-2929 share base","A01W","A","A01",45.5634766,-84.7289234,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.81109123733364,"Acer",19,72.4107335093392,"live","W"
"65","ACSA",111,"2928","UMBS",14.3,"L","OS","07/13/2018","2927-2929 share base","A01W","A","A01",45.5634877,-84.7289696,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.36121511284896,"Acer",19,63.8630871441302,"live","W"
"66","ACSA",111,"2916","UMBS",14.1,"L","OS","07/13/2018","","A01W","A","A01",45.5635535,-84.7288813,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.28192097879414,"Acer",19,62.3564985970887,"live","W"
"67","FAGR",111,"2968","UMBS",14,"L","OS","07/13/2018","2968-2970 share base","A01W","A","A01",45.5637192,-84.7290396,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.72142639413253,"Fagus",35,60.2499237946386,"live","W"
"68","ACSA",111,"2917","UMBS",13.9,"L","UN","07/13/2018","","A01W","A","A01",45.5635723,-84.7288865,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.20340471522133,"Acer",19,60.8646895892053,"live","W"
"69","ACSA",111,"2932","UMBS",13.8,"L","UN","07/13/2018","SW veg plot, 2932-2933 share base","A01W","A","A01",45.5635687,-84.7289934,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.1644393439055,"Acer",19,60.1243475342046,"live","W"
"70","FAGR",111,"2979","UMBS",13.4,"L","UN","07/13/2018","2979-2980 share base","A01W","A","A01",45.5637293,-84.7288935,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.6027835402284,"Fagus",35,56.0974239079939,"live","W"
"71","FAGR",111,"2877","UMBS",13.4,"L","UN","07/13/2018","2876-2877 share base","A01W","A","A01",45.5636311,-84.728904,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.6027835402284,"Fagus",35,56.0974239079939,"live","W"
"72","ACRU",111,"2949","UMBS",13.3,"L","UN","07/13/2018","","A01W","A","A01",45.5636722,-84.7291113,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.00650552027729,"Acer",19,38.1236048852685,"live","W"
"73","FAGR",111,"2972","UMBS",13.2,"L","UN","07/13/2018","2971-2973 share base","A01W","A","A01",45.5637388,-84.7289082,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.56396705742514,"Fagus",35,54.7388470098799,"live","W"
"74","ACRU",111,"2893","UMBS",12.8,"L","UN","07/13/2018","2893-2894 share base, 2893 read as outside plot at 18.13 m","A01W","A","A01",45.5637853,-84.7289629,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.89152543290559,"Acer",19,35.9389832252062,"live","W"
"75","FAGR",111,"2953","UMBS",12.7,"L","UN","07/13/2018","","A01W","A","A01",45.5636741,-84.7290675,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.46854455478707,"Fagus",35,51.3990594175474,"live","W"
"76","ACSA",111,"2915","UMBS",11.7,"L","UN","07/13/2018","","A01W","A","A01",45.5635079,-84.7288442,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.39208583709903,"Acer",19,45.4496309048816,"live","W"
"77","FAGR",111,"2970","UMBS",11.6,"L","OS","07/13/2018","2968-2970 share base","A01W","A","A01",45.5637249,-84.7290252,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.26689838016317,"Fagus",35,44.3414433057109,"live","W"
"78","FAGR",111,"2971","UMBS",11.3,"L","UN","07/13/2018","2971-2973 share base","A01W","A","A01",45.5637246,-84.7289913,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.2139189957492,"Fagus",35,42.4871648512218,"live","W"
"79","FAGR",111,"2980","UMBS",10.9,"L","UN","07/13/2018","2979-2980 share base","A01W","A","A01",45.5637222,-84.728937,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.14464901955949,"Fagus",35,40.062715684582,"live","W"
"80","ACSA",111,"2921","UMBS",10.7,"L","UN","07/13/2018","","A01W","A","A01",45.5635239,-84.7288298,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.05592480904934,"Acer",19,39.0625713719375,"live","W"
"81","FAGR",111,"2955","UMBS",10.6,"L","UN","07/13/2018","2954-2956 share base","A01W","A","A01",45.5636946,-84.7290597,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.09373490736316,"Fagus",35,38.2807217577107,"live","W"
"82","FAGR",111,"2963","UMBS",10.5,"L","UN","07/13/2018","2963-2964 share base","A01W","A","A01",45.5636767,-84.7290195,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.07696312971802,"Fagus",35,37.6937095401306,"live","W"
"83","ACSA",111,"2909","UMBS",10,"L","UN","07/13/2018","","A01W","A","A01",45.5635199,-84.7287878,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.83316570597772,"Acer",19,34.8301484135768,"live","W"
"84","FAGR",111,"2959","UMBS",9.9,"L","UN","07/13/2018","2958-2962 share base","A01W","A","A01",45.5636823,-84.7290324,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.978453021681029,"Fagus",35,34.245855758836,"live","W"
"85","FAGR",111,"2961","UMBS",9.7,"D","UN","07/13/2018","2958-2962 share base","A01W","A","A01",45.5636846,-84.7290278,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.946433010111768,"Fagus",35,33.1251553539119,"live","W"
"86","ACSA",111,"2895","UMBS",9.4,"D","OS","07/13/2018","","A01W","A","A01",45.5636662,-84.7287181,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.65064406964143,"Acer",19,31.3622373231872,"live","W"
"87","FAGR",111,"2892","UMBS",9.4,"D","UN","07/13/2018","2891-2892 share base","A01W","A","A01",45.5636576,-84.7287533,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.899179217802815,"Fagus",35,31.4712726230985,"live","W"
"88","FAGR",111,"2954","UMBS",9.1,"L","UN","07/13/2018","2954-2956 share base","A01W","A","A01",45.5636873,-84.7290724,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.852866592231075,"Fagus",35,29.8503307280876,"live","W"
"89","FAGR",111,"2887","UMBS",9.1,"L","UN","07/13/2018","","A01W","A","A01",45.5636459,-84.7288482,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.852866592231075,"Fagus",35,29.8503307280876,"live","W"
"90","FAGR",111,"2899","UMBS",8.8,"L","UN","07/13/2018","reading taken below DBH","A01W","A","A01",45.563617,-84.7288152,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.807506489912035,"Fagus",35,28.2627271469212,"live","W"
"91","FAGR",111,"2973","UMBS",8.3,"L","UN","07/13/2018","2971-2973 share base","A01W","A","A01",45.5637164,-84.7289886,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.734055564243987,"Fagus",35,25.6919447485395,"live","W"
"92","ACSA",111,"2927","UMBS",8.1,"D","UN","07/13/2018","2927-2929 share base","A01W","A","A01",45.563486,-84.7289554,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.2825781324648,"Acer",19,24.3689845168312,"live","W"
"93","ACSA",111,"2896","UMBS",8,"L","UN","07/13/2018","","A01W","A","A01",45.5636332,-84.7287263,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.25585428577997,"Acer",19,23.8612314298194,"live","W"
"94","FAGR",111,"2891","UMBS",8,"L","UN","07/13/2018","2891-2892 share base","A01W","A","A01",45.5636743,-84.7287637,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.691295176831293,"Fagus",35,24.1953311890952,"live","W"
"95","ACRU",111,"2937","UMBS",7.4,"D","UN","07/13/2018","SW veg plot","A01W","A","A01",45.5635665,-84.7289859,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.813440291546975,"Acer",19,15.4553655393925,"live","W"
"96","FAGR",111,"2952","UMBS",6.9,"L","UN","07/13/2018","REDACT, under minimum DBH","A01W","A","A01",45.5635375,-84.7290482,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.543164770094313,"Fagus",35,19.010766953301,"live","W"
"97","ACSA",111,"2933","UMBS",6.8,"D","UN","07/13/2018","SW veg plot, 2932-2933 share base","A01W","A","A01",45.5635669,-84.728991,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",0.953464068270153,"Acer",19,18.1158172971329,"live","W"
"98","FAGR",111,"2956","UMBS",6.7,"L","UN","07/13/2018","REDACT, under minimum DBH, 2954-2956 share base","A01W","A","A01",45.5636944,-84.7290592,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.517732790576758,"Fagus",35,18.1206476701865,"live","W"
"99","ACSA",111,"2936","UMBS",6.3,"D","UN","07/13/2018","SW veg plot","A01W","A","A01",45.5636249,-84.7290372,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",0.837691204274252,"Acer",19,15.9161328812108,"live","W"
"100","FAGR",111,"2934","UMBS",4.1,"L","UN","07/13/2018","SW veg plot","A01W","A","A01",45.5635629,-84.7290022,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.232475634994063,"Fagus",35,8.13664722479221,"live","W"
"101","FAGR",111,"2880","UMBS",1.7,"L","SA","07/13/2018","NE veg plot","A01W","A","A01",45.5636871,-84.7288121,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.0553422481733714,"Fagus",35,1.936978686068,"live","W"
"102","FAGR",111,"2907","UMBS",1.6,"L","UN","07/13/2018","SE veg plot","A01W","A","A01",45.563547,-84.7288349,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.0501340429497873,"Fagus",35,1.75469150324255,"live","W"
"103","FAGR",111,"2882","UMBS",1.4,"L","SA","07/13/2018","2881-2882 share base, NE veg plot","A01W","A","A01",45.5636785,-84.7288002,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.0403263075159304,"Fagus",35,1.41142076305756,"live","W"
"104","FAGR",111,"2881","UMBS",1.3,"L","SA","07/13/2018","2881-2882 share base, NE veg plot","A01W","A","A01",45.56367,-84.7288217,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.0357369733505131,"Fagus",35,1.25079406726796,"live","W"
"105","ACPE",111,"2884","UMBS",1,"L","SA","07/13/2018","NE veg plot","A01W","A","A01",45.563671,-84.7288148,"FL",0.0049,2.094,NA,"","basswood",0.0049,"Acer",19,0.0931,"live","W"
"106","FAGR",111,"2906","UMBS",1,"L","SA","07/13/2018","SE veg plot","A01W","A","A01",45.5635481,-84.7288309,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.0233,"Fagus",35,0.8155,"live","W"
