"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual"
"1",0.636029594725084,0.560392788050102,0.598303949523109,8.40899586702747,3.40356414242047e-88,150,-702.530609577783,1707.06121915557,2426.58210464943,256.66278068272,717
