"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","fate","plot.side"
"116","POGR",311,"884","UMBS",25.3,"L","OD","06/27/2018","","C01W","C","C01",45.5625278,-84.7078552,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.20206677829018,"Populus","live","W"
"117","PIRE",311,"832","UMBS",16.1,"L","OS","06/27/2018","","C01W","C","C01",45.5625354,-84.7081224,"FL",7e-04,3.122,0.553,"","",4.10023194570468,"Pinus","live","W"
"118","QURU",311,"853","UMBS",21.1,"L","OD","06/27/2018","Shared base with 865","C01W","C","C01",45.5624047,-84.7082377,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.05575964668878,"Quercus","live","W"
"119","QURU",311,"877","UMBS",20.8,"M","UN","06/27/2018","","C01W","C","C01",45.5624166,-84.7079433,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.97212941543664,"Quercus","live","W"
"120","POGR",311,"833","UMBS",24.2,"D","UN","06/27/2018","","C01W","C","C01",45.5625189,-84.7081309,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.79790171694315,"Populus","live","W"
"121","QURU",311,"856","UMBS",20,"L","OD","06/27/2018","","C01W","C","C01",45.5624064,-84.7081949,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.75180174506629,"Quercus","live","W"
"122","QURU",311,"886","UMBS",19.7,"L","OS","06/27/2018","","C01W","C","C01",45.5625246,-84.7079507,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.67019886384849,"Quercus","live","W"
"123","QURU",311,"861","UMBS",19.7,"L","OS","06/27/2018","","C01W","C","C01",45.5624125,-84.7081481,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.67019886384849,"Quercus","live","W"
"124","QURU",311,"887","UMBS",18.8,"L","OD","06/27/2018","","C01W","C","C01",45.5625298,-84.7079888,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.42879016552932,"Quercus","live","W"
"125","BEPA",311,"849","UMBS",17.2,"D","UN","06/27/2018","","C01W","C","C01",45.5624785,-84.70823,"FL",0.0132,1.9505,NA,"Upper Great Lakes","Perala and Alban, 1994",3.39212749349837,"Betula","live","W"
"126","ACRU",311,"846","UMBS",18.4,"L","OS","06/27/2018","Shared base with 847","C01W","C","C01",45.5624523,-84.7080579,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.30771649674479,"Acer","live","W"
"127","QURU",311,"888","UMBS",17.9,"L","OD","06/27/2018","In NE veg plot","C01W","C","C01",45.5625442,-84.7079477,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.19258447528427,"Quercus","live","W"
"128","QURU",311,"852","UMBS",17.5,"L","OS","06/27/2018","","C01W","C","C01",45.5624137,-84.7082387,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.08931076823341,"Quercus","live","W"
"129","POGR",311,"864","UMBS",22.1,"L","OD","06/27/2018","","C01W","C","C01",45.5623414,-84.7080923,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.08927227486231,"Populus","live","W"
"130","QURU",311,"836","UMBS",16.6,"L","OS","06/27/2018","","C01W","C","C01",45.5626425,-84.7081048,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.86087251556522,"Quercus","live","W"
"131","BEPA",311,"889","UMBS",15,"L","OS","06/27/2018","","C01W","C","C01",45.5625563,-84.7079572,"FL",0.0132,1.9505,NA,"Upper Great Lakes","Perala and Alban, 1994",2.59740655368014,"Betula","live","W"
"132","ACRU",311,"880","UMBS",15.7,"L","OS","06/27/2018","Shared base with smaller trees","C01W","C","C01",45.5624996,-84.7079695,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.59056382402401,"Acer","live","W"
"133","QURU",311,"830","UMBS",15.4,"L","OS","06/27/2018","","C01W","C","C01",45.562529,-84.7080963,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.56497942752184,"Quercus","live","W"
"134","POGR",311,"823","UMBS",20.1,"L","OD","06/27/2018","","C01W","C","C01",45.5625744,-84.7080187,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.48962992093737,"Populus","live","W"
"135","ACRU",311,"892","UMBS",15.2,"L","OS","06/27/2018","Shared base with 891","C01W","C","C01",45.5626051,-84.7079024,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.46460858677546,"Acer","live","W"
"136","POGR",311,"862","UMBS",19.6,"L","OS","06/27/2018","","C01W","C","C01",45.5623959,-84.7081285,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.35096588173197,"Populus","live","W"
"137","QURU",311,"844","UMBS",14.4,"L","OS","06/27/2018","","C01W","C","C01",45.5624682,-84.7080511,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.3262621977894,"Quercus","live","W"
"138","BEPA",311,"841","UMBS",14.1,"D","UN","06/27/2018","","C01W","C","C01",45.562527,-84.7082171,"FL",0.0132,1.9505,NA,"Upper Great Lakes","Perala and Alban, 1994",2.30210861692654,"Betula","live","W"
"139","ACRU",311,"857","UMBS",14.4,"L","OS","06/27/2018","Shared base with smaller, dead tree","C01W","C","C01",45.5623758,-84.7081893,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.26770767350101,"Acer","live","W"
"140","ACRU",311,"863","UMBS",14,"L","OS","06/27/2018","","C01W","C","C01",45.562341,-84.7081034,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.17143086549676,"Acer","live","W"
"141","ACRU",311,"850","UMBS",13.2,"L","OS","06/27/2018","Shared base with 851","C01W","C","C01",45.5624298,-84.7082339,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.98331951817638,"Acer","live","W"
"142","QURU",311,"882","UMBS",12.6,"L","OS","06/27/2018","","C01W","C","C01",45.5625248,-84.7078855,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.91549216768066,"Quercus","live","W"
"143","QURU",311,"855","UMBS",12.3,"D","OS","06/27/2018","Shared base with 854","C01W","C","C01",45.5624171,-84.7082014,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.84949505517585,"Quercus","live","W"
"144","BEPA",311,"890","UMBS",12.6,"D","OS","06/27/2018","","C01W","C","C01",45.5625695,-84.7078963,"FL",0.0132,1.9505,NA,"Upper Great Lakes","Perala and Alban, 1994",1.84861588025506,"Betula","live","W"
"145","ACRU",311,"829","UMBS",12.5,"L","OS","06/27/2018","","C01W","C","C01",45.5625593,-84.708124,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.82368678818335,"Acer","live","W"
"146","ACRU",311,"847","UMBS",12.5,"L","UN","06/27/2018","Shared base with 846","C01W","C","C01",45.5624501,-84.7080602,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.82368678818335,"Acer","live","W"
"147","ACRU",311,"879","UMBS",10.7,"L","UN","06/27/2018","Shared base with smaller trees","C01W","C","C01",45.5624691,-84.708042,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.43535672838668,"Acer","live","W"
"148","QURU",311,"831","UMBS",10.1,"L","OS","06/27/2018","","C01W","C","C01",45.5625021,-84.7080814,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.3884454966946,"Quercus","live","W"
"149","QURU",311,"826","UMBS",9.9,"L","OS","06/27/2018","","C01W","C","C01",45.5626228,-84.7081039,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.34862263812258,"Quercus","live","W"
"150","BEPA",311,"819","UMBS",10.2,"D","UN","06/27/2018","","C01W","C","C01",45.5625247,-84.7080601,"FL",0.0132,1.9505,NA,"Upper Great Lakes","Perala and Alban, 1994",1.22418926332517,"Betula","live","W"
"151","ACRU",311,"822","UMBS",9.4,"L","OS","06/27/2018","Shared base with 821","C01W","C","C01",45.5625778,-84.70806,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.1757790734937,"Acer","live","W"
"152","ACRU",311,"860","UMBS",9.2,"L","OS","06/27/2018","","C01W","C","C01",45.5623967,-84.7081327,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.13747559095579,"Acer","live","W"
"153","QURU",311,"827","UMBS",8.5,"D","UN","06/27/2018","Shared base with 828","C01W","C","C01",45.5626055,-84.7080994,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.08030347800123,"Quercus","live","W"
"154","ACRU",311,"851","UMBS",8.6,"L","OS","06/27/2018","Shared base with 850","C01W","C","C01",45.5624239,-84.7082364,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.02526574324182,"Acer","live","W"
"155","ACRU",311,"891","UMBS",8.6,"L","OS","06/27/2018","Shared base with 892","C01W","C","C01",45.5626019,-84.7079005,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.02526574324182,"Acer","live","W"
"156","ACRU",311,"821","UMBS",8.5,"L","UN","06/27/2018","Shared base with 822","C01W","C","C01",45.5625755,-84.7080576,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.00696407663625,"Acer","live","W"
"157","FAGR",311,"883","UMBS",9.8,"L","UN","06/27/2018","Split trunk, smaller branch","C01W","C","C01",45.5625685,-84.7078644,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.962391530223983,"Fagus","live","W"
"158","FAGR",311,"869","UMBS",9.4,"L","UN","06/27/2018","Taken just above DBH","C01W","C","C01",45.5623532,-84.7080259,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.899179217802815,"Fagus","live","W"
"159","FAGR",311,"825","UMBS",8.7,"L","OS","06/27/2018","Shared base with smaller tree","C01W","C","C01",45.5626303,-84.7079607,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.792600165296506,"Fagus","live","W"
"160","PIST",311,"843","UMBS",12.4,"L","UN","06/27/2018","","C01W","C","C01",45.5624912,-84.7081628,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.378278631280448,"Pinus","live","W"
"161","PIST",311,"834","UMBS",9.4,"L","OS","06/27/2018","","C01W","C","C01",45.562562,-84.708156,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.228685125268867,"Pinus","live","W"
"162","PIST",311,"873","UMBS",8.8,"L","UN","06/27/2018","","C01W","C","C01",45.5624153,-84.7079926,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.202856824276808,"Pinus","live","W"
"163","PIST",311,"893","UMBS",8.4,"L","UN","06/27/2018","","C01W","C","C01",45.5626004,-84.7079022,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.186414662877526,"Pinus","live","W"
"164","PIST",311,"875","UMBS",2.9,"L","SA","06/27/2018","A little above DBH, in SE veg plot","C01W","C","C01",45.5624268,-84.70798,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.0269924166637995,"Pinus","live","W"
"165","PIST",311,"876","UMBS",2.3,"L","SA","06/27/2018","In SE veg plot","C01W","C","C01",45.5624327,-84.707953,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.0177143036581393,"Pinus","live","W"
"166","PIST",311,"848","UMBS",1.2,"L","SA","06/27/2018","In SW veg plot","C01W","C","C01",45.5624403,-84.7080738,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.00543171445581437,"Pinus","live","W"
"167","PIST",322,"1102","UMBS",1.9,"L","SA","06/28/2018","In SW veg plot","C02E","C","C02",45.5630995,-84.7065155,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.0125187192524711,"Pinus","kill","E"
"168","PIST",322,"1101","UMBS",2,"L","SA","06/28/2018","In SW veg plot","C02E","C","C02",45.563099,-84.7065284,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.0137415622363809,"Pinus","kill","E"
"169","PIST",322,"1048","UMBS",10.5,"L","UN","06/28/2018","","C02E","C","C02",45.5632469,-84.7062599,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.279618282255425,"Pinus","kill","E"
"170","ACPE",322,"1047","UMBS",8.1,"L","UN","06/28/2018","Shared base with smaller trees","C02E","C","C02",45.5632258,-84.7063125,"FL",0.0049,2.094,NA,"","basswood",0.391348532448192,"Acer","kill","E"
"171","FAGR",322,"1113","UMBS",8.4,"L","UN","06/28/2018","","C02E","C","C02",45.5631984,-84.7066495,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.748528673157573,"Fagus","kill","E"
"172","FAGR",322,"1143","UMBS",8.6,"L","UN","06/28/2018","","C02E","C","C02",45.5629992,-84.7064402,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.77780144579458,"Fagus","kill","E"
"173","FAGR",322,"1039","UMBS",8.9,"L","UN","06/28/2018","Shared base with 1038","C02E","C","C02",45.5631827,-84.7063761,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.822519965934884,"Fagus","kill","E"
"174","ACRU",322,"1119","UMBS",7.6,"L","UN","06/28/2018","Redact","C02E","C","C02",45.5631212,-84.7066013,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.847543044113986,"Acer","kill","E"
"175","FAGR",322,"1045","UMBS",9.8,"L","UN","06/28/2018","","C02E","C","C02",45.5632201,-84.7062671,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.962391530223983,"Fagus","kill","E"
"176","ACRU",322,"1055","UMBS",8.3,"L","UN","06/28/2018","Shared base with 1056","C02E","C","C02",45.5631659,-84.7062869,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.970709084559313,"Acer","kill","E"
"177","ACRU",322,"1068","UMBS",8.4,"L","OS","06/28/2018","Shared base with 1067","C02E","C","C02",45.5630628,-84.7062846,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.988778312842163,"Acer","kill","E"
"178","ACRU",322,"1120","UMBS",8.6,"L","OS","06/28/2018","In a cluster with 1119 & 1121","C02E","C","C02",45.5631272,-84.7065975,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.02526574324182,"Acer","kill","E"
"179","ACRU",322,"1072","UMBS",8.9,"L","OS","06/28/2018","Shared base with 1070 & 1073","C02E","C","C02",45.5630403,-84.7063671,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer","kill","E"
"180","ACRU",322,"1115","UMBS",8.9,"L","OS","06/28/2018","Shared base with smaller tree","C02E","C","C02",45.5632164,-84.7066388,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer","kill","E"
"181","QURU",322,"1144","UMBS",8.6,"L","OS","06/28/2018","","C02E","C","C02",45.563297,-84.7064909,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.09884512032367,"Quercus","kill","E"
"182","ACRU",322,"1061","UMBS",9.1,"L","OS","06/28/2018","","C02E","C","C02",45.5631441,-84.7063458,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.11849121147078,"Acer","kill","E"
"183","ACRU",322,"1121","UMBS",9.2,"L","OS","06/28/2018","In a cluster with 1119 & 1120","C02E","C","C02",45.5631317,-84.7065994,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.13747559095579,"Acer","kill","E"
"184","ACRU",322,"1056","UMBS",9.4,"L","UN","06/28/2018","Shared base with 1055","C02E","C","C02",45.5631657,-84.7062958,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.1757790734937,"Acer","kill","E"
"185","QURU",322,"1050","UMBS",9.1,"L","OS","06/28/2018","","C02E","C","C02",45.5632484,-84.7063154,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.19301653567398,"Quercus","kill","E"
"186","ACRU",322,"1067","UMBS",9.5,"L","OS","06/28/2018","Shared base with 1068","C02E","C","C02",45.5630567,-84.7062879,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.19509707634791,"Acer","kill","E"
"187","ACRU",322,"1032","UMBS",9.5,"L","OS","06/28/2018","Shared base with 1033","C02E","C","C02",45.5632909,-84.7063249,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.19509707634791,"Acer","kill","E"
"188","ACRU",322,"1142","UMBS",9.5,"M","OS","06/28/2018","Shared base with smaller tree","C02E","C","C02",45.5632942,-84.7064904,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.19509707634791,"Acer","kill","E"
"189","FAGR",322,"1082","UMBS",11.2,"L","UN","06/28/2018","Taken just under DBH","C02E","C","C02",45.5630283,-84.7063903,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.19645415816215,"Fagus","kill","E"
"190","FAGR",322,"1038","UMBS",11.3,"L","UN","06/28/2018","Shared base with 1039","C02E","C","C02",45.5631799,-84.7063762,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.2139189957492,"Fagus","kill","E"
"191","ACRU",322,"1134","UMBS",10.5,"L","OS","06/28/2018","Shared base with smaller trees","C02E","C","C02",45.5631933,-84.706492,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.39424903435932,"Acer","kill","E"
"192","FAGR",322,"1080","UMBS",12.7,"L","UN","06/28/2018","","C02E","C","C02",45.563016,-84.7063579,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.46854455478707,"Fagus","kill","E"
"193","ACRU",322,"1081","UMBS",11,"L","OS","06/28/2018","","C02E","C","C02",45.5630253,-84.7063781,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.49779910572978,"Acer","kill","E"
"194","ACRU",322,"1028","UMBS",11.1,"L","OS","06/28/2018","","C02E","C","C02",45.5633016,-84.7063987,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.518819691525,"Acer","kill","E"
"195","ACRU",322,"1040","UMBS",11.2,"L","OS","06/28/2018","","C02E","C","C02",45.5631827,-84.7063679,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.53994278979428,"Acer","kill","E"
"196","ACRU",322,"1070","UMBS",11.5,"L","OS","06/28/2018","Shared base with 1072 & 1073","C02E","C","C02",45.5630438,-84.7063502,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.60392296604766,"Acer","kill","E"
"197","ACRU",322,"1027","UMBS",11.7,"L","OS","06/28/2018","","C02E","C","C02",45.5632998,-84.7064056,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.64708138497441,"Acer","kill","E"
"198","ACRU",322,"1089","UMBS",12.1,"L","OS","06/28/2018","Taken 2in above DBH","C02E","C","C02",45.563012,-84.7064854,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.73459584634494,"Acer","kill","E"
"199","QURU",322,"1064","UMBS",12,"L","OS","06/28/2018","","C02E","C","C02",45.5631072,-84.7063259,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.78422635616467,"Quercus","kill","E"
"200","QURU",322,"1054","UMBS",12.1,"L","UN","06/28/2018","","C02E","C","C02",45.5631824,-84.7062349,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.80590105281565,"Quercus","kill","E"
"201","ACRU",322,"1076","UMBS",12.5,"L","OS","06/28/2018","","C02E","C","C02",45.5631425,-84.7064335,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.82368678818335,"Acer","kill","E"
"202","QURU",322,"1114","UMBS",12.8,"L","OS","06/28/2018","","C02E","C","C02",45.5632071,-84.7066586,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.95989020854003,"Quercus","kill","E"
"203","ACRU",322,"1026","UMBS",13.1,"L","OS","06/28/2018","Shared base with 1027 and 1028","C02E","C","C02",45.5632977,-84.7064129,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.96022817481107,"Acer","kill","E"
"204","ACRU",322,"1073","UMBS",13.8,"L","OS","06/28/2018","Shared base with 1070 & 1072","C02E","C","C02",45.5630529,-84.7063354,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.12384405361475,"Acer","kill","E"
"205","ACRU",322,"1111","UMBS",14,"L","OS","06/28/2018","Labeled as outside of plot","C02E","C","C02",45.5631818,-84.7066664,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.17143086549676,"Acer","kill","E"
"206","POGR",322,"1053","UMBS",19,"L","OD","06/28/2018","","C02E","C","C02",45.563192,-84.706249,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.19042408594551,"Populus","kill","E"
"207","QURU",322,"1122","UMBS",13.9,"L","OS","06/28/2018","","C02E","C","C02",45.5631375,-84.7065774,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.20967179251025,"Quercus","kill","E"
"208","QURU",322,"1034","UMBS",14.5,"L","OS","06/28/2018","","C02E","C","C02",45.5632853,-84.7063419,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.34980422656561,"Quercus","kill","E"
"209","QURU",322,"1116","UMBS",14.8,"L","OS","06/28/2018","","C02E","C","C02",45.5632315,-84.7066255,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.42087314774191,"Quercus","kill","E"
"210","POGR",322,"1057","UMBS",20.2,"L","OD","06/28/2018","","C02E","C","C02",45.5632582,-84.7064307,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.51789798134921,"Populus","kill","E"
"211","POGR",322,"1077","UMBS",20.5,"L","OD","06/28/2018","Shared base with 1078","C02E","C","C02",45.5631128,-84.7064314,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.60377706980243,"Populus","kill","E"
"212","POGR",322,"1059","UMBS",20.9,"L","OD","06/28/2018","","C02E","C","C02",45.5631439,-84.7063261,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.72079966255495,"Populus","kill","E"
"213","ACRU",322,"1136","UMBS",16.8,"L","OS","06/28/2018","Shared base with smaller tree","C02E","C","C02",45.5631964,-84.706458,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.8753129851897,"Acer","kill","E"
"214","POGR",322,"1074","UMBS",21.7,"L","OD","06/28/2018","","C02E","C","C02",45.563074,-84.7063892,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.96353225646681,"Populus","kill","E"
"215","POGR",322,"1062","UMBS",22,"L","OD","06/28/2018","","C02E","C","C02",45.5631259,-84.7064164,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.05756263915226,"Populus","kill","E"
"216","POGR",322,"1075","UMBS",22,"L","OD","06/28/2018","","C02E","C","C02",45.5630873,-84.7063913,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.05756263915226,"Populus","kill","E"
"217","POGR",322,"1084","UMBS",22.1,"L","OD","06/28/2018","","C02E","C","C02",45.5630541,-84.7064175,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.08927227486231,"Populus","kill","E"
"218","QURU",322,"1091","UMBS",18.2,"L","OS","06/28/2018","","C02E","C","C02",45.5630474,-84.706461,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.2707331063167,"Quercus","kill","E"
"219","POGR",322,"1090","UMBS",22.7,"L","OD","06/28/2018","","C02E","C","C02",45.5630262,-84.7064705,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.28339089303847,"Populus","kill","E"
"220","POGR",322,"1146","UMBS",23,"L","OD","06/28/2018","","C02E","C","C02",45.563289,-84.7064764,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.38294230501155,"Populus","kill","E"
"221","QURU",322,"1106","UMBS",19.6,"L","OS","06/28/2018","Shared base with 1105","C02E","C","C02",45.5630796,-84.7065454,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.64312289056618,"Quercus","kill","E"
"222","QURU",322,"1036","UMBS",19.7,"L","OD","06/28/2018","","C02E","C","C02",45.5632313,-84.7063518,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.67019886384849,"Quercus","kill","E"
"223","POGR",322,"1085","UMBS",23.9,"L","OD","06/28/2018","","C02E","C","C02",45.5630737,-84.7064329,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.69163698891571,"Populus","kill","E"
"224","POGR",322,"1029","UMBS",24.3,"L","OD","06/28/2018","","C02E","C","C02",45.5633083,-84.7063876,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.83369922086116,"Populus","kill","E"
"225","QURU",322,"1138","UMBS",20.4,"L","OS","06/28/2018","","C02E","C","C02",45.5632102,-84.7064814,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.86147414207533,"Quercus","kill","E"
"226","POGR",322,"1044","UMBS",24.5,"L","OD","06/28/2018","","C02E","C","C02",45.5632164,-84.7062715,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.90585940216019,"Populus","kill","E"
"227","POGR",322,"1031","UMBS",24.7,"L","OD","06/28/2018","","C02E","C","C02",45.5632955,-84.7063181,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.9787745636098,"Populus","kill","E"
"228","POGR",322,"1126","UMBS",24.8,"L","OD","06/28/2018","","C02E","C","C02",45.5631953,-84.7065631,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.01551579036499,"Populus","kill","E"
"229","POGR",322,"1100","UMBS",24.9,"L","OD","06/28/2018","","C02E","C","C02",45.563139,-84.706552,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.05244639508492,"Populus","kill","E"
"230","POGR",322,"1129","UMBS",25,"L","OD","06/28/2018","","C02E","C","C02",45.5631835,-84.7065388,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.08956658745948,"Populus","kill","E"
"231","QURU",322,"1118","UMBS",21.4,"L","OS","06/28/2018","","C02E","C","C02",45.5631851,-84.7066179,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.13993266609299,"Quercus","kill","E"
"232","ACRU",322,"1099","UMBS",21.3,"L","OS","06/28/2018","","C02E","C","C02",45.5631531,-84.7065194,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.14393964180378,"Acer","kill","E"
"233","POGR",322,"1147","UMBS",25.2,"L","OD","06/28/2018","","C02E","C","C02",45.5632511,-84.7065369,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.16437657088798,"Populus","kill","E"
