"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","sla","leaf.area"
"728","ACRU",242,"2271","UMBS",8.1,"L","OS","07/06/2018","","B04E","B","B04",45.5562919,-84.7239772,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.934922821128842,"Acer",19,17.763533601448
"729","ACRU",421,"294","UMBS",9.5,"L","OS","","","D02E","D","D02",45.562176,-84.7047594,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.19509707634791,"Acer",19,22.7068444506103
"730","ACRU",443,"9","UMBS",8.7,"L","OD","6/21/2018","0007-0009 SHARE BASE","D04W","D","D04",45.5618096,-84.7038841,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.04368269073493,"Acer",19,19.8299711239636
"731","ACRU",422,"234","UMBS",9.3,"L","OS","6/22/2018","","D02W","D","D02",45.5619696,-84.7051916,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.15657172976929,"Acer",19,21.9748628656166
"732","ACRU",341,"1414","UMBS",12.2,"L","OS","06/29/2018","","C04W","C","C04",45.563552,-84.7037036,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.75672172051558,"Acer",19,33.377712689796
"733","ACRU",422,"280","UMBS",10.9,"L","OS","6/22/2018","0279-0280 SHARE BASE","D02W","D","D02",45.5621343,-84.7054615,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.47688146005833,"Acer",19,28.0607477411083
"734","ACRU",412,"678","UMBS",10,"L","OS","06/26/2018","share base w/ <8.0","D01E","D","D01",45.5607562,-84.7067292,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.29332845218794,"Acer",19,24.5732405915709
"735","ACRU",341,"1431","UMBS",10.2,"L","OS","06/29/2018","1428-1431 share base","C04W","C","C04",45.5635747,-84.7038103,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.33337742001258,"Acer",19,25.334170980239
"736","ACRU",141,"2673","UMBS",23.2,"L","OD","07/12/2018","","A04W","A","A04",45.5637957,-84.7267647,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.72672492029508,"Acer",19,89.8077734856066
"737","ACRU",322,"1070","UMBS",11.5,"L","OS","06/28/2018","Shared base with 1072 & 1073","C02E","C","C02",45.5630438,-84.7063502,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.60392296604766,"Acer",19,30.4745363549056
"738","ACRU",412,"671","UMBS",11.1,"L","OS","06/26/2018","670-671 share base","D01E","D","D01",45.5608231,-84.7066885,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.518819691525,"Acer",19,28.8575741389751
"739","ACRU",422,"289","UMBS",8.8,"L","UN","6/22/2018","","D02W","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.06221430766171,"Acer",19,20.1820718455724
"740","ACRU",441,"184","UMBS",11,"L","OS","6/22/2018","184 - 0184 SHARE BASE","D04E","D","D04",45.5616811,-84.7033988,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.49779910572978,"Acer",19,28.4581830088658
"741","ACRU",421,"320","UMBS",8.2,"L","OS","","Big knot under dbh where it lost a split branch","D02E","D","D02",45.5620114,-84.7046649,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.952757035581599,"Acer",19,18.1023836760504
"742","ACRU",441,"145","UMBS",10.9,"L","OD","6/22/2018","0144-0147 SHARE BASE","D04E","D","D04",45.5618635,-84.7033317,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.47688146005833,"Acer",19,28.0607477411083
"743","ACRU",321,"926","UMBS",8.7,"D","UN","06/27/2018","18.24 m out of plot, shared base with 827 & 828","C02W","C","C02",45.5631155,-84.7072837,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.04368269073493,"Acer",19,19.8299711239636
"744","ACRU",421,"323","UMBS",10.4,"L","OS","","","D02E","D","D02",45.5620256,-84.7047515,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.37385270868471,"Acer",19,26.1032014650095
"745","ACRU",233,"2123","UMBS",17.1,"L","OS","7/6/2018","2120 - 2123 share base","B03E","B","B03",45.5562191,-84.7255585,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.95476429086225,"Acer",19,56.1405215263827
"746","ACRU",342,"1498","UMBS",18.6,"L","OD","06/29/2018","","C04E","C","C04",45.5637082,-84.7032233,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.36324701878833,"Acer",19,63.9016933569782
"747","ACRU",312,"809","UMBS",13.4,"L","OS","06/26/2018","","C01E","C","C01",45.5625812,-84.7075512,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.02978585305094,"Acer",19,38.5659312079678
"748","ACRU",341,"1362","UMBS",9.7,"L","OS","06/29/2018","","C04W","C","C04",45.5638508,-84.7037378,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.23406291816607,"Acer",19,23.4471954451554
"749","ACRU",242,"2284","UMBS",9.3,"L","OS","07/06/2018","","B04E","B","B04",45.556227,-84.7238953,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.15657172976929,"Acer",19,21.9748628656166
"750","ACRU",412,"642","UMBS",9,"L","OS","06/26/2018","","D01E","D","D01",45.5609162,-84.7067368,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.09961915460115,"Acer",19,20.8927639374219
"751","ACRU",420,"361","UMBS",8.9,"M","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer",19,20.5363398621511
"752","ACRU",311,"880","UMBS",15.7,"L","OS","06/27/2018","Shared base with smaller trees","C01W","C","C01",45.5624996,-84.7079695,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.59056382402401,"Acer",19,49.2207126564562
"753","ACRU",241,"2193","UMBS",14.1,"L","OS","07/06/2018","2193 + 2195 share base","B04W","B","B04",45.5560856,-84.7247975,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.19536262005056,"Acer",19,41.7118897809606
"754","ACRU",443,"4","UMBS",12.7,"L","OD","6/21/2018","0001-0005 SHARE BASE","D04W","D","D04",45.561751,-84.7039071,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.86881607913329,"Acer",19,35.5075055035325
"755","ACRU",432,"573","UMBS",16,"L","OS","6/25/2018","","D03W","D","D03",45.5603991,-84.7049918,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.667187856006,"Acer",19,50.6765692641141
"756","ACRU",241,"2197","UMBS",13.9,"L","OS","07/06/2018","2197-2198 share base","B04W","B","B04",45.5561049,-84.7247972,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.14759124191562,"Acer",19,40.8042335963968
"757","ACRU",222,"1950","UMBS",17,"L","OS","07/05/2018","1950-1951 share base","B02E","B","B02",45.5559459,-84.7266411,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.92819618671585,"Acer",19,55.6357275476012
"758","ACRU",431,"410","UMBS",8.9,"L","UN","6/25/2018","","D03E","D","D03",45.5603377,-84.7040716,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer",19,20.5363398621511
"759","ACRU",341,"1373","UMBS",8.9,"L","OS","06/29/2018","","C04W","C","C04",45.5637931,-84.7035051,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer",19,20.5363398621511
"760","ACRU",432,"511","UMBS",8,"D","UN","6/25/2018","","D03W","D","D03",45.5604527,-84.7047685,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.917207108192686,"Acer",19,17.426935055661
"761","ACRU",342,"1546","UMBS",16.5,"L","OS","06/29/2018","1546-1548 share base","C04E","C","C04",45.5638924,-84.7031187,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.79662416451566,"Acer",19,53.1358591257975
"762","ACRU",341,"1436","UMBS",12.5,"L","OS","06/29/2018","","C04W","C","C04",45.56362,-84.7038417,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.82368678818335,"Acer",19,34.6500489754837
"763","ACRU",322,"1073","UMBS",13.8,"L","OS","06/28/2018","Shared base with 1070 & 1072","C02E","C","C02",45.5630529,-84.7063354,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.12384405361475,"Acer",19,40.3530370186802
"764","ACRU",432,"557","UMBS",8.7,"L","UN","6/25/2018","shared base","D03W","D","D03",45.5602903,-84.704951,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.04368269073493,"Acer",19,19.8299711239636
"765","ACRU",441,"144","UMBS",10.1,"L","OD","6/22/2018","0144-0147 SHARE BASE","D04E","D","D04",45.5618583,-84.7033323,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.31329940479073,"Acer",19,24.9526886910238
"766","ACRU",421,"332","UMBS",11.4,"M","OS","","Cluster","D02E","D","D02",45.5619543,-84.7047597,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.58249484097633,"Acer",19,30.0674019785502
"767","ACRU",231,"2063","UMBS",8.5,"L","OS","07/05/2018","","B03W","B","B03",45.5563167,-84.7259937,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.00696407663625,"Acer",19,19.1323174560887
"768","ACRU",422,"251","UMBS",9,"L","OS","6/22/2018","","D02W","D","D02",45.5618866,-84.7054226,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.09961915460115,"Acer",19,20.8927639374219
"769","ACRU",341,"1370","UMBS",10.1,"L","OS","06/29/2018","","C04W","C","C04",45.5638345,-84.7036125,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.31329940479073,"Acer",19,24.9526886910238
"770","ACRU",422,"239","UMBS",9.5,"L","OS","6/22/2018","0237-0240 SHARE BASE","D02W","D","D02",45.5619412,-84.7052537,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.19509707634791,"Acer",19,22.7068444506103
"771","ACRU",342,"1512","UMBS",9.3,"L","UN","06/29/2018","","C04E","C","C04",45.5636128,-84.7032364,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.15657172976929,"Acer",19,21.9748628656166
"772","ACRU",243,"2268","UMBS",8.9,"L","OS","07/06/2018","In a cluster with 2264 - 2269, in a new plot","B04E","B","B04",45.5563448,-84.7240178,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer",19,20.5363398621511
"773","ACRU",342,"1514","UMBS",10.8,"L","OS","06/29/2018","","C04E","C","C04",45.5636412,-84.7032126,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.45606718787461,"Acer",19,27.6652765696176
"774","ACRU",422,"231","UMBS",11.7,"L","OS","6/22/2018","","D02W","D","D02",45.5619998,-84.7052778,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.64708138497441,"Acer",19,31.2945463145137
"775","ACRU",242,"2324","UMBS",8.8,"L","OS","07/06/2018","2322 - 2324 share base","B04E","B","B04",45.556256,-84.724296,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.06221430766171,"Acer",19,20.1820718455724
"776","ACRU",441,"183","UMBS",10.4,"L","OS","6/22/2018","0183 - 0184 SHARE BASE","D04E","D","D04",45.5616837,-84.7034019,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.37385270868471,"Acer",19,26.1032014650095
"777","ACRU",412,"670","UMBS",10.2,"L","OS","06/26/2018","670-671 share base","D01E","D","D01",45.5608261,-84.706682,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.33337742001258,"Acer",19,25.334170980239
"778","ACRU",431,"443","UMBS",14.5,"L","OS","6/25/2018","In a cluster 441 &442","D03E","D","D03",45.5603158,-84.7042744,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.29200497119752,"Acer",19,43.5480944527529
"779","ACRU",421,"291","UMBS",8.3,"L","OS","","","D02E","D","D02",45.5621019,-84.704822,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.970709084559313,"Acer",19,18.443472606627
"780","ACRU",342,"1493","UMBS",8.1,"L","OS","06/29/2018","","C04E","C","C04",45.5636671,-84.7029625,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.934922821128842,"Acer",19,17.763533601448
"781","ACRU",422,"237","UMBS",9.5,"L","OS","6/22/2018","0237-0240 SHARE BASE","D02W","D","D02",45.561932,-84.7051947,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.19509707634791,"Acer",19,22.7068444506103
"782","ACRU",341,"1442","UMBS",11.7,"L","OS","06/29/2018","","C04W","C","C04",45.5636981,-84.7038018,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.64708138497441,"Acer",19,31.2945463145137
"783","ACRU",341,"1413","UMBS",8,"L","UN","06/29/2018","","C04W","C","C04",45.5635586,-84.7037165,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.917207108192686,"Acer",19,17.426935055661
"784","ACRU",421,"324","UMBS",11,"L","OS","","","D02E","D","D02",45.5620253,-84.7047471,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.49779910572978,"Acer",19,28.4581830088658
"785","ACRU",222,"1954","UMBS",10.5,"L","UN","07/05/2018","","B02E","B","B02",45.5559671,-84.7266719,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.39424903435932,"Acer",19,26.4907316528272
"786","ACRU",321,"921","UMBS",8.9,"L","UN","06/27/2018","Shared base with 920","C02W","C","C02",45.5630932,-84.707215,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer",19,20.5363398621511
"787","ACRU",412,"682","UMBS",9,"D","UN","06/26/2018","share base w live <8.0 ACRU","D01E","D","D01",45.5607937,-84.7067653,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.09961915460115,"Acer",19,20.8927639374219
"788","ACRU",431,"399","UMBS",11.3,"L","OS","6/25/2018","in a cluster","D03E","D","D03",45.5603772,-84.704033,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.56116797847633,"Acer",19,29.6621915910503
"789","ACRU",432,"498","UMBS",8.7,"L","OS","6/25/2018","shared base","D03W","D","D03",45.5604047,-84.704821,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.04368269073493,"Acer",19,19.8299711239636
"790","ACRU",141,"2672","UMBS",35.5,"L","OD","07/12/2018","","A04W","A","A04",45.5637869,-84.7267529,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",9.10040028801147,"Acer",19,172.907605472218
"791","ACRU",342,"1479","UMBS",13.9,"L","OD","06/29/2018","","C04E","C","C04",45.5637016,-84.7029217,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.14759124191562,"Acer",19,40.8042335963968
"792","ACRU",341,"1453","UMBS",15.6,"L","OD","06/29/2018","NW veg plot","C04W","C","C04",45.5637469,-84.7037933,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.56519694056094,"Acer",19,48.7387418706579
"793","ACRU",443,"105","UMBS",14,"L","OS","6/21/2018","0104-0109 SHARE BASE","D04W","D","D04",45.561735,-84.7040311,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.17143086549676,"Acer",19,41.2571864444385
"794","ACRU",332,"1327","UMBS",12,"L","OS","06/28/2018","1327-1328 share base","C03E","C","C03",45.5629698,-84.7052779,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.71256849655241,"Acer",19,32.5388014344958
"795","ACRU",332,"1283","UMBS",9.4,"L","OS","06/28/2018","","C03E","C","C03",45.5631174,-84.7051084,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.1757790734937,"Acer",19,22.3398023963803
"796","ACRU",141,"2671","UMBS",43.7,"L","OD","07/12/2018","","A04W","A","A04",45.5637927,-84.7267603,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",12.5328616273528,"Acer",19,238.124370919702
"797","ACRU",431,"413","UMBS",9.4,"D","UN","6/25/2018","","D03E","D","D03",45.5603009,-84.7041807,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.1757790734937,"Acer",19,22.3398023963803
"798","ACRU",142,"2674","UMBS",33.4,"L","OD","7/12/2018","joined at base","A04E","A","A04",45.5637751,-84.7261126,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",8.28473059906655,"Acer",19,157.409881382265
"799","ACRU",412,"711","UMBS",8.6,"L","OS","06/26/2018","","D01E","D","D01",45.5610347,-84.7068177,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.02526574324182,"Acer",19,19.4800491215946
"800","ACRU",443,"8","UMBS",13.9,"L","OD","6/21/2018","0007-0009 SHARE BASE","D04W","D","D04",45.5618096,-84.7038789,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.14759124191562,"Acer",19,40.8042335963968
"801","ACRU",422,"227","UMBS",9.8,"L","OS","6/22/2018","","D02W","D","D02",45.5620775,-84.7051642,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.25370970677177,"Acer",19,23.8204844286636
"802","ACRU",341,"1438","UMBS",8.8,"D","OS","06/29/2018","","C04W","C","C04",45.5637041,-84.703855,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.06221430766171,"Acer",19,20.1820718455724
"803","ACRU",332,"1281","UMBS",9.9,"D","UN","06/28/2018","1280-1281 share base","C03E","C","C03",45.5631519,-84.7050351,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.2734650533812,"Acer",19,24.1958360142428
"804","ACRU",321,"927","UMBS",15,"L","OS","06/27/2018","Shared base with 826 & 828","C02W","C","C02",45.5630508,-84.7072642,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.41484561461407,"Acer",19,45.8820666776673
"805","ACRU",422,"250","UMBS",10.3,"L","OS","6/22/2018","","D02W","D","D02",45.5619478,-84.7053516,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.35356201372611,"Acer",19,25.7176782607961
"806","ACRU",341,"1400","UMBS",9.1,"D","OS","06/29/2018","","C04W","C","C04",45.5636407,-84.7036776,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.11849121147078,"Acer",19,21.2513330179448
"807","ACRU",241,"2173","UMBS",20.5,"L","OS","07/06/2018","2169-2173 share base","B04W","B","B04",45.5562268,-84.7244835,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.90669743901205,"Acer",19,74.2272513412289
"808","ACRU",419,"370","UMBS",15.8,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.61601810729103,"Acer",19,49.7043440385295
"809","ACRU",341,"1440","UMBS",9.6,"L","OS","06/29/2018","","C04W","C","C04",45.563712,-84.7038203,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.214525200963,"Acer",19,23.075978818297
"810","ACRU",432,"568","UMBS",8.7,"L","OS","6/25/2018","shared base, taken ~6in above DBH to account for closely spaced stems","D03W","D","D03",45.5603543,-84.7048705,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.04368269073493,"Acer",19,19.8299711239636
"811","ACRU",342,"1519","UMBS",8.2,"L","OS","06/29/2018","","C04E","C","C04",45.5637213,-84.7031452,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.952757035581599,"Acer",19,18.1023836760504
"812","ACRU",424,"281","UMBS",12,"L","OS","6/22/2018","","D02W","D","D02",45.5621189,-84.7054486,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.71256849655241,"Acer",19,32.5388014344958
"813","ACRU",342,"1522","UMBS",15.5,"L","OD","06/29/2018","","C04E","C","C04",45.5637497,-84.7032225,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.53991771417717,"Acer",19,48.2584365693662
"814","ACRU",342,"1483","UMBS",10.1,"L","OD","06/29/2018","","C04E","C","C04",45.5636532,-84.702974,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.31329940479073,"Acer",19,24.9526886910238
"815","ACRU",422,"238","UMBS",16.3,"L","OS","6/22/2018","0237-0240 SHARE BASE","D02W","D","D02",45.561951,-84.7052517,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.74459168070685,"Acer",19,52.1472419334301
"816","ACRU",431,"408","UMBS",10.7,"L","OS","6/25/2018","","D03E","D","D03",45.5603355,-84.7041523,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.43535672838668,"Acer",19,27.2717778393469
"817","ACRU",241,"2172","UMBS",14.4,"L","OS","07/06/2018","2169-2173 share base","B04W","B","B04",45.5561922,-84.7244861,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.26770767350101,"Acer",19,43.0864457965191
"818","ACRU",242,"2332","UMBS",16.1,"L","OS","07/06/2018","2329 - 2332 share base","B04E","B","B04",45.5562843,-84.7242106,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.69290281866381,"Acer",19,51.1651535546124
"819","ACRU",419,"364","UMBS",15.5,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.53991771417717,"Acer",19,48.2584365693662
"820","ACRU",443,"104","UMBS",13,"L","OS","6/21/2018","0104-0109 SHARE BASE","D04W","D","D04",45.561738,-84.7040298,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.93723182189309,"Acer",19,36.8074046159687
"821","ACRU",420,"351","UMBS",12.8,"L","OS","","Veg plot SW","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.89152543290559,"Acer",19,35.9389832252062
"822","ACRU",241,"2183","UMBS",24.4,"L","OS","07/06/2018","","B04W","B","B04",45.5561026,-84.7246583,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",5.10845020441861,"Acer",19,97.0605538839535
"823","ACRU",432,"544","UMBS",9.4,"L","OS","6/25/2018","","D03W","D","D03",45.5603073,-84.7048214,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.1757790734937,"Acer",19,22.3398023963803
"824","ACRU",432,"504","UMBS",8.6,"L","OS","6/25/2018","shared base","D03W","D","D03",45.5604565,-84.7048899,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.02526574324182,"Acer",19,19.4800491215946
"825","ACRU",419,"365","UMBS",16.4,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.77056509083843,"Acer",19,52.6407367259301
"826","ACRU",331,"1151","UMBS",11.7,"L","OS","06/28/2018","Shared base with 1150","C03W","C","C03",45.5631207,-84.7056778,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.64708138497441,"Acer",19,31.2945463145137
"827","ACSA",143,"2745","UMBS",23.5,"L","OS","7/12/2018","","A04E","A","A04",45.5637026,-84.7262846,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.80120608100066,"Acer",19,148.222915539013
"828","ACSA",141,"2582","UMBS",22.2,"L","OS","07/12/2018","Taken at DBH, large scarring area on tree","A04W","A","A04",45.5637871,-84.7266227,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.08386075394407,"Acer",19,134.593354324937
"829","ACSA",121,"3036","UMBS",12.5,"L","UN","07/13/2018","3033-3036 share base","A02W","A","A02",45.5640963,-84.7282805,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.67586498180855,"Acer",19,50.8414346543625
"830","ACSA",122,"3160","UMBS",18.9,"L","OS","07/13/2018","3159-3160 share base","A02E","A","A02",45.5642654,-84.7276885,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",5.3926779138161,"Acer",19,102.460880362506
"831","ACSA",121,"3031","UMBS",12.5,"L","UN","07/13/2018","3031-3032 share base","A02W","A","A02",45.5641046,-84.7281931,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.67586498180855,"Acer",19,50.8414346543625
"832","ACSA",122,"3157","UMBS",9.3,"L","UN","07/13/2018","","A02E","A","A02",45.5642027,-84.7276658,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.62098994849937,"Acer",19,30.798809021488
"833","ACSA",112,"2849","UMBS",25,"L","OS","7/12/2018","2848 - 2849 share base","A01E","A","A01",45.5636235,-84.7284183,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",8.66383232822682,"Acer",19,164.61281423631
"834","ACSA",131,"2372","UMBS",8.3,"L","OS","07/11/2018","Taken below DBH","A03W","A","A03",45.5629819,-84.7273365,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.33671582830211,"Acer",19,25.3976007377401
"835","ACSA",142,"2716","UMBS",16.5,"L","OS","7/12/2018","","A04E","A","A04",45.5636842,-84.7259959,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.28387716540023,"Acer",19,81.3936661426044
"836","ACSA",143,"2757","UMBS",15,"L","OS","7/12/2018","2771 & 2757 share base","A04E","A","A04",45.5638295,-84.7261316,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.64482270812096,"Acer",19,69.2516314542982
"837","ACSA",122,"3105","UMBS",20.2,"L","OS","07/13/2018","3104-3105 share base","A02E","A","A02",45.5641516,-84.7275569,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",6.03632056373193,"Acer",19,114.690090710907
"838","ACSA",114,"2842","UMBS",14,"L","OS","7/12/2018","2841 - 2842 share base","A01E","A","A01",45.5635876,-84.7284606,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.24256540237579,"Acer",19,61.60874264514
"839","ACSA",131,"2375","UMBS",20.9,"L","OS","07/11/2018","2375 - 2380 share base","A03W","A","A03",45.5629947,-84.7272957,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",6.39513444405284,"Acer",19,121.507554437004
"840","ACSA",141,"2588","UMBS",26,"L","OD","07/12/2018","2587 - 2588 share base","A04W","A","A04",45.5637382,-84.7265979,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",9.25937235023306,"Acer",19,175.928074654428
"841","ACSA",121,"3032","UMBS",8.7,"L","UN","07/13/2018","3031-3032 share base","A02W","A","A02",45.5641032,-84.7281937,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.44772761076706,"Acer",19,27.5068246045741
