"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","sla","leaf.area"
"2698","QURU",412,"661","UMBS",36.3,"L","OD","06/26/2018","","D01E","D","D01",45.560906,-84.7065926,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.9311087335598,"Quercus",14.2,126.821744016549
"2699","QURU",422,"264","UMBS",22.4,"L","OD","6/22/2018","0264- 0265 SHARE BASE","D02W","D","D02",45.5619789,-84.7055221,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.42437677648507,"Quercus",14.2,62.826150226088
"2700","QURU",311,"886","UMBS",19.7,"L","OS","06/27/2018","","C01W","C","C01",45.5625246,-84.7079507,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.67019886384849,"Quercus",14.2,52.1168238666486
"2701","QURU",341,"1386","UMBS",27.4,"L","OD","06/29/2018","1385-1386 share base","C04W","C","C04",45.5636574,-84.7036337,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.93155151111969,"Quercus",14.2,84.2280314578996
"2702","QURU",322,"1064","UMBS",12,"L","OS","06/28/2018","","C02E","C","C02",45.5631072,-84.7063259,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.78422635616467,"Quercus",14.2,25.3360142575383
"2703","QURU",243,"2254","UMBS",12.1,"L","OS","07/06/2018","In a new plot","B04E","B","B04",45.5563825,-84.724136,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.80590105281565,"Quercus",14.2,25.6437949499823
"2704","QURU",341,"1389","UMBS",46.1,"L","OD","06/29/2018","1389-1391 share base","C04W","C","C04",45.5636718,-84.7035547,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",12.6452110981206,"Quercus",14.2,179.561997593312
"2705","QURU",131,"2425","UMBS",15.7,"L","OS","07/11/2018","","A03W","A","A03",45.5629154,-84.7274488,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.6380026752132,"Quercus",14.2,37.4596379880275
"2706","QURU",412,"669","UMBS",26,"L","UN","06/26/2018","712 + 669 share base","D01E","D","D01",45.5610383,-84.7067966,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.49575620189649,"Quercus",14.2,78.0397380669301
"2707","QURU",342,"1516","UMBS",28.7,"L","OD","06/29/2018","SW veg plot","C04E","C","C04",45.563668,-84.7032047,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.3454057400844,"Quercus",14.2,90.1047615091984
"2708","QURU",422,"273","UMBS",26.6,"L","OD","6/22/2018","","D02W","D","D02",45.5620776,-84.7055131,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.68125154503397,"Quercus",14.2,80.6737719394824
"2709","QURU",422,"274","UMBS",21.1,"L","OS","6/22/2018","","D02W","D","D02",45.5620917,-84.7054974,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.05575964668878,"Quercus",14.2,57.5917869829807
"2710","QURU",331,"1236","UMBS",16.5,"L","OD","06/28/2018","","C03W","C","C03",45.5630704,-84.7058966,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.83583119914254,"Quercus",14.2,40.2688030278241
"2711","QURU",420,"352","UMBS",47.6,"L","OD","","a little above dbh","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",13.2482755862154,"Quercus",14.2,188.125513324258
"2712","QURU",411,"635","UMBS",31.9,"L","OD","06/26/2018","","D01W","D","D01",45.5609412,-84.7071382,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.40042533433633,"Quercus",14.2,105.086039747576
"2713","QURU",420,"354","UMBS",34.7,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.36412709090601,"Quercus",14.2,118.770604690865
"2714","QURU",212,"1745","UMBS",25,"L","OD","07/04/2018","","B01E","B","B01",45.5567751,-84.726636,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.19091538875945,"Quercus",14.2,73.7109985203842
"2715","QURU",311,"861","UMBS",19.7,"L","OS","06/27/2018","","C01W","C","C01",45.5624125,-84.7081481,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.67019886384849,"Quercus",14.2,52.1168238666486
"2716","QURU",342,"1484","UMBS",24.6,"L","OD","06/29/2018","","C04E","C","C04",45.5636579,-84.7030191,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.07051203906009,"Quercus",14.2,72.0012709546533
"2717","QURU",420,"358","UMBS",19.2,"D","OS","","was a cluster","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.53544857955877,"Quercus",14.2,50.2033698297345
"2718","QURU",412,"641","UMBS",34.3,"L","OD","06/26/2018","","D01E","D","D01",45.5609083,-84.7067225,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.2242098259725,"Quercus",14.2,116.783779528809
"2719","QURU",321,"1002","UMBS",33.9,"L","OD","06/27/2018","","C02W","C","C02",45.5631356,-84.7069691,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.08503302590913,"Quercus",14.2,114.80746896791
"2720","QURU",221,"1790","UMBS",9.5,"L","OS","07/05/2018","","B02W","B","B02",45.5556965,-84.7270836,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.27007416816882,"Quercus",14.2,18.0350531879972
"2721","QURU",342,"1490","UMBS",23.6,"L","OD","06/29/2018","","C04E","C","C04",45.5636477,-84.703092,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.77340409884575,"Quercus",14.2,67.7823382036097
"2722","QURU",422,"288","UMBS",23.5,"L","OD","6/22/2018","","D02W","D","D02",45.562157,-84.7053681,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.74400324017087,"Quercus",14.2,67.3648460104264
"2723","QURU",421,"292","UMBS",29.3,"L","OD","","","D02E","D","D02",45.5621554,-84.7047709,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.53933558459886,"Quercus",14.2,92.8585653013038
"2724","QURU",208,"1588","UMBS",13.4,"L","OS","07/03/2018","in new plot 208","B01W","B","B01",45.5564454,-84.7269904,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.0949743933358,"Quercus",14.2,29.7486363853683
"2725","QURU",321,"1008","UMBS",14.8,"L","OS","06/27/2018","","C02W","C","C02",45.563157,-84.7068752,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.42087314774191,"Quercus",14.2,34.3763986979351
"2726","QURU",412,"651","UMBS",33.9,"L","OD","06/26/2018","","D01E","D","D01",45.56099,-84.706556,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.08503302590913,"Quercus",14.2,114.80746896791
"2727","QURU",341,"1372","UMBS",40.8,"L","OD","06/29/2018","","C04W","C","C04",45.5638032,-84.703581,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.5864847116612,"Quercus",14.2,150.32808290559
"2728","QURU",342,"1496","UMBS",28,"L","OD","06/29/2018","","C04E","C","C04",45.5636047,-84.7030824,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.12147630799731,"Quercus",14.2,86.9249635735618
"2729","QURU",422,"211","UMBS",23.4,"D","OS","6/22/2018","0211- 0212 SHARE BASE","D02W","D","D02",45.56211,-84.7052855,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.71465925162248,"Quercus",14.2,66.9481613730393
"2730","QURU",341,"1417","UMBS",31.4,"L","OD","06/29/2018","","C04W","C","C04",45.5635461,-84.7037157,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.23225741334543,"Quercus",14.2,102.698055269505
"2731","QURU",432,"509","UMBS",30.2,"L","OD","6/25/2018","shared base","D03W","D","D03",45.5604765,-84.7048067,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.833628091585,"Quercus",14.2,97.037518900507
"2732","QURU",341,"1375","UMBS",18.6,"L","OD","06/29/2018","","C04W","C","C04",45.5637985,-84.7035282,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.37584556887953,"Quercus",14.2,47.9370070780893
"2733","QURU",341,"1377","UMBS",31.4,"L","OD","06/29/2018","","C04W","C","C04",45.5637416,-84.7035065,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.23225741334543,"Quercus",14.2,102.698055269505
"2734","QURU",421,"303","UMBS",35.1,"L","OD","","","D02E","D","D02",45.5621413,-84.7046797,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.5047801563686,"Quercus",14.2,120.767878220434
"2735","QURU",341,"1379","UMBS",22.6,"L","OD","06/29/2018","","C04W","C","C04",45.5637234,-84.7034976,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.48197073345064,"Quercus",14.2,63.6439844149991
"2736","QURU",432,"556","UMBS",17.5,"L","OS","6/25/2018","","D03W","D","D03",45.5602714,-84.7049547,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.08931076823341,"Quercus",14.2,43.8682129089144
"2737","QURU",422,"219","UMBS",30.8,"L","OD","6/22/2018","","D02W","D","D02",45.5620689,-84.7052431,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.03205938874725,"Quercus",14.2,99.8552433202109
"2738","QURU",422,"218","UMBS",30.5,"L","OD","6/22/2018","","D02W","D","D02",45.5620379,-84.7052814,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.93262172242635,"Quercus",14.2,98.4432284584542
"2739","QURU",421,"308","UMBS",21.4,"L","OD","","","D02E","D","D02",45.5620563,-84.7047809,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.13993266609299,"Quercus",14.2,58.7870438585204
"2740","QURU",342,"1507","UMBS",28.7,"L","OD","06/29/2018","","C04E","C","C04",45.5636589,-84.7031795,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.3454057400844,"Quercus",14.2,90.1047615091984
"2741","QURU",410,"616","UMBS",30.6,"L","OD","06/26/2018","615-617 share base, 616 in new plot 410","D01W","D","D01",45.5607613,-84.7072282,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.96571839132403,"Quercus",14.2,98.9132011568013
"2742","QURU",411,"622","UMBS",35.3,"L","OD","06/26/2018","621-622 share base","D01W","D","D01",45.5608416,-84.7072595,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.57538117927288,"Quercus",14.2,121.770412745675
"2743","QURU",342,"1510","UMBS",18.7,"L","OD","06/29/2018","","C04E","C","C04",45.5636108,-84.7031481,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.40228566149816,"Quercus",14.2,48.3124563932739
"2744","QURU",431,"438","UMBS",23.4,"L","OS","6/25/2018","","D03E","D","D03",45.5603048,-84.7042469,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.71465925162248,"Quercus",14.2,66.9481613730393
"2745","QURU",412,"709","UMBS",29.2,"L","OD","06/26/2018","NW veg plot","D01E","D","D01",45.560979,-84.7068135,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.50688732190444,"Quercus",14.2,92.397799971043
"2746","QURU",341,"1390","UMBS",30.8,"D","OS","06/29/2018","1389-1391 share base","C04W","C","C04",45.563667,-84.7035472,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.03205938874725,"Quercus",14.2,99.8552433202109
"2747","QURU",341,"1434","UMBS",32.2,"L","OD","06/29/2018","1434-1435 share base","C04W","C","C04",45.5636233,-84.7038483,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.50190449059671,"Quercus",14.2,106.527043766473
"2748","QURU",241,"2180","UMBS",16.8,"D","UN","07/06/2018","","B04W","B","B04",45.5560673,-84.7246426,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.9111611192487,"Quercus",14.2,41.3384878933315
"2749","QURU",421,"317","UMBS",17.8,"L","OD","","","D02E","D","D02",45.5620501,-84.7046018,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.16666659496072,"Quercus",14.2,44.9666656484422
"2750","QURU",432,"529","UMBS",43.4,"L","OD","6/25/2018","","D03W","D","D03",45.5603416,-84.704631,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.5821395631522,"Quercus",14.2,164.466381796762
"2751","QURU",341,"1395","UMBS",35.3,"L","OD","06/29/2018","","C04W","C","C04",45.5637901,-84.7035569,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.57538117927288,"Quercus",14.2,121.770412745675
"2752","QURU",112,"2781","UMBS",42.6,"L","OD","7/12/2018","2781 - 2782 share base","A01E","A","A01",45.5637831,-84.7283018,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.2728104390978,"Quercus",14.2,160.073908235189
"2753","QURU",322,"1036","UMBS",19.7,"L","OD","06/28/2018","","C02E","C","C02",45.5632313,-84.7063518,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.67019886384849,"Quercus",14.2,52.1168238666486
"2754","QURU",342,"1482","UMBS",39.3,"L","OD","06/29/2018","","C04E","C","C04",45.5637144,-84.7029628,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.0249542229125,"Quercus",14.2,142.354349965358
"2755","QURU",341,"1401","UMBS",29.7,"L","OD","06/29/2018","","C04W","C","C04",45.5636313,-84.7036201,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.66963198389724,"Quercus",14.2,94.7087741713408
"2756","QURU",341,"1402","UMBS",24.6,"L","OD","06/29/2018","1402-1403 share base","C04W","C","C04",45.5635967,-84.7036162,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.07051203906009,"Quercus",14.2,72.0012709546533
"2757","QURU",342,"1525","UMBS",15,"L","OD","06/29/2018","","C04E","C","C04",45.5637297,-84.7033229,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.46861872736874,"Quercus",14.2,35.0543859286362
"2758","QURU",341,"1403","UMBS",25.8,"L","OD","06/29/2018","1402-1403 share base","C04W","C","C04",45.5635977,-84.7036021,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.43435380119584,"Quercus",14.2,77.1678239769809
"2759","QURU",342,"1531","UMBS",26.7,"L","OD","06/29/2018","","C04E","C","C04",45.5637498,-84.7033018,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.71235412387205,"Quercus",14.2,81.1154285589831
"2760","QURU",431,"414","UMBS",17.1,"L","OS","6/25/2018","","D03E","D","D03",45.5602973,-84.7041922,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.98710561351527,"Quercus",14.2,42.4168997119168
"2761","QURU",242,"2326","UMBS",10.5,"L","OS","07/06/2018","2326 & 2327 share base","B04E","B","B04",45.5562606,-84.7241691,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.46916870069529,"Quercus",14.2,20.8621955498731
"2762","QURU",421,"331","UMBS",42.3,"L","OD","","Cluster","D02E","D","D02",45.5619874,-84.704741,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.1574891170966,"Quercus",14.2,158.436345462771
"2763","QURU",431,"418","UMBS",26.5,"L","OD","6/25/2018","in a cluster with 416 and 417","D03E","D","D03",45.5603124,-84.7040449,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.65020212259654,"Quercus",14.2,80.2328701408709
"2764","QURU",211,"1581","UMBS",8.8,"L","OS","07/03/2018","","B01W","B","B01",45.5566557,-84.7270408,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.13622286687356,"Quercus",14.2,16.1343647096045
"2765","QURU",342,"1537","UMBS",27.6,"L","OD","06/29/2018","","C04E","C","C04",45.5637528,-84.7032549,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.99465165720729,"Quercus",14.2,85.1240535323435
"2766","QURU",431,"420","UMBS",13.7,"L","OS","6/25/2018","in a cluster with 419","D03E","D","D03",45.5603052,-84.7040515,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.16356358190805,"Quercus",14.2,30.7226028630943
"2767","QURU",431,"422","UMBS",15.6,"D","OS","6/25/2018","in  cluster with 421","D03E","D","D03",45.5603088,-84.7041125,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.61359041036053,"Quercus",14.2,37.1129838271195
"2768","QURU",322,"1050","UMBS",9.1,"L","OS","06/28/2018","","C02E","C","C02",45.5632484,-84.7063154,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.19301653567398,"Quercus",14.2,16.9408348065706
"2769","QURU",411,"608","UMBS",9.3,"L","UN","06/26/2018","","D01W","D","D01",45.5607536,-84.7073547,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.23135684100207,"Quercus",14.2,17.4852671422294
"2770","QURU",222,"1878","UMBS",9.7,"L","OS","07/05/2018","","B02E","B","B02",45.5558435,-84.7264392,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.30916416990796,"Quercus",14.2,18.590131212693
"2771","QURU",342,"1495","UMBS",18.4,"L","OS","06/29/2018","","C04E","C","C04",45.5636284,-84.703012,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.32315937346629,"Quercus",14.2,47.1888631032213
"2772","QURU",341,"1374","UMBS",28.3,"L","OD","06/29/2018","","C04W","C","C04",45.5637883,-84.7035732,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.21713790952982,"Quercus",14.2,88.2833583153235
"2773","QURU",412,"695","UMBS",32.9,"L","OD","06/26/2018","","D01E","D","D01",45.5608446,-84.7069235,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.7403619415544,"Quercus",14.2,109.913139570072
"2774","QURU",412,"697","UMBS",28.4,"L","OD","06/26/2018","697-698 share base","D01E","D","D01",45.5608505,-84.7068341,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.24912802580567,"Quercus",14.2,88.7376179664405
"2775","QURU",341,"1422","UMBS",18.8,"L","OS","06/29/2018","","C04W","C","C04",45.5636307,-84.7037098,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.42879016552932,"Quercus",14.2,48.6888203505164
"2776","QURU",421,"302","UMBS",13.1,"M","UN","","","D02E","D","D02",45.5621362,-84.704686,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.02708039121258,"Quercus",14.2,28.7845415552186
"2777","QURU",412,"698","UMBS",35.1,"L","OD","06/26/2018","697-698 share base","D01E","D","D01",45.5608676,-84.7068405,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.5047801563686,"Quercus",14.2,120.767878220434
"2778","QURU",422,"217","UMBS",12.9,"D","OS","6/22/2018","","D02W","D","D02",45.5621384,-84.7052401,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.98220818843591,"Quercus",14.2,28.14735627579
"2779","QURU",341,"1426","UMBS",38.5,"L","OD","06/29/2018","","C04W","C","C04",45.5636994,-84.7037184,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.72941210012511,"Quercus",14.2,138.157651821777
"2780","QURU",422,"220","UMBS",15.3,"D","OS","6/22/2018","","D02W","D","D02",45.5620514,-84.7052731,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.54078121129743,"Quercus",14.2,36.0790932004235
"2781","QURU",422,"265","UMBS",21.4,"L","OD","6/22/2018","0264- 0265 SHARE BASE","D02W","D","D02",45.5619808,-84.7055223,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.13993266609299,"Quercus",14.2,58.7870438585204
"2782","QURU",342,"1509","UMBS",32.3,"L","OD","06/29/2018","","C04E","C","C04",45.56361,-84.7031744,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.53582678427496,"Quercus",14.2,107.008740336704
"2783","QURU",419,"366","UMBS",25.6,"L","OS","","","D02E","D","D02",45.5620315,-84.7050078,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.3731675950295,"Quercus",14.2,76.2989798494189
"2784","QURU",342,"1511","UMBS",31.3,"L","OD","06/29/2018","","C04E","C","C04",45.5635912,-84.7031652,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.19876917761501,"Quercus",14.2,102.222522322133
"2785","QURU",432,"565","UMBS",8.8,"L","OS","6/25/2018","","D03W","D","D03",45.5603614,-84.7049133,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.13622286687356,"Quercus",14.2,16.1343647096045
"2786","QURU",332,"1316","UMBS",27.6,"L","OD","06/28/2018","","C03E","C","C03",45.5629882,-84.7051604,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.99465165720729,"Quercus",14.2,85.1240535323435
"2787","QURU",341,"1391","UMBS",17,"D","UN","06/29/2018","1389-1391 share base","C04W","C","C04",45.5636646,-84.7035488,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.96172286360771,"Quercus",14.2,42.0564646632294
"2788","QURU",341,"1435","UMBS",14.6,"D","OS","06/29/2018","1434-1435 share base","C04W","C","C04",45.5636205,-84.7038523,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.37342024508426,"Quercus",14.2,33.7025674801965
"2789","QURU",422,"232","UMBS",34.4,"L","OD","6/22/2018","0232- 0233 SHARE BASE","D02W","D","D02",45.5619709,-84.7052155,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.25911990725518,"Quercus",14.2,117.279502683024
"2790","QURU",341,"1437","UMBS",40.9,"L","OD","06/29/2018","","C04W","C","C04",45.563639,-84.703841,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.6242590261326,"Quercus",14.2,150.864478171083
"2791","QURU",431,"446","UMBS",12.9,"L","OS","6/25/2018","Dbh taken above","D03E","D","D03",45.560277,-84.7043313,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.98220818843591,"Quercus",14.2,28.14735627579
"2792","QURU",341,"1439","UMBS",30.3,"L","OD","06/29/2018","","C04W","C","C04",45.5637119,-84.7038605,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.86657648394799,"Quercus",14.2,97.5053860720615
"2793","QURU",411,"593","UMBS",41.2,"L","OD","06/26/2018","593-594 share base","D01W","D","D01",45.5608844,-84.7074157,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.7378340231857,"Quercus",14.2,152.477243129236
"2794","QURU",431,"448","UMBS",26.5,"L","OS","6/25/2018","","D03E","D","D03",45.5602324,-84.7042996,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.65020212259654,"Quercus",14.2,80.2328701408709
"2795","QURU",311,"820","UMBS",22.5,"L","OS","06/27/2018","","C01W","C","C01",45.562554,-84.7080886,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.45314463795882,"Quercus",14.2,63.2346538590152
"2796","QURU",422,"241","UMBS",24.4,"L","OD","6/22/2018","","D02W","D","D02",45.5619423,-84.7052281,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.0106426955843,"Quercus",14.2,71.151126277297
"2797","QURU",341,"1446","UMBS",34.8,"L","OD","06/29/2018","","C04W","C","C04",45.5637139,-84.7037542,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.39922155634502,"Quercus",14.2,119.268946100099
"2798","QURU",341,"1447","UMBS",30.4,"L","OD","06/29/2018","","C04W","C","C04",45.563705,-84.7037202,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.89957439050645,"Quercus",14.2,97.9739563451915
"2799","QURU",341,"1448","UMBS",32.6,"L","OD","06/29/2018","","C04W","C","C04",45.563713,-84.7037292,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.63788025775676,"Quercus",14.2,108.457899660146
"2800","QURU",331,"1206","UMBS",14.8,"L","OS","06/28/2018","","C03W","C","C03",45.5629477,-84.7056933,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.42087314774191,"Quercus",14.2,34.3763986979351
"2801","QURU",331,"1207","UMBS",29.3,"L","OD","06/28/2018","","C03W","C","C03",45.5629264,-84.7056863,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.53933558459886,"Quercus",14.2,92.8585653013038
"2802","QURU",311,"827","UMBS",8.5,"D","UN","06/27/2018","Shared base with 828","C01W","C","C01",45.5626055,-84.7080994,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.08030347800123,"Quercus",14.2,15.3403093876174
"2803","QURU",419,"375","UMBS",27.9,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.08969235587727,"Quercus",14.2,86.4736314534572
"2804","QURU",424,"254","UMBS",22,"L","OD","6/22/2018","","D02W","D","D02",45.5618255,-84.7054082,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.30989051638478,"Quercus",14.2,61.2004453326638
"2805","QURU",313,"718","UMBS",22.1,"L","OS","06/26/2018","in new plot","C01E","C","C01",45.5626791,-84.7074564,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.33842401650759,"Quercus",14.2,61.6056210344078
"2806","QURU",311,"831","UMBS",10.1,"L","OS","06/27/2018","","C01W","C","C01",45.5625021,-84.7080814,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.3884454966946,"Quercus",14.2,19.7159260530633
"2807","QURU",431,"492","UMBS",23.5,"L","OD","6/25/2018","","D03E","D","D03",45.5605078,-84.7041777,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.74400324017087,"Quercus",14.2,67.3648460104264
"2808","QURU",432,"508","UMBS",26.6,"L","OD","6/25/2018","shared base","D03W","D","D03",45.5604705,-84.7048083,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.68125154503397,"Quercus",14.2,80.6737719394824
