"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","fate","plot.side"
"1","POGR",111,2903,"UMBS",46.3,"L","OD","07/13/2018","","A01W","A","A01",45.5635291,-84.7287584,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",16.617302229318,"Populus","kill","W"
"2","POGR",111,2904,"UMBS",45.8,"L","OD","07/13/2018","","A01W","A","A01",45.5635698,-84.7288476,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",16.2118555932324,"Populus","kill","W"
"3","ACSA",111,2888,"UMBS",35,"L","OD","07/13/2018","","A01W","A","A01",45.5636564,-84.7288181,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",15.3248791791627,"Acer","kill","W"
"4","POGR",111,2978,"UMBS",42.7,"L","OD","07/13/2018","","A01W","A","A01",45.5636929,-84.7289766,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",13.8225184991045,"Populus","kill","W"
"5","ACRU",111,2890,"UMBS",43.8,"L","OD","07/13/2018","2889-2890 share base","A01W","A","A01",45.5636659,-84.7287641,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",12.577055054322,"Acer","kill","W"
"6","POGR",111,2950,"UMBS",40.6,"L","OD","07/13/2018","","A01W","A","A01",45.5636786,-84.7290976,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",12.3242497462488,"Populus","kill","W"
"7","POGR",111,2910,"UMBS",40,"L","OD","07/13/2018","","A01W","A","A01",45.5635027,-84.7287784,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.913798332605,"Populus","kill","W"
"8","POGR",111,2943,"UMBS",39.8,"L","OD","07/13/2018","","A01W","A","A01",45.5635963,-84.7290382,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.7787106466726,"Populus","kill","W"
"9","POGR",111,2945,"UMBS",39.6,"D","OD","07/13/2018","","A01W","A","A01",45.5636301,-84.7290874,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.6444857068383,"Populus","kill","W"
"10","POGR",111,2878,"UMBS",39,"L","OD","07/13/2018","","A01W","A","A01",45.5636967,-84.728821,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.2469753977903,"Populus","kill","W"
