"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","sla","leaf.area","fate","plot.side"
"100","ACRU",411,"603","UMBS",11.9,"L","OS","06/26/2018","601-603 share base","D01W","D","D01",45.560837,-84.7074411,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.69064004797495,"Acer",19,32.1221609115241,"live","W"
"101","PIST",411,"600","UMBS",11.7,"L","OS","06/26/2018","","D01W","D","D01",45.5608627,-84.7074523,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.340375519990951,"Pinus",12.5,4.25469399988688,"live","W"
"102","PIST",411,"606","UMBS",11.3,"L","OS","06/26/2018","","D01W","D","D01",45.5607475,-84.7073694,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.319527424484366,"Pinus",12.5,3.99409280605458,"live","W"
"103","PIST",411,"611","UMBS",10.2,"L","OS","06/26/2018","","D01W","D","D01",45.560814,-84.7072883,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.26527182126673,"Pinus",12.5,3.31589776583413,"live","W"
"104","QURU",411,"585","UMBS",10.2,"M","UN","06/26/2018","","D01W","D","D01",45.5609599,-84.7073274,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.40849233301132,"Quercus",14.2,20.0005911287608,"live","W"
"105","QURU",411,"608","UMBS",9.3,"L","UN","06/26/2018","","D01W","D","D01",45.5607536,-84.7073547,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.23135684100207,"Quercus",14.2,17.4852671422294,"live","W"
"106","PIST",411,"584","UMBS",9.1,"L","OS","06/26/2018","reading taken below DBH","D01W","D","D01",45.5609764,-84.7072761,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.215597051360661,"Pinus",12.5,2.69496314200826,"live","W"
"107","PIST",411,"618","UMBS",8.9,"L","UN","06/26/2018","","D01W","D","D01",45.560768,-84.7072181,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.207064786584888,"Pinus",12.5,2.5883098323111,"live","W"
"108","PIST",411,"590","UMBS",8.8,"L","UN","06/26/2018","","D01W","D","D01",45.5609533,-84.707413,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.202856824276808,"Pinus",12.5,2.5357103034601,"live","W"
"109","PIST",410,"627","UMBS",8.3,"L","UN","06/26/2018","in new plot 410","D01W","D","D01",45.5608005,-84.707142,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.18240196006116,"Pinus",12.5,2.28002450076451,"live","W"
"110","PIST",411,"586","UMBS",8.3,"L","OS","06/26/2018","","D01W","D","D01",45.5610071,-84.7072859,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.18240196006116,"Pinus",12.5,2.28002450076451,"live","W"
"111","ACRU",411,"619","UMBS",8.2,"L","UN","06/26/2018","","D01W","D","D01",45.5607751,-84.7072156,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.952757035581599,"Acer",19,18.1023836760504,"live","W"
"112","PIST",411,"582","UMBS",8.1,"L","OS","06/26/2018","","D01W","D","D01",45.5609173,-84.7072505,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.17449455770257,"Pinus",12.5,2.18118197128213,"live","W"
"113","PIST",411,"629","UMBS",8.1,"L","OS","06/26/2018","","D01W","D","D01",45.5608976,-84.7071931,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.17449455770257,"Pinus",12.5,2.18118197128213,"live","W"
"114","PIST",411,"632","UMBS",8,"L","UN","06/26/2018","read as 7.9 and as 8.0","D01W","D","D01",45.5608783,-84.7070791,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.170600034002338,"Pinus",12.5,2.13250042502922,"live","W"
"115","ACRU",419,"382","UMBS",8,"L","OS","","","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.917207108192686,"Acer",19,17.426935055661,"kill","E"
"116","ACRU",421,"299","UMBS",8,"L","UN","","in a cluster","D02E","D","D02",45.5620987,-84.7047621,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.917207108192686,"Acer",19,17.426935055661,"kill","E"
"117","ACRU",419,"363","UMBS",8.2,"L","OS","","","D02E","D","D02",45.5619909,-84.7050124,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.952757035581599,"Acer",19,18.1023836760504,"kill","E"
"118","ACRU",420,"360","UMBS",8.2,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.952757035581599,"Acer",19,18.1023836760504,"kill","E"
"119","ACRU",420,"353","UMBS",8.2,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.952757035581599,"Acer",19,18.1023836760504,"kill","E"
"120","ACRU",421,"320","UMBS",8.2,"L","OS","","Big knot under dbh where it lost a split branch","D02E","D","D02",45.5620114,-84.7046649,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.952757035581599,"Acer",19,18.1023836760504,"kill","E"
"121","ACRU",421,"291","UMBS",8.3,"L","OS","","","D02E","D","D02",45.5621019,-84.704822,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.970709084559313,"Acer",19,18.443472606627,"kill","E"
"122","PIST",419,"377","UMBS",8.4,"L","OS","","A little above dbh line","D02E","D","D02",NA,NA,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.186414662877526,"Pinus",12.5,2.33018328596908,"kill","E"
"123","PIST",421,"312","UMBS",8.4,"L","OS","","","D02E","D","D02",45.562058,-84.7046651,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.186414662877526,"Pinus",12.5,2.33018328596908,"kill","E"
"124","PIST",421,"293","UMBS",8.4,"L","UN","","","D02E","D","D02",45.5621559,-84.7047737,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.186414662877526,"Pinus",12.5,2.33018328596908,"kill","E"
"125","PIST",420,"337","UMBS",8.4,"L","OS","","about an inch below dbh line","D02E","D","D02",NA,NA,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.186414662877526,"Pinus",12.5,2.33018328596908,"kill","E"
"126","ACRU",420,"340","UMBS",8.6,"L","OS","","Cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.02526574324182,"Acer",19,19.4800491215946,"kill","E"
"127","ACRU",419,"371","UMBS",8.8,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.06221430766171,"Acer",19,20.1820718455724,"kill","E"
"128","ACRU",420,"361","UMBS",8.9,"M","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer",19,20.5363398621511,"kill","E"
"129","PIST",421,"309","UMBS",8.9,"L","OS","","","D02E","D","D02",45.5621405,-84.7046422,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.207064786584888,"Pinus",12.5,2.5883098323111,"kill","E"
"130","FAGR",421,"307","UMBS",9,"L","OS","","","D02E","D","D02",45.5620647,-84.7047978,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.83764014666654,"Fagus",35,29.3174051333289,"kill","E"
"131","ACRU",421,"329","UMBS",9.3,"L","OS","","cluster","D02E","D","D02",45.5619905,-84.7047613,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.15657172976929,"Acer",19,21.9748628656166,"kill","E"
"132","FAGR",420,"359","UMBS",9.3,"L","OS","","","D02E","D","D02",NA,NA,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",0.883636551404782,"Fagus",35,30.9272792991674,"kill","E"
"133","ACRU",421,"294","UMBS",9.5,"L","OS","","","D02E","D","D02",45.562176,-84.7047594,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.19509707634791,"Acer",19,22.7068444506103,"kill","E"
"134","ACRU",421,"304","UMBS",9.6,"L","OS","","","D02E","D","D02",45.5621827,-84.7046728,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.214525200963,"Acer",19,23.075978818297,"kill","E"
"135","ACRU",420,"346","UMBS",9.9,"L","OS","","Veg plot SW","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.2734650533812,"Acer",19,24.1958360142428,"kill","E"
"136","ACRU",420,"339","UMBS",10.2,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.33337742001258,"Acer",19,25.334170980239,"kill","E"
"137","ACRU",421,"323","UMBS",10.4,"L","OS","","","D02E","D","D02",45.5620256,-84.7047515,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.37385270868471,"Acer",19,26.1032014650095,"kill","E"
"138","ACRU",420,"347","UMBS",10.7,"M","OS","","Veg plot SW, lower branches dead","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.43535672838668,"Acer",19,27.2717778393469,"kill","E"
"139","PIST",421,"321","UMBS",10.7,"L","OS","","","D02E","D","D02",45.5620356,-84.7046188,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.289370950671482,"Pinus",12.5,3.61713688339353,"kill","E"
"140","ACRU",420,"345","UMBS",10.8,"L","OS","","Veg plot SW","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.45606718787461,"Acer",19,27.6652765696176,"kill","E"
"141","ACRU",421,"324","UMBS",11,"L","OS","","","D02E","D","D02",45.5620253,-84.7047471,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.49779910572978,"Acer",19,28.4581830088658,"kill","E"
"142","ACRU",420,"342","UMBS",11.3,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.56116797847633,"Acer",19,29.6621915910503,"kill","E"
"143","ACRU",421,"311","UMBS",11.3,"L","OS","","","D02E","D","D02",45.5620502,-84.7047332,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.56116797847633,"Acer",19,29.6621915910503,"kill","E"
"144","ACRU",421,"332","UMBS",11.4,"M","OS","","Cluster","D02E","D","D02",45.5619543,-84.7047597,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.58249484097633,"Acer",19,30.0674019785502,"kill","E"
"145","ACRU",421,"327","UMBS",11.8,"L","OS","","","D02E","D","D02",45.5619745,-84.7047063,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.66881088206259,"Acer",19,31.7074067591893,"kill","E"
"146","ACRU",421,"296","UMBS",12.7,"L","OS","","","D02E","D","D02",45.5621933,-84.704745,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.86881607913329,"Acer",19,35.5075055035325,"kill","E"
"147","ACRU",420,"351","UMBS",12.8,"L","OS","","Veg plot SW","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.89152543290559,"Acer",19,35.9389832252062,"kill","E"
"148","QURU",421,"302","UMBS",13.1,"M","UN","","","D02E","D","D02",45.5621362,-84.704686,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.02708039121258,"Quercus",14.2,28.7845415552186,"kill","E"
"149","PIST",419,"378","UMBS",13.2,"L","OS","","","D02E","D","D02",NA,NA,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.42378681437615,"Pinus",12.5,5.29733517970187,"kill","E"
"150","ACRU",421,"319","UMBS",13.3,"L","OS","","Cluster","D02E","D","D02",45.5620261,-84.7046866,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.00650552027729,"Acer",19,38.1236048852685,"kill","E"
"151","ACRU",421,"318","UMBS",13.3,"L","OS","","Cluster","D02E","D","D02",45.5620224,-84.7046926,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.00650552027729,"Acer",19,38.1236048852685,"kill","E"
"152","ACRU",421,"300","UMBS",13.8,"L","OS","","","D02E","D","D02",45.5621539,-84.7047129,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.12384405361475,"Acer",19,40.3530370186802,"kill","E"
"153","ACRU",421,"297","UMBS",15.5,"L","OS","","in a cluster","D02E","D","D02",45.5620952,-84.7047661,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.53991771417717,"Acer",19,48.2584365693662,"kill","E"
"154","ACRU",419,"364","UMBS",15.5,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.53991771417717,"Acer",19,48.2584365693662,"kill","E"
"155","ACRU",419,"370","UMBS",15.8,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.61601810729103,"Acer",19,49.7043440385295,"kill","E"
"156","POGR",421,"316","UMBS",16,"L","OD","","","D02E","D","D02",45.5620558,-84.7046382,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",1.48161963461017,"Populus",15.89,23.5429359939556,"kill","E"
"157","QURU",421,"314","UMBS",16.2,"L","OD","","Cluster","D02E","D","D02",45.5620721,-84.7046607,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.76112191860743,"Quercus",14.2,39.2079312442255,"kill","E"
"158","ACRU",419,"365","UMBS",16.4,"L","OS","","cluster","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.77056509083843,"Acer",19,52.6407367259301,"kill","E"
"159","QURU",421,"315","UMBS",17.7,"L","OD","","","D02E","D","D02",45.5620745,-84.7046466,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.14081488106487,"Quercus",14.2,44.5995713111211,"kill","E"
"160","QURU",421,"317","UMBS",17.8,"L","OD","","","D02E","D","D02",45.5620501,-84.7046018,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.16666659496072,"Quercus",14.2,44.9666656484422,"kill","E"
"161","QURU",419,"372","UMBS",18.2,"L","OS","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.2707331063167,"Quercus",14.2,46.4444101096972,"kill","E"
"162","QURU",419,"374","UMBS",19.2,"M","OS","","Veg plot NW","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.53544857955877,"Quercus",14.2,50.2033698297345,"kill","E"
"163","QURU",421,"301","UMBS",19.5,"L","OS","","","D02E","D","D02",45.5621206,-84.7047108,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.61610969953181,"Quercus",14.2,51.3487577333518,"kill","E"
"164","PIST",420,"348","UMBS",20.5,"L","OS","","used top of two lines","D02E","D","D02",NA,NA,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.943021018408977,"Pinus",12.5,11.7877627301122,"kill","E"
"165","POGR",421,"328","UMBS",21.1,"L","OD","","","D02E","D","D02",45.5620708,-84.7048153,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.78039404683785,"Populus",15.89,44.1804614042535,"kill","E"
"166","QURU",421,"308","UMBS",21.4,"L","OD","","","D02E","D","D02",45.5620563,-84.7047809,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.13993266609299,"Quercus",14.2,58.7870438585204,"kill","E"
"167","QURU",421,"306","UMBS",23.7,"L","OD","","cluster","D02E","D","D02",45.5621847,-84.7046476,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.80286169618821,"Quercus",14.2,68.2006360858726,"kill","E"
"168","QURU",419,"373","UMBS",24.6,"L","OD","","","D02E","D","D02",45.5620964,-84.7049151,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.07051203906009,"Quercus",14.2,72.0012709546533,"kill","E"
"169","QURU",419,"366","UMBS",25.6,"L","OS","","","D02E","D","D02",45.5620315,-84.7050078,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.3731675950295,"Quercus",14.2,76.2989798494189,"kill","E"
"170","QURU",420,"333","UMBS",25.8,"L","OD","","HAD TO MAKE NEW PLOT, starting to become moribund, new plot is 420","D02E","D","D02",45.5619356,-84.7046846,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.43435380119584,"Quercus",14.2,77.1678239769809,"kill","E"
"171","QURU",420,"336","UMBS",25.9,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.46502803423076,"Quercus",14.2,77.6033980860768,"kill","E"
"172","QURU",419,"383","UMBS",26.2,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.55737388917147,"Quercus",14.2,78.9147092262348,"kill","E"
"173","QURU",419,"368","UMBS",26.9,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.77471831699361,"Quercus",14.2,82.0010001013093,"kill","E"
"174","QURU",420,"338","UMBS",27.8,"M","","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.05796019564345,"Quercus",14.2,86.023034778137,"kill","E"
"175","QURU",419,"375","UMBS",27.9,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.08969235587727,"Quercus",14.2,86.4736314534572,"kill","E"
"176","QURU",421,"295","UMBS",28.1,"L","OD","","","D02E","D","D02",45.5621114,-84.704779,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.153311951112,"Quercus",14.2,87.3770297057904,"kill","E"
"177","PIST",421,"290","UMBS",28.3,"L","OD","6/22/2018","Has some big sap holes around DBH level","D02E","D","D02",45.5620865,-84.7048167,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",1.69418393937479,"Pinus",12.5,21.1772992421849,"kill","E"
"178","QURU",420,"343","UMBS",28.7,"M","OD","","cluster, lower branches dead","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.3454057400844,"Quercus",14.2,90.1047615091984,"kill","E"
"179","QURU",421,"292","UMBS",29.3,"L","OD","","","D02E","D","D02",45.5621554,-84.7047709,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.53933558459886,"Quercus",14.2,92.8585653013038,"kill","E"
"180","QURU",420,"344","UMBS",29.4,"L","OD","","Cluster","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.5718342754541,"Quercus",14.2,93.3200467114483,"kill","E"
"181","QURU",420,"335","UMBS",30.6,"M","OD","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.96571839132403,"Quercus",14.2,98.9132011568013,"kill","E"
"182","QURU",421,"305","UMBS",32.1,"L","OD","","cluster","D02E","D","D02",45.5621824,-84.7046445,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.46803009680349,"Quercus",14.2,106.04602737461,"kill","E"
"183","QURU",419,"369","UMBS",32.3,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.53582678427496,"Quercus",14.2,107.008740336704,"kill","E"
"184","PIST",420,"355","UMBS",34.3,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",2.4026694322478,"Pinus",12.5,30.0333679030975,"kill","E"
"185","QURU",420,"354","UMBS",34.7,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.36412709090601,"Quercus",14.2,118.770604690865,"kill","E"
"186","QURU",419,"379","UMBS",34.9,"L","OD","","Has some widowmakers","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.43436193684773,"Quercus",14.2,119.767939503238,"kill","E"
"187","QURU",421,"303","UMBS",35.1,"L","OD","","","D02E","D","D02",45.5621413,-84.7046797,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.5047801563686,"Quercus",14.2,120.767878220434,"kill","E"
"188","QURU",421,"330","UMBS",37.5,"L","OD","","Cluster","D02E","D","D02",45.561987,-84.7047524,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.36389924182048,"Quercus",14.2,132.967369233851,"kill","E"
"189","QURU",419,"376","UMBS",37.6,"L","OD","","","D02E","D","D02",45.5621326,-84.7049059,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.40025320158221,"Quercus",14.2,133.483595462467,"kill","E"
"190","QURU",420,"349","UMBS",40.6,"M","OD","","cluster","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.5110624460231,"Quercus",14.2,149.257086733527,"kill","E"
"191","POGR",419,"367","UMBS",42,"L","OD","","","D02E","D","D02",NA,NA,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",13.3123859410276,"Populus",15.89,211.533812602929,"kill","E"
"192","QURU",421,"331","UMBS",42.3,"L","OD","","Cluster","D02E","D","D02",45.5619874,-84.704741,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.1574891170966,"Quercus",14.2,158.436345462771,"live","E"
"193","QURU",421,"326","UMBS",43.9,"L","OD","","","D02E","D","D02",45.5620005,-84.7047099,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.7767949734523,"Quercus",14.2,167.230488623023,"live","E"
"194","QURU",420,"352","UMBS",47.6,"L","OD","","a little above dbh","D02E","D","D02",NA,NA,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",13.2482755862154,"Quercus",14.2,188.125513324258,"live","E"
"195","QURU",419,"381","UMBS",56.2,"L","OD","","","D02E","D","D02",45.5621282,-84.7047895,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",16.8697084325209,"Quercus",14.2,239.549859741797,"live","E"
"196","QURU",422,"253","UMBS",40.9,"L","OD","6/22/2018","0525- 0253 SHARE BASE","D02W","D","D02",45.5618888,-84.7054192,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.6242590261326,"Quercus",14.2,150.864478171083,"kill","W"
"197","QURU",422,"278","UMBS",37.7,"L","OD","6/22/2018","","D02W","D","D02",45.5621109,-84.7054575,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.43665118017113,"Quercus",14.2,134.00044675843,"kill","W"
"198","QURU",422,"233","UMBS",35.5,"L","OD","6/22/2018","0232- 0233 SHARE BASE","D02W","D","D02",45.5619669,-84.7052092,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.64616444036262,"Quercus",14.2,122.775535053149,"kill","W"
"199","QURU",422,"269","UMBS",35.1,"L","OD","6/22/2018","0268- 0269 SHARE BASE","D02W","D","D02",45.5620416,-84.7055076,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.5047801563686,"Quercus",14.2,120.767878220434,"kill","W"
"200","QURU",422,"232","UMBS",34.4,"L","OD","6/22/2018","0232- 0233 SHARE BASE","D02W","D","D02",45.5619709,-84.7052155,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.25911990725518,"Quercus",14.2,117.279502683024,"kill","W"
"201","QURU",422,"207","UMBS",34.4,"L","OD","6/22/2018","","D02W","D","D02",45.5620681,-84.7053512,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.25911990725518,"Quercus",14.2,117.279502683024,"kill","W"
"202","POGR",422,"287","UMBS",34,"L","OD","6/22/2018","","D02W","D","D02",45.562171,-84.7053704,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.23148707181359,"Populus",15.89,130.798329571118,"kill","W"
"203","QURU",422,"252","UMBS",33.1,"L","OD","6/22/2018","0525- 0253 SHARE BASE","D02W","D","D02",45.5618928,-84.7054139,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.80891990437633,"Quercus",14.2,110.886662642144,"kill","W"
"204","QURU",422,"258","UMBS",33.1,"L","OD","6/22/2018","0257- 0258 SHARE BASE","D02W","D","D02",45.5619954,-84.7054413,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.80891990437633,"Quercus",14.2,110.886662642144,"kill","W"
"205","QURU",422,"257","UMBS",31.7,"L","OD","6/22/2018","0257- 0258 SHARE BASE","D02W","D","D02",45.5619851,-84.705421,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.33301315174142,"Quercus",14.2,104.128786754728,"kill","W"
"206","QURU",422,"219","UMBS",30.8,"L","OD","6/22/2018","","D02W","D","D02",45.5620689,-84.7052431,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.03205938874725,"Quercus",14.2,99.8552433202109,"kill","W"
"207","QURU",422,"268","UMBS",30.6,"L","OD","6/22/2018","0268- 0269 SHARE BASE","D02W","D","D02",45.5620223,-84.7055004,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.96571839132403,"Quercus",14.2,98.9132011568013,"kill","W"
"208","QURU",422,"218","UMBS",30.5,"L","OD","6/22/2018","","D02W","D","D02",45.5620379,-84.7052814,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.93262172242635,"Quercus",14.2,98.4432284584542,"kill","W"
"209","QURU",422,"271","UMBS",30.3,"L","OD","6/22/2018","0271- 0272 SHARE BASE","D02W","D","D02",45.5620738,-84.7054881,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.86657648394799,"Quercus",14.2,97.5053860720615,"kill","W"
"210","QURU",423,"230","UMBS",29.1,"L","OD","6/22/2018","0228-0230 SHARE BASE","D02W","D","D02",45.5620243,-84.7051089,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.47448958141897,"Quercus",14.2,91.9377520561494,"kill","W"
"211","POGR",422,"285","UMBS",28.9,"L","OD","6/22/2018","","D02W","D","D02",45.5621348,-84.7054402,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.68730286696222,"Populus",15.89,90.3712425560296,"kill","W"
