,Site,SubplotID,Tag,Species,DBH_cm,Health_status,Canopy_status,dbh.class
1,UMBS,D02E,335,QURU,30.6,M,OD,28-33
2,UMBS,D02E,305,QURU,32.1,L,OD,28-33
3,UMBS,D02E,371,ACRU,8.8,L,OS,8-13
4,UMBS,D02E,377,PIST,8.4,L,OS,8-13
5,UMBS,D02E,311,ACRU,11.3,L,OS,8-13
6,UMBS,D02E,296,ACRU,12.7,L,OS,8-13
7,UMBS,D02E,304,ACRU,9.6,L,OS,8-13
8,UMBS,D02E,351,ACRU,12.8,L,OS,8-13
9,UMBS,D02E,363,ACRU,8.2,L,OS,8-13
10,UMBS,D02E,309,PIST,8.9,L,OS,8-13
11,UMBS,D02E,302,QURU,13.1,M,UN,13-18
12,UMBS,D02E,297,ACRU,15.5,L,OS,13-18
13,UMBS,D02E,378,PIST,13.2,L,OS,13-18
14,UMBS,D02E,372,QURU,18.2,L,OS,18-23
15,UMBS,D02E,348,PIST,20.5,L,OS,18-23
16,UMBS,D02E,303,QURU,35.1,L,OD,33-38
17,UMBS,D02E,379,QURU,34.9,L,OD,33-38
18,UMBS,D02E,333,QURU,25.8,L,OD,23-28
19,UMBS,D02E,338,QURU,27.8,M,NA,23-28
20,UMBS,D02E,331,QURU,42.3,L,OD,38-43
21,UMBS,D02W,264,QURU,22.4,L,OD,18-23
22,UMBS,D02W,275,QURU,21.4,L,OD,18-23
23,UMBS,D02W,256,PIST,20.1,M,OS,18-23
24,UMBS,D02W,287,POGR,34,L,OD,33-38
25,UMBS,D02W,233,QURU,35.5,L,OD,33-38
26,UMBS,D02W,284,PIST,8.7,L,UN,8-13
27,UMBS,D02W,250,ACRU,10.3,L,OS,8-13
28,UMBS,D02W,280,ACRU,10.9,L,OS,8-13
29,UMBS,D02W,227,ACRU,9.8,L,OS,8-13
30,UMBS,D02W,236,FAGR,9.3,L,UN,8-13
31,UMBS,D02W,208,PIST,8.9,L,OS,8-13
32,UMBS,D02W,221,ACRU,10.2,L,OS,8-13
33,UMBS,D02W,247,QURU,26.8,L,OD,23-28
34,UMBS,D02W,226,QURU,24.5,L,OD,23-28
35,UMBS,D02W,266,QURU,23.7,L,OD,23-28
36,UMBS,D02W,216,QURU,17.5,L,OD,13-18
37,UMBS,D02W,276,QURU,28.1,L,OD,28-33
38,UMBS,D02W,230,QURU,29.1,L,OD,28-33
39,UMBS,D03E,424,PIRE,9.7,L,UN,8-13
40,UMBS,D03E,473,PIRE,8.9,L,OS,8-13
41,UMBS,D03E,468,PIST,8.2,L,OS,8-13
42,UMBS,D03E,482,PIST,9.8,L,OS,8-13
43,UMBS,D03E,486,ACRU,8.1,L,UN,8-13
44,UMBS,D03E,395,FAGR,9,L,UN,8-13
45,UMBS,D03E,436,ACRU,12.9,L,OS,8-13
46,UMBS,D03E,462,FAGR,8,L,OS,8-13
47,UMBS,D03E,445,POGR,27.5,L,OD,23-28
48,UMBS,D03E,439,PIRE,25,L,OS,23-28
49,UMBS,D03E,421,QURU,27,L,OD,23-28
50,UMBS,D03E,386,POGR,24,L,OD,23-28
51,UMBS,D03E,419,QURU,16.8,L,OS,13-18
52,UMBS,D03E,414,QURU,17.1,L,OS,13-18
53,UMBS,D03E,467,QURU,14.1,L,OS,13-18
54,UMBS,D03E,449,ACRU,14.9,L,OS,13-18
55,UMBS,D03E,432,POGR,28.4,L,OD,28-33
56,UMBS,D03E,495,POGR,29.6,L,OD,28-33
57,UMBS,D03E,404,QURU,29,L,OD,28-33
58,UMBS,D03E,400,POGR,35.1,L,OD,33-38
59,UMBS,D03E,459,QURU,34,L,OD,33-38
60,UMBS,D03E,480,POGR,22,L,OD,18-23
61,UMBS,D03E,455,QURU,18.5,L,OD,18-23
62,UMBS,D03E,472,PIRE,21.1,L,OS,18-23
63,UMBS,D03W,570,POGR,17.5,L,OD,13-18
64,UMBS,D03W,513,ACRU,13.6,L,OS,13-18
65,UMBS,D03W,557,ACRU,8.7,L,UN,8-13
66,UMBS,D03W,510,QURU,12.7,M,UN,8-13
67,UMBS,D03W,543,PIST,11.6,L,UN,8-13
68,UMBS,D03W,564,PIST,9.1,L,UN,8-13
69,UMBS,D03W,526,FAGR,8.6,L,OS,8-13
70,UMBS,D03W,527,FAGR,10.4,L,OS,8-13
71,UMBS,D03W,574,QURU,28.1,L,OD,28-33
72,UMBS,D03W,554,POGR,28.7,L,OD,28-33
73,UMBS,D03W,501,QURU,29.4,L,OD,28-33
74,UMBS,D03W,524,POGR,20.4,L,OD,18-23
75,UMBS,D03W,579,POGR,20.2,L,OD,18-23
76,UMBS,D03W,508,QURU,26.6,L,OD,23-28
77,UMBS,D03W,537,POGR,26.2,L,OD,23-28
78,UMBS,D03W,506,POGR,23.1,L,OD,23-28
79,UMBS,D03W,545,POGR,26.1,L,OD,23-28
80,UMBS,D03W,520,QURU,34.5,L,OD,33-38
