"","xbin","mean.ht","sd.ht","max.ht","max.vai","sum.vai","sd.vai","vai.z.sum","max.vai.z","height.bin"
"1",1,18.7668959390863,7.57494119238058,28,0.830445271254074,3.14610996994332,0.198247130417754,60.7582506631947,10,19.3121827411168
"2",2,22.5157868852459,4.96489170665393,28.359,4.20918063961437,8,0.836370771838382,215.98306457343,28,26.9978830716787
"3",3,13.6338983050847,7.91177495863006,27.791,1.17658481615122,5.97148422820835,0.274316416758684,84.1574429789025,24,14.0932203389831
"4",4,12.3141864754098,6.67178091817967,27.319,4.10577234230027,8,0.839455402560104,179.999879471557,27,22.4999849339446
"5",5,7.61385245901639,0.486139659708375,9.275,4.94627554894807,8,0.993427374681603,72.0159788267813,9,9.00199735334766
"6",6,7.10105954825462,1.75374332933043,24.43,2.2031162943672,8,0.614778483818417,91.3950569251209,11,11.4243821156401
"7",7,4.22859221311475,1.54462280361334,9.345,2.5139486292836,8,0.696382002500427,58.8891190123456,8,7.3611398765432
"8",8,4.7148012295082,2.39451288454437,8.424,6.49042174696374,8,1.21828792407212,61.4618996927447,8,7.68273746159309
"9",9,2.33373770491803,0.671521406078635,8.764,4.67196003777327,8,0.954371146461396,39.2267480123953,3,4.90334350154942
"10",10,2.5258295687885,0.23318793906709,3.014,7.29126928247114,8,1.35564969173656,27.2912692824711,3,3.41140866030889
"11",11,2.60889587073609,0.739570984379563,5.872,3.24453355379532,8,0.81089009430751,38.4966173686728,6,4.8120771710841
"12",12,3.65106654676259,1.87364580312383,24.586,2.17983243492594,8,0.545149100624189,76.6933651412647,7,9.58667064265809
"13",13,5.3945763016158,0.64954206337946,8.389,5.54304606773796,8,1.05917584671809,53.5909610299042,6,6.69887012873803
"14",14,5.60976079136691,1.13480251818928,8.693,3.3392235328148,8,0.769727739749893,64.8970870778718,9,8.11213588473398
"15",15,6.52623518850987,3.40822386922988,23.994,3.14328350375907,8,0.673212984719794,112.980840411667,17,14.1226050514584
"16",16,5.92520388349515,4.07766876617055,17.667,0.580528396034489,2.59975759963271,0.177848804070802,16.3873070054518,4,6.30339805825243
"17",17,3.54135510204082,4.26277045010296,17.45,0.795622529587204,1.13329953342363,0.147731265835635,4.33660535748839,1,3.8265306122449
"18",18,8.71324416517056,3.80786293016863,20.257,2.26648674420391,8,0.547546240727467,125.062419640142,20,15.6328024550178
"19",19,10.4884748201439,3.85905613457686,19.563,2.03643660616792,8,0.548550505504152,134.039756937992,20,16.754969617249
"20",20,10.7938597122302,2.52009311677581,21.531,1.91389162979877,8,0.529577401756086,123.917682252505,15,15.4897102815632
"21",21,15.6241406844106,4.26290515596367,26.329,3.08007778780847,8,0.760727424378016,180.886661846606,25,22.6108327308257
"22",22,21.8346855345912,3.99844680671123,26.821,0.486871540810275,1.80029244160078,0.140798457262494,40.3197571354742,22,22.3962264150943
"23",23,23.8602920792079,1.72739410870902,27.304,0.338155258095264,0.94871336298949,0.0855621709964682,23.107275969843,22,24.3564356435644
"24",24,22.7298282828283,2.92322582537422,27.19,0.631026289327316,2.68695065132922,0.168436934581134,62.5733810771667,26,23.2878787878788
"25",25,17.8792057692308,6.91045493721455,26.878,2.04216473998597,7.17517341076153,0.43454714772169,132.464739890982,20,18.4615384615385
"26",26,4.91262927756654,0.522825191051784,6.521,3.91632967398521,8,0.900072566743965,49.4380787706614,6,6.17975984633268
"27",27,2.90835619047619,1.86116760856217,6.364,5.90550737306157,8,1.12032471321654,45.5415608957139,6,5.69269511196423
"28",28,2.13209567198178,0.744728959892582,6.392,1.8240245708885,3.4219948146156,0.382639138961261,8.4302674077603,2,2.46355353075171
"29",29,2.61710495626822,1.66368982593066,25.628,0.878962303499528,2.0509120414989,0.19773869034216,6.44871322669551,3,3.14431486880466
"30",30,2.36479619047619,0.612096380788821,6.008,4.11576115814881,8,0.920419244908489,35.3160398656208,3,4.4145049832026
"31",31,4.21634823529412,2.42686609801436,9.877,2.57121763091652,8,0.6782974318878,63.5640069692393,10,7.94550087115492
"32",32,6.49199529411765,1.54759111048779,14.066,2.72917795564709,8,0.826795445777748,83.3681587010777,6,10.4210198376347
"33",33,7.19818867924528,1.35773545028789,10.272,4.6218850567106,8,0.946655083485136,75.9074312901857,10,9.48842891127321
"34",34,5.21763215258856,4.2215348118424,16.03,1.99993538169888,3.7639809491461,0.421563481983033,20.63010266814,1,5.48092643051771
"35",35,10.5473655660377,3.10749481715133,22.342,1.53751972562215,8,0.45548424157527,129.963572567547,18,16.2454465709434
"36",36,8.29804464285714,2.66330805764962,18.583,1.56785824661014,2.99318392534664,0.307040768332832,27.045554754025,7,9.03571428571429
"37",37,8.13457075471698,2.65330498037052,12.984,5.14443219785182,8,0.974124211592565,96.4545168101859,13,12.0568146012732
"38",38,9.41949473684211,5.4984197410755,23.346,2.21222745094552,4.20323215679648,0.452303963095961,42.0433827052195,6,10.0026315789474
"39",39,13.07375,4.40967052070841,24.88,2.44417676184388,6.60245151251333,0.620667497873168,89.6727188598565,13,13.5817307692308
"40",40,14.6777213930348,4.22331421688627,25.269,1.99253875442938,5.34000386187074,0.503785786524417,80.7775211045671,13,15.1268656716418
