"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",332,1263,"FAGR",8.9,"L","UN","06/28/2018","","C03E"
"2","UMBS",332,1264,"ACRU",21.4,"L","OS","06/28/2018","1264-1266 share base","C03E"
"3","UMBS",335,1265,"ACRU",26.1,"L","OS","06/29/2018","1264-1266 share base, 1265 in new plot","C03E"
"4","UMBS",332,1266,"ACRU",21.1,"L","OS","06/28/2018","1264-1266 share base","C03E"
"5","UMBS",332,1267,"BEPA",16.1,"D","OS","06/28/2018","","C03E"
"6","UMBS",332,1268,"PIST",42.6,"L","OD","06/28/2018","","C03E"
"7","UMBS",332,1269,"PIST",18.8,"L","OS","06/28/2018","","C03E"
"8","UMBS",332,1270,"FAGR",18.9,"L","OS","06/28/2018","1270-1271 share base","C03E"
"9","UMBS",332,1271,"FAGR",10,"D","UN","06/28/2018","1270-1271 share base","C03E"
"10","UMBS",332,1272,"ACPE",2.4,"L","UN","06/28/2018","reading above DBH, 1272-1274 share base, NE veg plot","C03E"
"11","UMBS",332,1273,"ACPE",2.8,"L","UN","06/28/2018","1272-1274 share base, NE veg plot","C03E"
"12","UMBS",332,1274,"ACPE",1.8,"L","UN","06/28/2018","1272-1274 share base, NEveg plot","C03E"
"13","UMBS",332,1275,"PIST",34.3,"L","OD","06/28/2018","","C03E"
"14","UMBS",332,1276,"unknown",9.6,"D","OS","06/28/2018","","C03E"
"15","UMBS",334,1277,"PIST",44.6,"L","OD","06/29/2018","in new plot 334","C03E"
"16","UMBS",332,1278,"BEPA",17.4,"D","UN","06/28/2018","","C03E"
"17","UMBS",332,1279,"PIST",51.2,"L","OD","06/28/2018","","C03E"
"18","UMBS",332,1280,"ACRU",9.2,"L","OS","06/28/2018","1280-1281 share base","C03E"
"19","UMBS",332,1281,"ACRU",9.9,"D","UN","06/28/2018","1280-1281 share base","C03E"
"20","UMBS",332,1282,"PIST",32.3,"L","OD","06/28/2018","","C03E"
"21","UMBS",332,1283,"ACRU",9.4,"L","OS","06/28/2018","","C03E"
"22","UMBS",332,1284,"QURU",29,"L","OD","06/28/2018","1284-1286 share base","C03E"
"23","UMBS",332,1285,"QURU",47,"L","OD","06/28/2018","1284-1286 share base","C03E"
"24","UMBS",332,1286,"QURU",50.9,"L","OD","06/28/2018","1284-1286 share base","C03E"
"25","UMBS",332,1287,"QURU",14.1,"L","OS","06/28/2018","","C03E"
"26","UMBS",332,1288,"QURU",23.8,"L","OD","06/28/2018","","C03E"
"27","UMBS",332,1289,"PIST",13.6,"L","OS","06/28/2018","","C03E"
"28","UMBS",332,1290,"BEPA",17.2,"L","OS","06/28/2018","","C03E"
"29","UMBS",332,1291,"FAGR",13,"L","UN","06/28/2018","1291-1293 share base","C03E"
"30","UMBS",332,1292,"FAGR",7.8,"L","UN","06/28/2018","REDACT, under minimum DBH","C03E"
"31","UMBS",332,1293,"FAGR",8,"L","UN","06/28/2018","1291-1293 share base","C03E"
"32","UMBS",332,1294,"unknown ",9.1,"D","UN","06/28/2018","","C03E"
"33","UMBS",332,1295,"FAGR",8.7,"L","UN","06/28/2018","","C03E"
"34","UMBS",332,1296,"QURU",15.5,"D","UN","06/28/2018","","C03E"
"35","UMBS",332,1297,"ACRU",30.3,"L","OD","06/28/2018","","C03E"
"36","UMBS",334,1298,"POGR",40.1,"D","OD","06/29/2018","in new plot 334","C03E"
"37","UMBS",332,1299,"BEPA",17,"D","UN","06/28/2018","","C03E"
