"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","forteB03E.CSV",8.77620326530526,3.88378231635075,15.0837650807988,9.57749522097158,40,7.375,7.89476310772017,5.85152839994686,21.253,15.1934,7.35833538782113,3.34853946482338,0,0,0.651136363636364,595.313432335701,19.5228065460474,14.6346662722903,6.13871810221495,"forteB03E.CSV",5.98676913052921,5.03843561666468,1.22282608695652,98.7771739130435,25.732,349.725,4.925,0.911384902135843,17.418037331362
