"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","forte_2019_A03E_NS.CSV",10.9939346693922,6.18440974416285,38.2469238836964,12.5760625913466,40,10.5,8,8.40024419669468,63.05,19.295625,6.27297401924483,3.02119189692866,0,0,0.883203125,4092.50361510771,34.6164633230609,53.7978074098832,13.0774167108848,"forte_2019_A03E_NS.CSV",6.10289379307613,5.85349943029917,12.871868025677,87.128131974323,63.05,2173.275,13.95,0.82281822446293,20.3398992212552
