"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",221,1748,"ACRU",27.5,"L","OS","07/05/2018","","B02W"
"2","UMBS",221,1749,"ACRU",32.3,"L","OS","07/05/2018","1749 + 1753 share base","B02W"
"3","UMBS",221,1750,"FAGR",9.1,"L","UN","07/05/2018","1750-1752 share base","B02W"
"4","UMBS",221,1751,"FAGR",16.2,"L","OS","07/05/2018","1750-1752 share base","B02W"
"5","UMBS",221,1752,"FAGR",7.8,"L","OS","07/05/2018","1750-1752 share base","B02W"
"6","UMBS",221,1753,"ACRU",26.3,"L","OS","07/05/2018","1749 + 1753 share base","B02W"
"7","UMBS",221,1754,"FAGR",8.1,"L","UN","07/05/2018","1754-1755 share base","B02W"
"8","UMBS",221,1755,"FAGR",7.7,"L","UN","07/05/2018","Under minimum DBH, 1754-1755 share base, 1755 read above DBH","B02W"
"9","UMBS",221,1756,"FAGR",10.2,"L","UN","07/05/2018","","B02W"
"10","UMBS",221,1757,"POGR",38.8,"L","OD","07/05/2018","","B02W"
"11","UMBS",221,1758,"POGR",33.2,"L","OD","07/05/2018","read as outside plot at 18.06 m","B02W"
"12","UMBS",221,1759,"FAGR",37.5,"L","OS","07/05/2018","1759-1760 share base, 1759 read as outside plot at 8.40 m","B02W"
"13","UMBS",221,1760,"FAGR",34.5,"L","OD","07/05/2018","1759-1760 share base","B02W"
"14","UMBS",221,1761,"POGR",39.6,"L","OD","07/05/2018","","B02W"
"15","UMBS",221,1762,"POGR",29.5,"L","OD","07/05/2018","","B02W"
"16","UMBS",221,1763,"BEPA",10.2,"L","OS","07/05/2018","","B02W"
"17","UMBS",221,1764,"ACRU",26.5,"L","OS","07/05/2018","","B02W"
"18","UMBS",221,1765,"POGR",37.2,"L","OD","07/05/2018","","B02W"
"19","UMBS",221,1766,"FAGR",14.5,"L","OS","07/05/2018","1766-1767 share base w/ third <8cm","B02W"
"20","UMBS",221,1767,"FAGR",11.9,"L","OS","07/05/2018","1766-1767 share base w/ third <8cm","B02W"
"21","UMBS",221,1768,"ACRU",25.6,"L","OS","07/05/2018","1768-1769 share base","B02W"
"22","UMBS",221,1769,"ACRU",21.7,"L","OS","07/05/2018","1768-1769 share base","B02W"
"23","UMBS",221,1770,"ACRU",17,"L","OS","07/05/2018","","B02W"
"24","UMBS",221,1771,"ACRU",11.8,"D","OS","07/05/2018","reading taken below DBH, 1771-1772 share base","B02W"
"25","UMBS",221,1772,"ACRU",12.6,"L","OS","07/05/2018","1771-1772 share base","B02W"
"26","UMBS",221,1773,"BEPA",36.1,"L","OD","07/05/2018","read as outside plot at 18.22","B02W"
"27","UMBS",220,1774,"ACRU",23.1,"L","OS","07/05/2018","1774-1775 share base, 1774 in new plot 220","B02W"
"28","UMBS",220,1775,"ACRU",27.8,"L","OS","07/05/2018","1774-1775 share base, 1775 in new plot 220","B02W"
"29","UMBS",221,1776,"POGR",34,"L","OD","07/05/2018","","B02W"
"30","UMBS",221,1777,"POGR",33.4,"L","OD","07/05/2018","","B02W"
"31","UMBS",221,1778,"POGR",31.9,"L","OD","07/05/2018","","B02W"
"32","UMBS",221,1779,"POGR",38.5,"L","OD","07/05/2018","","B02W"
"33","UMBS",221,1780,"ACPE",1,"L","SA","07/05/2018","reading taken below DBH, SE veg plot","B02W"
"34","UMBS",221,1781,"QURU",5.1,"L","UN","07/05/2018","SE veg plot","B02W"
"35","UMBS",221,1782,"QURU",8.3,"L","OS","07/05/2018","","B02W"
"36","UMBS",221,1783,"POGR",37.5,"L","OD","07/05/2018","","B02W"
"37","UMBS",221,1784,"POGR",37,"D","UN","07/05/2018","","B02W"
"38","UMBS",221,1785,"FAGR",13.5,"L","UN","07/05/2018","1785-1786 share base","B02W"
"39","UMBS",221,1786,"FAGR",8.1,"L","UN","07/05/2018","1785-1786 share base","B02W"
"40","UMBS",221,1787,"POGR",34.7,"D","OS","07/05/2018","","B02W"
"41","UMBS",221,1788,"POGR",38.2,"D","OS","07/05/2018","","B02W"
"42","UMBS",221,1789,"POGR",26,"L","OD","07/05/2018","","B02W"
"43","UMBS",221,1790,"QURU",9.5,"L","OS","07/05/2018","","B02W"
"44","UMBS",221,1791,"POGR",24,"L","OD","07/05/2018","","B02W"
"45","UMBS",221,1792,"FAGR",7.8,"L","OS","07/05/2018","REDACT, under minimum DBH","B02W"
"46","UMBS",221,1793,"ACRU",22.7,"L","OS","07/05/2018","","B02W"
"47","UMBS",221,1794,"ACSA",9.7,"L","OS","07/05/2018","acer saccharum ","B02W"
"48","UMBS",221,1795,"ACRU",20.3,"L","OS","07/05/2018","","B02W"
"49","UMBS",221,1796,"FAGR",8.7,"L","OS","07/05/2018","","B02W"
"50","UMBS",221,1797,"POGR",40,"L","OD","07/05/2018","","B02W"
"51","UMBS",221,1798,"ACRU",14.3,"L","OS","07/05/2018","","B02W"
"52","UMBS",221,1799,"POGR",39.6,"L","OD","07/05/2018","","B02W"
"53","UMBS",221,1800,"POGR",33.2,"L","OD","07/05/2018","","B02W"
"54","UMBS",221,1801,"POGR",38.1,"L","OD","07/05/2018","","B02W"
"55","UMBS",221,1802,"FAGR",19.1,"L","OS","07/05/2018","1802-1803 share base","B02W"
"56","UMBS",221,1803,"FAGR",15.2,"L","OS","07/05/2018","1802-1803 share base","B02W"
"57","UMBS",221,1804,"POGR",39.3,"L","OD","07/05/2018","","B02W"
"58","UMBS",221,1805,"POGR",39.2,"D","OS","07/05/2018","","B02W"
"59","UMBS",221,1806,"POGR",37.5,"L","OD","07/05/2018","","B02W"
"60","UMBS",221,1807,"ACRU",14,"L","OS","07/05/2018","","B02W"
"61","UMBS",221,1808,"POGR",40.1,"L","OD","07/05/2018","","B02W"
"62","UMBS",221,1809,"ACRU",18.4,"L","OS","07/05/2018","","B02W"
"63","UMBS",221,1810,"FAGR",9,"L","UN","07/05/2018","","B02W"
"64","UMBS",221,1811,"FAGR",16.9,"L","OS","07/05/2018","","B02W"
"65","UMBS",221,1812,"FAGR",9.3,"L","OS","07/05/2018","","B02W"
"66","UMBS",221,1813,"FAGR",10.9,"L","OS","07/05/2018","1813-1814 share base","B02W"
"67","UMBS",221,1814,"FAGR",17.1,"L","OS","07/05/2018","1813-1814 share base","B02W"
"68","UMBS",221,1815,"POGR",29.4,"L","OD","07/05/2018","","B02W"
"69","UMBS",221,1816,"POGR",39.3,"L","OD","07/05/2018","","B02W"
"70","UMBS",221,1817,"POGR",31.4,"L","OD","07/05/2018","SW veg plot","B02W"
"71","UMBS",221,1818,"POGR",32.4,"L","OD","07/05/2018","","B02W"
"72","UMBS",221,1819,"POGR",23.3,"D","UN","07/05/2018","","B02W"
"73","UMBS",221,1820,"FAGR",17.7,"L","OS","07/05/2018","","B02W"
"74","UMBS",221,1821,"FAGR",11.7,"L","OS","07/05/2018","","B02W"
"75","UMBS",221,1822,"ACRU",37.9,"L","OD","07/05/2018","","B02W"
"76","UMBS",221,1823,"FAGR",23.1,"D","UN","07/05/2018","","B02W"
"77","UMBS",221,1824,"FAGR",8,"L","UN","07/05/2018","","B02W"
"78","UMBS",221,1825,"ACRU",29.2,"L","OS","07/05/2018","","B02W"
"79","UMBS",221,1826,"QURU",49.3,"L","OD","07/05/2018","","B02W"
"80","UMBS",221,1827,"ACRU",16.1,"L","OS","07/05/2018","","B02W"
"81","UMBS",221,1828,"POGR",42.8,"D","UN","07/05/2018","","B02W"
"82","UMBS",221,1829,"FAGR",15.9,"L","OS","07/05/2018","","B02W"
"83","UMBS",221,1830,"FAGR",15.2,"L","OS","07/05/2018","","B02W"
"84","UMBS",221,1831,"FAGR",10.6,"L","OS","07/05/2018","1831-1832 share base","B02W"
"85","UMBS",221,1832,"FAGR",9.6,"L","OS","07/05/2018","1831-1832 share base","B02W"
"86","UMBS",221,1833,"POGR",30.1,"L","OD","07/05/2018","","B02W"
"87","UMBS",221,1834,"FAGR",7.3,"L","UN","07/05/2018","NW veg plot","B02W"
"88","UMBS",221,1835,"ACRU",24.9,"L","OS","07/05/2018","","B02W"
"89","UMBS",221,1836,"ACRU",11.4,"L","OS","07/05/2018","","B02W"
"90","UMBS",221,1837,"unknown",37.3,"D","OS","07/05/2018","","B02W"
"91","UMBS",221,1838,"unknown",32.9,"D","OS","07/05/2018","","B02W"
"92","UMBS",221,1839,"FAGR",16.6,"L","OS","07/05/2018","read as outside plot at 18.02 m","B02W"
"93","UMBS",221,1840,"ACRU",32.5,"L","OS","07/05/2018","1840-1841 share base","B02W"
"94","UMBS",221,1841,"ACRU",8,"D","UN","07/05/2018","1840-1841 share base","B02W"
"95","UMBS",221,1842,"FAGR",7.8,"L","UN","07/05/2018","REDACT, under minimum DBH, reading taken above DBH","B02W"
"96","UMBS",221,1843,"FAGR",14.6,"L","OS","07/05/2018","1843-1844 share base","B02W"
"97","UMBS",221,1844,"FAGR",11.7,"L","OS","07/05/2018","1843-1844 share base, 1844 reading taken above DBH","B02W"
"98","UMBS",221,1845,"unknown",20.4,"D","UN","07/05/2018","","B02W"
"99","UMBS",221,1846,"POGR",41,"L","OD","07/05/2018","","B02W"
"100","UMBS",221,1847,"FAGR",11.8,"L","OS","07/05/2018","1847-1848 share base","B02W"
"101","UMBS",221,1848,"FAGR",9.3,"L","OS","07/05/2018","","B02W"
"102","UMBS",221,1849,"POGR",25.3,"L","OD","07/05/2018","","B02W"
"103","UMBS",221,1850,"POGR",33.3,"L","OD","07/05/2018","","B02W"
"104","UMBS",221,1851,"FAGR",16.6,"L","OS","07/05/2018","","B02W"
"105","UMBS",221,1852,"POGR",43.7,"L","OD","07/05/2018","","B02W"
"106","UMBS",219,1853,"ACRU",19.6,"L","OS","07/05/2018","1853-1855 share base, 1853 taken above DBH, in new plot 219","B02W"
"107","UMBS",221,1854,"ACRU",15.4,"L","OS","07/05/2018","1853-1855 share base","B02W"
"108","UMBS",221,1855,"ACRU",15.9,"L","OS","07/05/2018","1853-1855 share base","B02W"
"109","UMBS",221,1856,"ACRU",35,"L","OS","07/05/2018","","B02W"
"110","UMBS",221,1857,"ACRU",27.8,"L","OS","07/05/2018","","B02W"
"111","UMBS",221,1858,"ACRU",12.7,"L","OS","07/05/2018","","B02W"
"112","UMBS",221,1859,"POGR",44.5,"L","OD","07/05/2018","","B02W"
"113","UMBS",221,1860,"FAGR",14.3,"L","OS","07/05/2018","","B02W"
"114","UMBS",221,1861,"POGR",39.1,"L","OD","07/05/2018","","B02W"
