"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",242,2246,"ACRU",22.6,"L","OS","07/06/2018","2246 - 2247 share base","B04E"
"2","UMBS",242,2247,"ACRU",15.2,"L","OS","07/06/2018","2246 - 2247 share base","B04E"
"3","UMBS",242,2248,"ACRU",11.1,"L","OS","07/06/2018","Shares base with smaller tree","B04E"
"4","UMBS",242,2249,"ACRU",19.6,"L","OS","07/06/2018","2249 - 2251 share base","B04E"
"5","UMBS",242,2250,"ACRU",27,"L","OS","07/06/2018","2249 - 2251 share base","B04E"
"6","UMBS",242,2251,"ACRU",24.3,"L","OS","07/06/2018","2249 - 2251 share base","B04E"
"7","UMBS",242,2252,"ACRU",9.2,"L","OS","07/06/2018","2252 - 2253 share base","B04E"
"8","UMBS",242,2253,"ACRU",8.2,"D","OS","07/06/2018","","B04E"
"9","UMBS",243,2254,"QURU",12.1,"L","OS","07/06/2018","In a new plot","B04E"
"10","UMBS",242,2255,"QURU",11.9,"L","OS","07/06/2018","","B04E"
"11","UMBS",242,2256,"POGR",41.2,"L","OD","07/06/2018","","B04E"
"12","UMBS",242,2257,"ACRU",13,"L","OS","07/06/2018","2257 - 2258 share base","B04E"
"13","UMBS",242,2258,"ACRU",11.4,"L","OS","07/06/2018","2257 - 2258 share base","B04E"
"14","UMBS",242,2259,"FAGR",9.6,"L","UN","07/06/2018","","B04E"
"15","UMBS",242,2260,"POGR",29.1,"D","UN","07/06/2018","","B04E"
"16","UMBS",242,2261,"QURU",4.3,"L","UN","07/06/2018","In NE veg plot","B04E"
"17","UMBS",242,2262,"ACPE",3,"L","UN","07/06/2018","In NE veg plot","B04E"
"18","UMBS",242,2263,"ACPE",1.4,"L","SA","07/06/2018","In NE veg plot","B04E"
"19","UMBS",242,2264,"ACRU",27.1,"L","OD","07/06/2018","In a cluster with 2264 - 2269","B04E"
"20","UMBS",243,2265,"POGR",27.9,"L","OD","07/06/2018","In a cluster with 2264 - 2269, in a new plot","B04E"
"21","UMBS",243,2266,"ACRU",10.1,"L","OS","07/06/2018","In a cluster with 2264 - 2269, in a new plot","B04E"
"22","UMBS",243,2267,"ACRU",8.3,"L","OS","07/06/2018","In a cluster with 2264 - 2269, in a new plot","B04E"
"23","UMBS",243,2268,"ACRU",8.9,"L","OS","07/06/2018","In a cluster with 2264 - 2269, in a new plot","B04E"
