"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",311,819,"BEPA",10.2,"D","UN","06/27/2018","","C01W"
"2","UMBS",311,820,"QURU",22.5,"L","OS","06/27/2018","","C01W"
"3","UMBS",311,821,"ACRU",8.5,"L","UN","06/27/2018","Shared base with 822","C01W"
"4","UMBS",311,822,"ACRU",9.4,"L","OS","06/27/2018","Shared base with 821","C01W"
"5","UMBS",311,823,"POGR",20.1,"L","OD","06/27/2018","","C01W"
"6","UMBS",311,824,"QURU",33.8,"L","OD","06/27/2018","","C01W"
"7","UMBS",311,825,"FAGR",8.7,"L","OS","06/27/2018","Shared base with smaller tree","C01W"
"8","UMBS",311,826,"QURU",9.9,"L","OS","06/27/2018","","C01W"
"9","UMBS",311,827,"QURU",8.5,"D","UN","06/27/2018","Shared base with 828","C01W"
"10","UMBS",311,828,"QURU",35.6,"L","OD","06/27/2018","Shred base with 827","C01W"
"11","UMBS",311,829,"ACRU",12.5,"L","OS","06/27/2018","","C01W"
"12","UMBS",311,830,"QURU",15.4,"L","OS","06/27/2018","","C01W"
"13","UMBS",311,831,"QURU",10.1,"L","OS","06/27/2018","","C01W"
"14","UMBS",311,832,"PIRE",16.1,"L","OS","06/27/2018","","C01W"
"15","UMBS",311,833,"POGR",24.2,"D","UN","06/27/2018","","C01W"
"16","UMBS",311,834,"PIST",9.4,"L","OS","06/27/2018","","C01W"
"17","UMBS",311,835,"QURU",24.6,"L","OD","06/27/2018","Shared base with smaller tree","C01W"
"18","UMBS",311,836,"QURU",16.6,"L","OS","06/27/2018","","C01W"
"19","UMBS",311,837,"QURU",22.6,"L","OD","06/27/2018","Tree noted as a little outside the plot","C01W"
"20","UMBS",311,838,"POGR",27.8,"L","OD","06/27/2018","","C01W"
"21","UMBS",311,839,"QURU",29.4,"L","OD","06/27/2018","","C01W"
"22","UMBS",310,840,"POGR",44.1,"L","OD","06/27/2018","In a new plot","C01W"
"23","UMBS",311,841,"BEPA",14.1,"D","UN","06/27/2018","","C01W"
"24","UMBS",311,842,"QURU",29.7,"L","OD","06/27/2018","","C01W"
"25","UMBS",311,843,"PIST",12.4,"L","UN","06/27/2018","","C01W"
"26","UMBS",311,844,"QURU",14.4,"L","OS","06/27/2018","","C01W"
"27","UMBS",311,845,"QURU",22.1,"L","OD","06/27/2018","","C01W"
"28","UMBS",311,846,"ACRU",18.4,"L","OS","06/27/2018","Shared base with 847","C01W"
