"","xbin","mean.ht","sd.ht","max.ht","max.vai","sum.vai","sd.vai","vai.z.sum","max.vai.z","height.bin"
"1",1,9.03403826086956,3.92921044194633,27.955,3.99772316325658,7.95394747014717,0.717703447540963,76.5653899952428,8,9.62608695652174
"2",2,4.0945984375,6.16403892228818,21.373,0.793947958938939,0.963925977248359,0.136093798735531,4.1859776534301,1,4.34263392857143
"3",3,12.3871118514993,2.31223998844193,20.247,3.46260156405703,4.54115223850426,0.600398117116879,58.8220788171224,13,12.9531175630652
"4",4,4.08525913043478,2.10764057185924,12.946,4.87630897516238,8,0.93885563219396,80.7361619538421,13,10.0920202442303
"5",5,4.62883913043478,1.88044375072549,10.384,4.21391060517955,8,0.80284982134066,70.573003966959,10,8.82162549586987
"6",6,3.86073130434783,0.49458763890329,5.958,4.69524518875445,8,0.889682179676672,46.3343889240405,6,5.79179861550506
"7",7,3.18087086956522,1.17896526883117,8.178,2.14898842398912,8,0.592101705680643,47.7527434974046,8,5.96909293717558
"8",8,6.63004043478261,3.51400334962974,17.181,4.46188642033423,8,0.814604923404473,109.727962604296,17,13.7159953255371
"9",9,14.6547285607755,11.7223830798623,31.848,0.581526278966842,1.69896893266783,0.117790776500823,25.8525805783397,2,15.2166293810589
"10",10,3.65801090661213,7.13232795793012,28.351,1.17905153419457,1.96776860143735,0.224890262816508,8.00185657251161,1,4.06646216768916
"11",11,5.44023287671233,8.61518976576053,28.028,0.522874111352677,0.635201076272617,0.0898022953893074,3.90177996103946,2,6.1425902864259
"12",12,20.4355818181818,8.2739575064242,32.298,0.196955655638823,1.55516965714814,0.0627610231796532,32.5274215343513,25,20.9156739811912
"13",13,17.9561520228852,8.23798480266454,32.748,0.450657093064276,3.53448047028296,0.126799398889812,65.2838909095277,28,18.4705762157744
"14",14,14.8441795865633,4.70732525993563,32.523,0.431314076432641,1.48702492275663,0.0916941201082134,22.7779941656365,15,15.3178294573643
"15",15,12.5516392125352,5.44056050979831,23.013,1.4139623609215,3.70848505409232,0.306719788642719,48.382394905188,15,13.0464041783849
"16",16,1.95792543171115,2.58128848145882,17.159,2.93011329085844,3.98608044052713,0.522911685566289,8.70116931326998,1,2.1828885400314
"17",17,1.61455004721435,1.96275854053031,30.401,2.14028481571194,2.52964466499882,0.368188395496977,4.74636822412904,1,1.87629839471199
"18",18,2.43080453752182,3.81748016153437,32.823,5.3154308185746,7.0699671751236,0.928344855614708,19.1580070380705,1,2.70977312390925
"19",19,1.8991269035533,0.462111049584676,4.055,1.65739482433849,1.83660063972009,0.284251299127603,4.57389177929162,2,2.49041173152848
"20",20,2.01301903367496,1.16271337811064,4.213,0.901353118034499,1.24368521134861,0.163682617226094,2.89252409696526,1,2.32576866764275
