"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",341,1360,"QURU",13.9,"L","OS","06/29/2018","","C04W"
"2","UMBS",341,1361,"QURU",24.7,"L","OD","06/29/2018","","C04W"
"3","UMBS",341,1362,"ACRU",9.7,"L","OS","06/29/2018","","C04W"
"4","UMBS",341,1363,"ACRU",8,"L","OS","06/29/2018","","C04W"
"5","UMBS",341,1364,"FAGR",12.8,"L","UN","06/29/2018","","C04W"
"6","UMBS",341,1365,"ACRU",15.3,"L","OS","06/29/2018","","C04W"
"7","UMBS",341,1366,"ACRU",15,"L","OS","06/29/2018","1366-1367 share base","C04W"
"8","UMBS",341,1367,"ACRU",11.8,"L","OS","06/29/2018","1366-1367 share base","C04W"
"9","UMBS",341,1368,"FAGR",9.5,"L","UN","06/29/2018","1368-1369 share base","C04W"
"10","UMBS",341,1369,"FAGR",9.8,"L","UN","06/29/2018","1368-1369 share base","C04W"
"11","UMBS",341,1370,"ACRU",10.1,"L","OS","06/29/2018","","C04W"
"12","UMBS",341,1371,"QURU",28.1,"L","OD","06/29/2018","","C04W"
"13","UMBS",341,1372,"QURU",40.8,"L","OD","06/29/2018","","C04W"
"14","UMBS",341,1373,"ACRU",8.9,"L","OS","06/29/2018","","C04W"
"15","UMBS",341,1374,"QURU",28.3,"L","OD","06/29/2018","","C04W"
"16","UMBS",341,1375,"QURU",18.6,"L","OD","06/29/2018","","C04W"
"17","UMBS",341,1376,"QURU",35.9,"L","OD","06/29/2018","","C04W"
"18","UMBS",341,1377,"QURU",31.4,"L","OD","06/29/2018","","C04W"
"19","UMBS",341,1378,"ACRU",15.8,"L","OS","06/29/2018","","C04W"
"20","UMBS",341,1379,"QURU",22.6,"L","OD","06/29/2018","","C04W"
"21","UMBS",341,1380,"FAGR",11.4,"L","UN","06/29/2018","1380-1382 share base","C04W"
"22","UMBS",340,1381,"FAGR",12.3,"L","OS","06/29/2018","in new plot, 1380-1382 share base","C04W"
"23","UMBS",341,1382,"FAGR",10,"L","UN","06/29/2018","1380-1382 share base","C04W"
"24","UMBS",341,1383,"FAGR",9.7,"L","OS","06/29/2018","","C04W"
"25","UMBS",341,1384,"FAGR",11.2,"L","UN","06/29/2018","","C04W"
"26","UMBS",341,1385,"QURU",18.6,"L","OS","06/29/2018","1385-1386 share base","C04W"
"27","UMBS",341,1386,"QURU",27.4,"L","OD","06/29/2018","1385-1386 share base","C04W"
"28","UMBS",341,1387,"FAGR",8,"L","UN","06/29/2018","","C04W"
"29","UMBS",341,1388,"ACRU",8.7,"L","OS","06/29/2018","","C04W"
"30","UMBS",341,1389,"QURU",46.1,"L","OD","06/29/2018","1389-1391 share base","C04W"
"31","UMBS",341,1390,"QURU",30.8,"D","OS","06/29/2018","1389-1391 share base","C04W"
"32","UMBS",341,1391,"QURU",17,"D","UN","06/29/2018","1389-1391 share base","C04W"
"33","UMBS",341,1392,"FAGR",9.2,"L","OS","06/29/2018","","C04W"
"34","UMBS",341,1393,"QURU",21.7,"L","OD","06/29/2018","","C04W"
"35","UMBS",341,1394,"ACRU",10.5,"L","OS","06/29/2018","","C04W"
"36","UMBS",341,1395,"QURU",35.3,"L","OD","06/29/2018","","C04W"
"37","UMBS",341,1396,"ACRU",11.4,"L","OS","06/29/2018","","C04W"
"38","UMBS",341,1397,"ACRU",9.8,"L","OS","06/29/2018","","C04W"
"39","UMBS",341,1398,"ACRU",19.3,"L","OS","06/29/2018","","C04W"
"40","UMBS",341,1399,"ACRU",10.7,"L","OS","06/29/2018","","C04W"
"41","UMBS",341,1400,"ACRU",9.1,"D","OS","06/29/2018","","C04W"
"42","UMBS",341,1401,"QURU",29.7,"L","OD","06/29/2018","","C04W"
"43","UMBS",341,1402,"QURU",24.6,"L","OD","06/29/2018","1402-1403 share base","C04W"
"44","UMBS",341,1403,"QURU",25.8,"L","OD","06/29/2018","1402-1403 share base","C04W"
"45","UMBS",341,1404,"FAGR",14.4,"L","OS","06/29/2018","","C04W"
"46","UMBS",341,1405,"FAGR",12.2,"L","UN","06/29/2018","","C04W"
"47","UMBS",341,1406,"ACRU",13.2,"L","OD","06/29/2018","","C04W"
"48","UMBS",341,1407,"ACRU",12.3,"L","OS","06/29/2018","","C04W"
"49","UMBS",341,1408,"ACRU",8.5,"L","OS","06/29/2018","","C04W"
"50","UMBS",341,1409,"QURU",16.9,"L","OS","06/29/2018","","C04W"
"51","UMBS",341,1410,"QURU",34.2,"L","OD","06/29/2018","","C04W"
"52","UMBS",341,1411,"FAGR",14.6,"L","UN","06/29/2018","1411-1412 share base","C04W"
"53","UMBS",340,1412,"FAGR",11.6,"L","UN","06/29/2018","1411-1412 share base, 1412 in new plot","C04W"
"54","UMBS",341,1413,"ACRU",8,"L","UN","06/29/2018","","C04W"
"55","UMBS",341,1414,"ACRU",12.2,"L","OS","06/29/2018","","C04W"
"56","UMBS",340,1415,"FAGR",9.4,"L","UN","06/29/2018","in new plot","C04W"
"57","UMBS",341,1416,"ACRU",11.6,"L","OS","06/29/2018","","C04W"
"58","UMBS",341,1417,"QURU",31.4,"L","OD","06/29/2018","","C04W"
"59","UMBS",341,1418,"ACRU",9.9,"L","OS","06/29/2018","","C04W"
"60","UMBS",341,1419,"QURU",35.1,"L","OD","06/29/2018","","C04W"
"61","UMBS",341,1420,"QURU",31.4,"L","OD","06/29/2018","","C04W"
"62","UMBS",341,1421,"ACRU",10.9,"L","OS","06/29/2018","","C04W"
"63","UMBS",341,1422,"QURU",18.8,"L","OS","06/29/2018","","C04W"
"64","UMBS",341,1423,"ACRU",11.5,"L","OD","06/29/2018","","C04W"
"65","UMBS",341,1424,"ACRU",9.2,"L","OS","06/29/2018","","C04W"
"66","UMBS",341,1425,"ACRU",8.5,"L","OS","06/29/2018","","C04W"
"67","UMBS",341,1426,"QURU",38.5,"L","OD","06/29/2018","","C04W"
"68","UMBS",341,1427,"BEPA",18.2,"D","OS","06/29/2018","","C04W"
"69","UMBS",341,1428,"ACRU",21.2,"L","OS","06/29/2018","1428-1431 share base","C04W"
"70","UMBS",341,1429,"ACRU",8.2,"L","OS","06/29/2018","1428-1431 share base","C04W"
"71","UMBS",341,1430,"ACRU",10.4,"L","OS","06/29/2018","1428-1431 share base","C04W"
"72","UMBS",341,1431,"ACRU",10.2,"L","OS","06/29/2018","1428-1431 share base","C04W"
"73","UMBS",341,1432,"ACRU",7.8,"L","OS","06/29/2018","REDACT, under minimum DBH","C04W"
"74","UMBS",341,1433,"FAGR",7.7,"L","UN","06/29/2018","REDACT--under minimum DBH, 1433 share base w/ <8.0","C04W"
"75","UMBS",341,1434,"QURU",32.2,"L","OD","06/29/2018","1434-1435 share base","C04W"
"76","UMBS",341,1435,"QURU",14.6,"D","OS","06/29/2018","1434-1435 share base","C04W"
"77","UMBS",341,1436,"ACRU",12.5,"L","OS","06/29/2018","","C04W"
"78","UMBS",341,1437,"QURU",40.9,"L","OD","06/29/2018","","C04W"
"79","UMBS",341,1438,"ACRU",8.8,"D","OS","06/29/2018","","C04W"
"80","UMBS",341,1439,"QURU",30.3,"L","OD","06/29/2018","","C04W"
"81","UMBS",341,1440,"ACRU",9.6,"L","OS","06/29/2018","","C04W"
"82","UMBS",341,1441,"BEPA",14.5,"D","UN","06/29/2018","","C04W"
"83","UMBS",341,1442,"ACRU",11.7,"L","OS","06/29/2018","","C04W"
"84","UMBS",341,1443,"ACRU",12.5,"D","UN","06/29/2018","","C04W"
"85","UMBS",341,1444,"ACRU",10.2,"L","OS","06/29/2018","","C04W"
"86","UMBS",341,1445,"PIST",16.4,"L","OS","06/29/2018","","C04W"
"87","UMBS",341,1446,"QURU",34.8,"L","OD","06/29/2018","","C04W"
"88","UMBS",341,1447,"QURU",30.4,"L","OD","06/29/2018","","C04W"
"89","UMBS",341,1448,"QURU",32.6,"L","OD","06/29/2018","","C04W"
"90","UMBS",341,1449,"BEPA",15.9,"D","UN","06/29/2018","","C04W"
"91","UMBS",341,1450,"BEPA",18,"L","OD","06/29/2018","","C04W"
"92","UMBS",341,1451,"ACRU",2.8,"L","UN","06/29/2018","1451-1452 share base, NW veg plot","C04W"
"93","UMBS",341,1452,"ACRU",8.6,"L","OS","06/29/2018","1451-1452 share base, NW veg plot","C04W"
"94","UMBS",341,1453,"ACRU",15.6,"L","OD","06/29/2018","NW veg plot","C04W"
"95","UMBS",341,1454,"ACRU",14.4,"L","OD","06/29/2018","","C04W"
"96","UMBS",341,1455,"ACRU",8.4,"L","OS","06/29/2018","","C04W"
"97","UMBS",341,1456,"BEPA",15.4,"L","OD","06/29/2018","","C04W"
"98","UMBS",341,1457,"ACRU",16,"L","OD","06/29/2018","","C04W"
"99","UMBS",341,1458,"ACRU",13.8,"L","OD","06/29/2018","","C04W"
"100","UMBS",341,1459,"QURU",31,"L","OD","06/29/2018","","C04W"
"101","UMBS",341,1460,"ACRU",8.1,"D","OS","06/29/2018","1460-1462 share base","C04W"
"102","UMBS",341,1461,"ACRU",12.4,"D","OS","06/29/2018","1460-1462 share base","C04W"
"103","UMBS",341,1462,"ACRU",10.2,"D","OS","06/29/2018","1460-1462 share base","C04W"
"104","UMBS",341,1463,"ACRU",15.7,"L","OD","06/29/2018","","C04W"
"105","UMBS",341,1464,"ACRU",11.1,"L","OS","06/29/2018","","C04W"
