"","xbin","mean.ht","sd.ht","max.ht","max.vai","sum.vai","sd.vai","vai.z.sum","max.vai.z","height.bin"
"1",1,3.23956311207835,1.00516718430156,5.812,5.03832097525691,8,0.528378576680568,45.4583925316817,6,5.68229906646021
"2",2,3.10758721088435,3.43942555197798,20.999,3.40724602773974,8,0.415870197525051,112.44478500949,21,14.0555981261863
"3",3,2.28824244897959,2.56868891302428,23.032,2.86927107673097,8,0.42090070577033,104.837135153885,23,13.1046418942356
"4",4,3.63303242506812,4.61358217363899,27.453,4.46498332715537,7.85922724731905,0.475712476456292,33.017320353996,2,4.20108991825613
"5",5,2.98796666666667,1.66642709297812,16.536,0.757253190767133,1.797970142784,0.105148505791184,6.50184878660807,2,3.61621621621622
"6",6,2.07840041493776,0.370561537002574,3.715,0.78663823701235,0.976376730231638,0.0806930513487418,2.29914437513052,2,2.35477178423237
"7",7,1.50140143884892,0.264085871886607,2.834,0.647078736267693,0.928214079888641,0.070534222959732,1.67612758310826,1,1.80575539568345
"8",8,1.85374849785408,0.590184567931828,3.688,1.08427322052827,1.94784626355502,0.130591355435163,3.96340735429801,1,2.03476394849785
"9",9,1.89344281045752,0.672044219820559,3.77,4.44212466954533,7.91435312303273,0.502763625966665,19.5552630406525,2,2.4708605664488
"10",10,2.30440870748299,0.544001591597567,4.156,3.93208562952323,8,0.520335428074797,30.6247291065382,3,3.82809113831728
"11",11,4.07259001118151,4.51799620719103,20.32,2.45872384955059,6.31268525200405,0.324743949776975,28.2847356529879,3,4.48061871039881
"12",12,5.13844565612505,5.86130188987289,23.013,3.16162801071155,8,0.372421684434458,130.378105938096,19,16.297263242262
"13",13,2.34582406397674,0.508363165408698,3.166,7.34718172527723,8,0.739594630577471,27.1915367748161,3,3.39894209685202
"14",14,2.28843234836703,1.03671568299909,4.475,1.63906442229238,2.33339872369152,0.170680266897239,6.68266524055666,2,2.86391912908243
"15",15,2.41765568369028,2.70176131797263,24.242,1.97528867994419,2.09860016696521,0.198591701361076,6.00019866518636,2,2.85914332784184
"16",16,2.28014158262219,1.00860398173717,4.836,3.28322169408008,5.05020616189645,0.346440621992047,13.9948304191576,2,2.7711404189294
"17",17,12.1401643939394,9.67096930744039,29.302,1.77975474695261,5.70905532436803,0.210472198227887,72.4163392602698,2,12.6844696969697
"18",18,2.58611300309598,2.78212992309606,15.205,0.590497127223764,1.23650289849774,0.0788215706131171,3.57839345006427,1,2.89396284829721
"19",19,9.59911917858452,7.72624054413309,29.352,2.17751632751233,7.23274911708418,0.319548616328113,73.2942447656996,2,10.1336633663366
"20",20,2.21460659340659,1.17977861850024,14.598,2.45529227075543,7.34167349305841,0.408457810781449,19.1986106472322,1,2.61501831501832
"21",21,5.11445951629863,4.19953372129175,16.058,5.50096672075651,7.94444852154812,0.575153709953011,45.2733320321031,3,5.698738170347
"22",22,2.45084752891693,0.475911713298818,3.825,5.45344149710507,8,0.575794028221859,31.9019904035281,4,3.98774880044101
"23",23,3.22869873817035,1.84551965746506,16.482,3.06216419610987,8,0.381217314344929,81.2940289686903,16,10.1617536210863
"24",24,3.98463980530016,4.80782167737584,25.353,4.52011767466101,6.17259791761315,0.460911306523314,29.015216225492,3,4.70064899945917
"25",25,3.21903179650238,4.43113619945057,26.581,0.736298651394747,2.09561923858505,0.104614132894148,7.89272174277899,1,3.76629570747218
"26",26,5.37251082937137,4.16708621696929,13.482,3.12603158416622,7.54793085309523,0.37884616867089,44.3804777392374,3,5.87982039091389
"27",27,4.72404166666667,5.14694418051026,28.377,2.39947953805442,6.15012231112979,0.304338948196359,33.1966829293937,2,5.39772727272727
"28",28,2.5070094637224,0.526805717491688,5.515,5.1369617317982,8,0.546788219072443,34.1824015902786,3,4.27280019878483
"29",29,2.72747949526814,0.344718003895256,3.44,7.79553612648739,8,0.783540657870082,27.7955361264874,3,3.47444201581092
"30",30,6.49853366174056,6.374376473112,26.535,1.60222702653997,5.72851032776621,0.235075304379193,40.7627249677748,2,7.11576354679803
"31",31,7.14902340425532,3.14271065675511,16.404,4.21901317306734,8,0.456408600337524,106.235666817391,16,13.2794583521738
"32",32,5.77122790202343,3.25728859394629,14.95,4.99765254072747,8,0.523950755343016,98.9539339883266,15,12.3692417485408
"33",33,5.72345793397231,3.71411157221793,98.1,3.00854686951794,8,0.376248282793412,148.667659815504,9,18.583457476938
"34",34,5.67674866879659,0.450973340479072,7.079,5.40467889890444,8,0.576031013804197,56.6481349097398,7,7.08101686371748
"35",35,4.07733865814696,1.98240053870286,7.157,4.99765254072747,8,0.544241009176805,51.2899357559635,15,6.41124196949544
"36",36,2.91595420660277,1.36525197617696,5.972,3.19534383803557,8,0.440740143876478,42.5866393521709,5,5.32332991902137
"37",37,3.50882534611289,1.11830340932402,6.177,4.61736845001713,8,0.519891409023867,45.6669606964866,6,5.70837008706083
"38",38,8.8862225772098,4.06608665985612,24.29,1.8385472336789,8,0.33644324117729,141.183758790312,10,17.647969848789
"39",39,7.18010969116081,3.17758340505129,23.626,3.50077106597018,8,0.410159933962304,113.718104965553,10,14.2147631206941
"40",40,12.3485514376997,7.43237299601715,95.1,6.38989902337335,8,0.648631464350703,206.779548392205,19,25.8474435490256
