"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",231,1959,"POGR",24.7,"L","OD","07/05/2018","","B03W"
"2","UMBS",231,1960,"ACRU",15.9,"L","OS","07/05/2018","","B03W"
"3","UMBS",231,1961,"ACRU",15.5,"L","OS","07/05/2018","","B03W"
"4","UMBS",231,1962,"QURU",55.5,"L","OD","07/05/2018","1962-1964 share base","B03W"
"5","UMBS",231,1963,"QURU",27.6,"L","OD","07/05/2018","1962-1964 share base","B03W"
"6","UMBS",230,1964,"QURU",47.7,"L","OD","07/05/2018","1962-1964 share base, 1964 in new plot 230","B03W"
"7","UMBS",231,1965,"ACRU",8,"D","OS","07/05/2018","1965-1966 share base","B03W"
"8","UMBS",231,1966,"ACRU",12.2,"L","OS","07/05/2018","1965-1966 share base","B03W"
"9","UMBS",231,1967,"ACRU",10.7,"D","UN","07/05/2018","","B03W"
"10","UMBS",231,1968,"FAGR",10.8,"L","OS","07/05/2018","NE veg plot","B03W"
"11","UMBS",231,1969,"ACRU",18,"L","OS","07/05/2018","","B03W"
"12","UMBS",231,1970,"ACRU",19.5,"L","OS","07/05/2018","1970 + 1991 share base","B03W"
"13","UMBS",231,1971,"ACRU",8.4,"D","UN","07/05/2018","","B03W"
"14","UMBS",231,1972,"POGR",41,"L","OD","07/05/2018","","B03W"
"15","UMBS",231,1973,"POGR",40.4,"L","OD","07/05/2018","","B03W"
"16","UMBS",231,1974,"ACRU",10.2,"L","UN","07/05/2018","1974-1975 share base","B03W"
"17","UMBS",231,1975,"ACRU",9.6,"L","UN","07/05/2018","1974-1975 share base","B03W"
"18","UMBS",231,1976,"ACRU",8.9,"L","OS","07/05/2018","","B03W"
"19","UMBS",231,1977,"POGR",44.4,"L","OD","07/05/2018","","B03W"
"20","UMBS",231,1978,"POGR",25.1,"D","OS","07/05/2018","","B03W"
"21","UMBS",231,1979,"POGR",50.8,"D","UN","07/05/2018","","B03W"
"22","UMBS",231,1980,"ACRU",8.4,"L","OS","07/05/2018","","B03W"
"23","UMBS",231,1981,"ACRU",10,"L","OS","07/05/2018","","B03W"
"24","UMBS",231,1982,"POGR",39.7,"L","OD","07/05/2018","","B03W"
"25","UMBS",231,1983,"POGR",34.8,"L","OD","07/05/2018","","B03W"
"26","UMBS",231,1984,"POGR",38.8,"L","OD","07/05/2018","read as outside plot at 18.10 m","B03W"
"27","UMBS",231,1985,"POGR",43.9,"L","OD","07/05/2018","read as outside plot at 18.13 m","B03W"
"28","UMBS",231,1986,"POGR",47,"L","OD","07/05/2018","","B03W"
"29","UMBS",231,1987,"POGR",40,"L","OD","07/05/2018","","B03W"
"30","UMBS",231,1988,"ACRU",18.1,"L","OS","07/05/2018","","B03W"
"31","UMBS",231,1989,"POGR",34.8,"L","OD","07/05/2018","","B03W"
"32","UMBS",231,1990,"POGR",43.7,"L","OD","07/05/2018","","B03W"
"33","UMBS",231,1991,"ACRU",13.2,"L","OS","07/05/2018","1970 + 1991 share base","B03W"
"34","UMBS",231,1992,"POGR",33.6,"L","OD","07/05/2018","","B03W"
"35","UMBS",231,1993,"ACRU",8.8,"L","UN","07/05/2018","","B03W"
"36","UMBS",231,1994,"ACRU",7.9,"D","UN","07/05/2018","REDACT, below minimum DBH, 1994-1995 share base","B03W"
"37","UMBS",231,1995,"ACRU",17.7,"L","OS","07/05/2018","","B03W"
