"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",131,2349,"POGR",32.1,"D","UN","07/11/2018","","A03W"
"2","UMBS",131,2350,"POGR",38.6,"L","OD","07/11/2018","","A03W"
"3","UMBS",131,2351,"POGR",45.3,"L","OD","07/11/2018","","A03W"
"4","UMBS",131,2352,"FAGR",9.8,"D","UN","07/11/2018","Beech bark disease","A03W"
"5","UMBS",131,2353,"FAGR",14.5,"L","OS","07/11/2018","2353 - 2355 share base","A03W"
"6","UMBS",131,2354,"FAGR",9.8,"L","OS","07/11/2018","2353 - 2355 share base","A03W"
"7","UMBS",131,2355,"FAGR",9.4,"L","OS","07/11/2018","2353 - 2355 share base","A03W"
"8","UMBS",131,2356,"ACSA",9.6,"L","OS","07/11/2018","2356 & 2357 share base","A03W"
"9","UMBS",131,2357,"ACSA",15,"L","OS","07/11/2018","2356 & 2357 share base","A03W"
"10","UMBS",131,2358,"ACSA",11.6,"L","OS","07/11/2018","","A03W"
"11","UMBS",131,2359,"ACPE",11.8,"L","OS","07/11/2018","Slightly above FBH","A03W"
"12","UMBS",131,2360,"POGR",32.3,"L","OD","07/11/2018","","A03W"
"13","UMBS",131,2361,"POGR",34.2,"L","OD","07/11/2018","","A03W"
"14","UMBS",131,2362,"FAGR",2.6,"D","SA","07/11/2018","In NE veg plot","A03W"
"15","UMBS",131,2363,"FAGR",11.6,"L","OS","07/11/2018","2363 - 2364 in a cluster","A03W"
"16","UMBS",131,2364,"FAGR",17.5,"L","OS","07/11/2018","2363 - 2364 in a cluster","A03W"
"17","UMBS",131,2365,"POGR",25.5,"D","OD","07/11/2018","","A03W"
"18","UMBS",131,2366,"FAGR",12.8,"L","OS","07/11/2018","","A03W"
"19","UMBS",131,2367,"FAGR",10.9,"L","UN","07/11/2018","2367 - 2369 share base, slightly above DBH","A03W"
"20","UMBS",131,2368,"FAGR",10.5,"D","SA","07/11/2018","2367 - 2369 share base","A03W"
"21","UMBS",131,2369,"FAGR",17.3,"L","OS","07/11/2018","2367 - 2369 share base, slightly above DBH","A03W"
"22","UMBS",131,2370,"FAGR",13.4,"D","OS","07/11/2018","2370 - 2371 share base","A03W"
"23","UMBS",131,2371,"FAGR",8.9,"D","UN","07/11/2018","2370 - 2371 share base","A03W"
"24","UMBS",131,2372,"ACSA",8.3,"L","OS","07/11/2018","Taken below DBH","A03W"
