"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes"
"1","UMBS",141,2574,"FAGR","15.3","L","OS","07/12/2018",""
"2","UMBS",141,2575,"ACSA","26.2","L","OD","07/12/2018",""
"3","UMBS",141,2576,"ACSA","17","L","OS","07/12/2018","Shares base with smaller tree"
"4","UMBS",141,2577,"POGR","40.6","L","OD","07/12/2018",""
"5","UMBS",141,2578,"ACSA","12","L","OS","07/12/2018",""
"6","UMBS",141,2579,"ACRU","37.8","L","OD","07/12/2018","2579 - 2580 share base"
"7","UMBS",141,2580,"ACRU","30.3","L","OD","07/12/2018","2579 - 2580 share base"
"8","UMBS",141,2581,"?","12.3","D","UN","07/12/2018",""
"9","UMBS",141,2582,"ACSA","22.2","L","OS","07/12/2018","Taken at DBH, large scarring area on tree"
"10","UMBS",141,2583,"ACRU","34.6","L","OD","07/12/2018","2583 - 2585 share base"
"11","UMBS",141,2584,"ACRU","27.1","L","OD","07/12/2018","2583 - 2585 share base"
"12","UMBS",141,2585,"ACRU","19.9","D","OS","07/12/2018","2583 - 2585 share base"
"13","UMBS",141,2586,"ACSA","21.4","L","OS","07/12/2018",""
"14","UMBS",141,2587,"ACSA","11.3","D","OS","07/12/2018","2587 - 2588 share base"
"15","UMBS",141,2588,"ACSA","26","L","OD","07/12/2018","2587 - 2588 share base"
"16","UMBS",141,2589,"?","18.4","D","UN","07/12/2018",""
"17","UMBS",141,2590,"FAGR","25.1","L","OS","07/12/2018",""
"18","UMBS",141,2591,"FAGR","11.4","L","OS","07/12/2018","2591 - 2592 share base"
"19","UMBS",141,2592,"FAGR","12.3","L","UN","07/12/2018","2591 - 2592 share base"
"20","UMBS",141,2593,"FAGR","9.2","L","UN","07/12/2018",""
"21","UMBS",141,2594,"ACSA","18.5","L","OS","07/12/2018","Shares base with smaller tree"
"22","UMBS",141,2595,"ACSA","19.3","L","OS","07/12/2018",""
"23","UMBS",141,2596,"FAGR","12.4","L","OS","07/12/2018","Shares base with smaller tree"
"24","UMBS",141,2597,"FAGR","8.2","L","UN","07/12/2018",""
"25","UMBS",141,2598,"FAGR","13.4","L","OS","07/12/2018",""
"26","UMBS",141,2599,"ACSA","19.2","L","OS","07/12/2018",""
"27","UMBS",141,2600,"ACSA","15.2","L","OS","07/12/2018",""
"28","UMBS",141,2601,"ACSA","15.9","L","OS","07/12/2018",""
"29","UMBS",141,2602,"?","10.2","D","UN","07/12/2018",""
"30","UMBS",141,2603,"ACSA","11.6","L","OS","07/12/2018","2603 - 2604 share base"
"31","UMBS",141,2604,"ACSA","8","D","UN","07/12/2018","2603 - 2604 share base"
"32","UMBS",141,2605,"ACSA","31.1","L","OD","07/12/2018",""
"33","UMBS",141,2606,"ACSA","8.1","D","UN","07/12/2018","2606 - 2608 share base"
"34","UMBS",141,2607,"ACSA","13.1","L","OS","07/12/2018","2606 - 2608 share base"
"35","UMBS",141,2608,"ACSA","9.1","D","UN","07/12/2018","2606 - 2608 share base"
"36","UMBS",141,2609,"FAGR","11.8","D","OS","07/12/2018",""
"37","UMBS",141,2610,"ACSA","21.9","L","OS","07/12/2018",""
"38","UMBS",141,2611,"ACSA","14","L","OS","07/12/2018","2611 - 2612 share base"
"39","UMBS",141,2612,"ACSA","15.8","L","OS","07/12/2018","2611 - 2612 share base"
"40","UMBS",141,2613,"ACSA","13.6","L","OS","07/12/2018","2613 - 2614 share base"
"41","UMBS",141,2614,"ACSA","14.3","L","OS","07/12/2018","2613 - 2614 share base"
"42","UMBS",141,2615,"POGR","51.9","L","OD","07/12/2018","2615 - 2617 in a cluster"
"43","UMBS",141,2616,"POGR","49.5","L","OD","07/12/2018","2615 - 2617 in a cluster"
"44","UMBS",141,2617,"POGR","35.3","D","UN","07/12/2018","2615 - 2617 in a cluster"
"45","UMBS",141,2618,"POGR","54.8","L","OD","07/12/2018",""
"46","UMBS",141,2619,"FAGR","11.9","D","UN","07/12/2018",""
"47","UMBS",141,2620,"ACSA","9.2","L","UN","07/12/2018",""
"48","UMBS",141,2621,"ACSA","8.7","L","UN","07/12/2018",""
"49","UMBS",141,2622,"ACRU","24.7","L","OS","07/12/2018","2622 - 2623 share base"
"50","UMBS",141,2623,"ACRU","19.9","L","OS","07/12/2018","2622 - 2623 share base"
"51","UMBS",141,2624,"ACRU","31","L","OD","07/12/2018","2624 - 2627 share base"
"52","UMBS",141,2625,"ACRU","32.5","L","OD","07/12/2018","2624 - 2627 share base"
"53","UMBS",141,2626,"ACRU","34.9","L","OD","07/12/2018","2624 - 2627 share base"
"54","UMBS",141,2627,"ACRU","30.1","L","OD","07/12/2018","2624 - 2627 share base"
"55","UMBS",141,2628,"FAGR","12.2","D","UN","07/12/2018",""
"56","UMBS",141,2629,"ACSA","10.7","L","OS","07/12/2018",""
"57","UMBS",141,2630,"ACSA","14.1","L","OS","07/12/2018","Shares base with smaller tree"
"58","UMBS",141,2631,"ACSA","22.6","L","OD","07/12/2018",""
"59","UMBS",141,2632,"ACSA","22.6","L","OD","07/12/2018",""
"60","UMBS",141,2633,"FAGR","15.8","L","OS","07/12/2018","2633 - 2635 share base"
"61","UMBS",141,2634,"FAGR","25","L","OD","07/12/2018","2633 - 2635 share base"
"62","UMBS",141,2635,"FAGR","21.9","L","OD","07/12/2018","2633 - 2635 share base"
"63","UMBS",141,2636,"FAGR","21.7","L","OS","07/12/2018",""
"64","UMBS",141,2637,"ACSA","20.1","L","OS","07/12/2018",""
"65","UMBS",141,2638,"POGR","34.1","L","OD","07/12/2018",""
"66","UMBS",141,2639,"ACSA","21.5","L","OD","07/12/2018",""
"67","UMBS",141,2640,"POGR","30.3","L","OD","07/12/2018",""
"68","UMBS",141,2641,"FAGR","11.8","D","UN","07/12/2018",""
"69","UMBS",141,2642,"ACSA","25.5","L","OD","07/12/2018",""
"70","UMBS",141,2643,"ACSA","11.5","L","OS","07/12/2018",""
"71","UMBS",141,2644,"ACSA","19.2","L","OD","07/12/2018",""
"72","UMBS",141,2645,"FAGR","12.4","D","UN","07/12/2018",""
"73","UMBS",141,2646,"ACSA","25.5","L","OD","07/12/2018",""
"74","UMBS",141,2647,"FAGR","REDACT","M","UN","07/12/2018",""
"75","UMBS",141,2648,"ACSA","15.9","L","OS","07/12/2018",""
"76","UMBS",141,2649,"ACSA","17.7","L","OS","07/12/2018","2649 - 2650 share base"
"77","UMBS",141,2650,"ACSA","10.2","L","UN","07/12/2018","2649 - 2650 share base"
"78","UMBS",141,2651,"ACSA","14.9","L","OS","07/12/2018","2651 - 2652 share base"
"79","UMBS",141,2652,"ACSA","15.2","L","OS","07/12/2018","2651 - 2652 share base"
"80","UMBS",141,2653,"POGR","52.8","L","OD","07/12/2018",""
"81","UMBS",141,2654,"BEAL","15","D","UN","07/12/2018",""
"82","UMBS",141,2655,"ACSA","14.5","L","OS","07/12/2018","2655 - 2656 share base"
"83","UMBS",141,2656,"ACSA","20.3","L","OS","07/12/2018","2655 - 2656 share base"
"84","UMBS",141,2657,"?","10.1","D","SA","07/12/2018",""
"85","UMBS",141,2658,"ACSA","8.6","L","UN","07/12/2018",""
"86","UMBS",141,2659,"POGR","38.5","L","OD","07/12/2018",""
"87","UMBS",141,2660,"POGR","56","L","OD","07/12/2018",""
"88","UMBS",141,2661,"ACSA","12.8","L","OS","07/12/2018","2661 2667 share base"
"89","UMBS",141,2662,"ACSA","22.4","L","OD","07/12/2018","2661 2667 share base"
"90","UMBS",141,2663,"ACSA","17.7","L","OS","07/12/2018",""
"91","UMBS",141,2664,"FAGR","14.4","L","OS","07/12/2018",""
"92","UMBS",141,2665,"ACSA","11.8","L","OS","07/12/2018",""
"93","UMBS",141,2666,"ACSA","21.3","L","OS","07/12/2018",""
"94","UMBS",141,2667,"ACSA","16","L","OS","07/12/2018",""
"95","UMBS",141,2668,"FAGR","9","L","UN","07/12/2018",""
"96","UMBS",141,2669,"FAGR","18.7","L","OS","07/12/2018",""
"97","UMBS",141,2670,"FAGR","19","L","OS","07/12/2018",""
"98","UMBS",141,2671,"ACRU","43.7","L","OD","07/12/2018",""
"99","UMBS",141,2672,"ACRU","35.5","L","OD","07/12/2018",""
"100","UMBS",141,2673,"ACRU","23.2","L","OD","07/12/2018",""
"101","UMBS",-99999,-99999,"","","","","",""
"102","UMBS",-99999,-99999,"","","","","",""
"103","UMBS",-99999,-99999,"","","","","",""
