6.942,80
7.008,90
6.950,88
6.984,84
6.996,87
6.987,91
7.019,93
7.019,93
6.959,84
7.027,95
7.015,92
7.000,88
7.008,90
7.011,91
7.011,91
7.006,96
6.995,93
6.954,95
6.909,90
6.925,94
6.839,85
6.718,71
9.842,82
9.839,76
9.897,83
6.984,84
7.079,83
9.876,84
9.917,88
9.893,82
9.846,83
7.091,69
7.047,76
7.072,76
7.043,75
7.026,77
6.998,76
6.966,68
6.934,61
6.933,60
9.940,81
9.903,79
6.932,58
6.961,63
6.929,51
6.956,57
6.982,58
6.931,57
6.887,64
6.882,58
6.910,62
6.868,71
6.837,63
6.882,58
6.862,63
6.882,59
6.882,58
6.916,68
6.882,58
6.936,63
6.937,64
6.959,61
6.935,62
6.928,50
6.933,60
6.960,62
6.957,58
6.937,64
6.931,57
6.931,57
6.963,65
0.261,41
6.990,74

6.994,75
6.991,73
0.312,48




0.211,45


0.210,31
0.261,35

0.211,42


0.261,36
0.259,23

0.236,41

0.286,36
0.234,27
0.259,27
0.311,39
6.966,92
0.260,29
3.934,82
4.036,89
4.008,82
3.978,87
4.015,90
4.027,93
3.958,88
3.959,82
4.008,82
3.982,88
3.963,83
3.942,84
3.974,80
3.924,72
3.902,75
3.925,69
3.876,70
3.876,71
3.874,74
3.882,76
3.931,81
3.938,83
3.917,84
3.913,83
3.986,89
3.935,77
3.959,82
3.910,77
3.910,77
3.938,83
3.939,78
3.970,85
4.012,83
4.020,85
-999999999
4.016,84
3.995,85
3.963,83
3.959,82
3.995,85
3.882,76
3.980,81
3.956,81
3.910,77
3.956,76
3.949,73
3.980,76
3.980,76
3.974,69
3.993,79
3.974,71
3.944,79
3.876,71
4.022,74
3.999,80
3.909,82
3.966,84
3.913,83
3.884,88
3.884,88
3.811,82
3.776,72
3.726,67
3.703,69
3.814,54
9.749,84
9.763,76
9.721,78
9.796,83
9.738,81
9.706,72
9.713,76
9.721,78
9.687,81
9.699,84
9.699,84
9.660,87
9.673,84
9.675,79
9.616,77
9.687,81
9.666,77
9.707,80
9.724,84
9.745,83
9.741,82
9.696,78
9.738,76
9.751,79
3.717,56
3.621,61
3.723,64
3.772,64
3.671,62
3.815,78
3.777,71
3.779,75
3.802,80
3.864,83
3.842,90
3.838,89
3.888,89
3.839,83
3.913,83
3.824,67
3.814,54
3.821,64
3.812,42
3.836,45
3.810,27
3.810,26
14.350,98
14.374,91
14.354,86
14.350,85
14.366,89
14.393,96
14.340,95
14.366,89
14.358,87
14.400,98
14.457,100
14.421,97
14.396,97
16.013,84
16.045,86
18.640,88
0.409,7
0.309,11
0.334,16
0.309,9
0.384,16
0.309,26
0.409,26
0.234,24
0.271,19
0.261,34
0.315,18
0.411,35
0.359,27
0.335,33
0.411,42
0.311,46
0.366,58
0.314,54
0.362,50
0.316,58
0.370,63
0.289,54
0.387,49
0.286,39
0.311,37
0.285,32
0.285,31
0.311,41
0.311,42
0.261,43
0.311,39
0.311,34
0.311,46
0.286,39
0.288,51
0.269,62
0.324,74
0.286,77
0.286,77
0.224,67
0.263,52
0.287,48
0.259,26
0.261,35
0.261,43
0.261,39
0.261,38
0.211,43
0.236,45
0.236,46
0.237,49
0.286,41
0.211,36
0.261,45
0.261,40
0.211,41
0.261,35
0.212,48
0.261,47
0.236,41
0.236,40
0.261,41
0.236,46
0.261,41
0.261,41
0.236,42
0.288,51
0.237,49
0.261,43
0.262,48
0.261,41
0.286,41
0.214,55
0.244,62
0.226,69
0.265,78
0.257,76
0.224,67
0.247,65
0.211,46
0.261,39
0.261,36
0.211,42
0.261,43
0.236,45
0.210,33
0.237,50
0.237,50
0.240,57
0.282,76
0.257,76
0.270,79
0.265,78
0.270,63
0.242,60
0.263,52
0.213,51
0.239,53
0.239,55
0.212,48
0.262,49
0.262,48
0.213,52
0.213,52
0.211,46
0.237,48
0.214,54
0.212,49
0.237,48
0.241,58
0.215,57
0.216,58
0.239,53
0.262,49
0.237,48
0.213,52
0.211,46
0.212,50
0.237,50
0.212,49
0.211,42
0.263,51
0.236,44
0.211,47
0.261,44
0.262,49
0.262,50
0.212,49
0.236,45
0.264,55
0.261,44
0.261,44
0.236,38
0.236,40
0.212,48
0.275,72
0.228,75
0.265,78
0.250,72
0.286,47
0.261,35
0.259,26
0.259,24





3.788,49
3.779,75

3.620,60
9.731,68
9.727,64
9.746,56
9.753,65
9.731,68
9.789,76
9.745,83
9.699,84
9.726,79
9.807,92
9.756,92
9.824,90
9.804,85
9.880,85
9.917,88
9.898,96
9.969,102
9.832,92
9.648,97
9.715,109
9.684,100
9.645,96
9.692,95
9.676,91
9.716,102
9.642,95
9.662,81
9.727,91
14.347,62
14.191,48
14.215,44
14.190,34
14.412,17

14.936,41
14.876,72
14.844,97
14.801,99
14.692,96
14.251,85
14.104,73
14.201,85
14.250,91
14.333,87
14.354,70
14.144,56
14.143,53
14.116,49
14.165,38
14.362,17





14.313,32
14.329,71
14.304,71
14.318,78
14.304,80
14.274,79
14.299,91
14.275,91
14.308,87
14.324,91
14.291,89
14.300,85
14.304,86
14.291,89
14.332,93
14.258,93
14.324,91
14.285,81
14.308,87
14.304,70
14.289,35














14.763,39
14.588,40
14.890,56
14.901,69
14.705,75
14.802,69
14.789,52
14.741,54
14.667,57
14.690,51







14.489,39
14.467,83
14.481,75
14.504,69
9.605,86
9.648,97
9.683,107
9.676,105
9.642,95
9.638,94
9.659,100
9.613,101
9.605,99
9.588,94
9.672,90
9.589,82
9.530,72
9.630,73
9.790,94
9.739,94
9.710,100
9.601,91
9.513,88
9.746,96
9.728,98
9.749,97
9.731,99
9.731,92
9.615,82
9.598,62
9.644,54
9.604,68
9.666,44
16.173,93
15.962,104
15.777,108
15.784,110
15.793,120
15.393,112
14.477,106
14.385,101
14.441,110
14.444,111
14.442,103
14.593,111
15.644,113
15.521,106
14.656,100
14.411,94
14.457,100
14.465,95
9.790,94
9.634,93
9.703,98
9.756,99
9.760,100
9.690,102
9.643,89
9.609,87
9.643,89
9.639,88
9.619,83
9.580,80
9.554,73
9.554,72
9.519,78
9.505,80
9.469,78
9.472,84
9.551,91
9.576,91
9.557,75
9.640,82
9.703,85
9.655,73
9.648,61
9.789,101
14.559,101
14.618,59







14.538,37
14.489,45
14.588,42
14.489,35
















14.586,28
14.563,44
14.591,53
14.549,65
14.525,65
14.490,48
14.438,31
14.615,51
14.573,105
14.507,100
14.460,76
14.357,100
14.266,95
14.130,86
9.756,73
9.832,92
9.794,95
9.735,93
9.676,91
9.614,88
9.589,82
9.618,89
9.626,91
9.593,83
9.622,90
9.614,88
9.626,91
9.622,90
9.614,88
9.660,87
9.648,84
9.648,84
9.723,90
9.675,79
9.687,76
9.822,78
9.789,81
9.782,73
9.776,79
9.833,70
14.990,103
15.007,101
15.133,88
15.125,86
14.934,94
14.767,96
14.727,92
14.666,83
14.918,90
15.149,73
15.125,71
15.077,75
15.050,71
15.081,81
15.084,82
15.106,81
15.054,87
15.086,95
15.070,91
15.099,92
15.092,97
15.086,95
15.132,94
15.121,98
15.142,97
15.103,100
15.141,104
15.080,108
14.979,107
15.073,106
15.096,98
15.166,104
15.159,102
14.941,96
14.759,101
14.774,98
14.860,88
14.948,98
14.967,90
15.084,82
15.125,80
15.214,78
15.149,73
15.152,75
15.144,63
15.139,57
14.741,53
14.749,65
14.812,44







14.986,42
15.086,48
14.700,66
14.678,86
14.751,74
14.738,45































14.986,38
15.049,72
15.031,81
14.959,88
14.883,81
14.893,90
14.919,84
15.020,79
15.096,65
15.046,65
14.976,71
14.737,82
14.777,71
14.901,69
14.940,57
15.046,85
14.868,104
14.519,111
14.587,82
14.479,71
14.545,61
14.555,75
14.585,94
14.352,74
14.046,60
13.950,63
13.820,55
13.696,78
13.793,48























13.494,39
13.667,77
13.742,45






14.938,52
15.011,77
15.000,72
15.046,65
15.036,50
14.911,45
14.849,66
14.887,77
14.926,69
14.938,51
14.950,73
14.943,84
14.915,78
14.900,68
14.938,52
14.909,27
14.885,29
14.837,36
14.824,66
14.844,61
14.849,66
14.849,66
14.856,87
14.839,89
14.841,78
14.871,63
14.890,56
14.941,58
14.894,84
14.908,101
14.860,88
14.800,74
8.609,56
8.491,67
8.493,69
14.826,72
