1.771,67
1.744,66
1.744,63
1.771,67
1.744,62
1.744,65
1.744,65
1.744,65
1.770,66
1.770,65
1.770,65
1.770,64
1.771,67
1.720,67
1.744,65
1.744,65
1.772,68
1.747,69
1.770,66
1.771,67
1.771,67
1.770,63
1.770,66
1.750,71
1.725,71
1.719,62
1.770,65
1.744,66
1.770,63
1.773,69
1.772,68
1.773,69
1.775,70
1.747,69
1.772,68
1.770,65
1.719,64
1.770,64
1.772,68
1.745,67
1.745,67
1.770,65
1.770,63
1.773,69
1.771,67
1.770,65
1.770,62
1.795,61
1.771,67
1.772,68
1.745,67
1.770,64
1.744,64
1.719,66
1.770,65
1.720,67
1.770,65
1.770,65
1.770,63
1.770,64
1.770,63
1.770,63
1.744,63
1.772,68
1.746,68
1.771,67
1.745,67
1.770,61
1.750,71
1.795,63
1.770,66
1.773,69
1.797,68
1.719,63
1.770,65
1.772,68
1.770,63
1.719,65
1.770,66
1.770,65
1.744,65
1.770,65
1.719,62
1.770,63
1.744,65
1.770,65
1.770,64
1.719,65
1.770,66
1.771,67
1.719,63
1.744,65
1.770,65
1.773,69
1.744,64
1.744,66
1.720,67
1.770,63
1.770,65
1.772,68
1.770,66
1.770,62
1.719,62
1.770,62
1.770,62
1.771,67
1.744,60
1.770,65
1.769,59
1.821,61
1.770,62
1.744,62
1.769,59
1.770,61
1.770,61
1.820,58
1.794,58
1.821,61
1.795,62
1.821,62
1.845,59
1.921,56
1.947,58
1.973,62
2.076,59
2.103,61
2.155,60
2.260,62
2.285,59
2.286,60
2.285,57
2.286,60
2.285,58
2.233,63
2.285,59
2.311,58
2.312,60
2.312,63
2.286,63
2.338,60
2.232,57
2.153,52
2.075,48
2.102,53
2.023,50
1.947,53
1.869,50
1.794,54
1.769,58
1.770,62
1.770,64
1.770,61
1.795,65
1.769,59
1.770,61
1.770,61
1.795,60
1.769,59
1.769,58
1.744,61
1.795,60
1.769,56
1.769,59
1.795,60
1.261,60
0.908,62
0.858,60
0.858,61
0.858,62
0.858,63
0.833,63
0.858,66
0.858,64
0.808,62
0.858,60
0.808,60
0.833,64
0.858,62
0.833,60
0.833,63
0.858,65
0.858,64
0.808,62
0.808,60
0.908,65
1.059,62
1.337,59
1.414,62
1.363,61
1.388,66
1.465,64
1.541,63
1.515,58
1.465,62
1.339,67
1.110,64
0.958,64
0.958,63
0.983,64
0.959,67
1.011,69
1.059,66
1.059,66
1.085,67
1.065,71
1.059,62
1.138,69
1.160,63
1.161,67
1.161,67
1.236,61
1.236,63
1.262,67
1.261,66
1.287,66
1.262,67
1.239,69
1.212,68
1.115,70
1.011,69
1.084,65
1.160,64
1.086,68
1.034,67
1.219,72
1.541,65
1.617,61
1.567,67
1.465,65
1.518,68
1.414,62
1.390,68
1.414,64
1.498,72
1.533,78
1.492,80
1.543,80
1.538,79
1.527,74
1.525,73
1.516,66
1.518,68
1.522,71
1.519,69
1.516,66
1.496,71
1.491,67
1.491,67
1.490,63
1.518,68
1.490,64
1.516,64
1.516,61
1.490,62
1.465,64
1.465,64
1.516,61
1.490,62
1.490,64
1.413,59
1.414,61
1.414,63
1.465,60
1.413,59
1.413,58
1.465,61
1.414,61
1.490,61
-99999999
1.464,59
1.490,64
1.515,59
1.516,61
1.516,60
1.516,62
1.516,65
1.516,62
1.490,63
1.490,66
1.516,66
1.465,66
1.465,65
1.516,65
1.492,68
1.468,69
1.496,71
1.490,66
1.492,68
1.490,66
1.467,68
1.495,70
1.516,65
1.518,68
1.518,68
1.465,65
1.491,67
1.490,64
1.465,63
1.490,66
1.518,68
1.516,64
1.517,67
1.492,68
1.518,68
1.542,67
1.542,67
1.547,71
1.521,70
1.528,75
1.533,78
1.543,80
1.543,80
1.502,82
1.487,79
1.492,80
1.419,70
1.287,65
1.162,68
1.008,65
1.059,61
1.008,61
1.109,57
1.387,55
1.336,48
1.691,51
2.024,54
1.999,62
2.025,66
0.869,74
0.835,68
2.079,68
2.161,71
2.191,73
2.002,69
1.011,69
0.860,68
0.883,64
0.858,63
0.807,59
0.807,57
0.808,61
0.808,60
0.833,62
0.833,62
0.808,60
0.807,59
0.835,68
0.783,62
0.783,66
0.808,63
0.783,60
0.807,53
0.781,49
0.881,51
0.807,53
0.857,54
0.908,63
0.933,63
0.957,59
1.010,68
0.959,67
0.858,65
0.858,63
0.858,66
0.808,62
0.809,67
0.791,72
0.810,68
0.808,66
0.808,63
0.809,67
0.789,71
0.836,69
0.785,68
0.808,65
0.783,65
0.810,68
0.785,68
0.809,67
0.808,64
0.783,64
0.783,65
0.808,65
0.808,64
0.833,64
0.808,62
0.808,66
0.783,64
0.757,59
0.757,58
0.807,54
0.782,57
0.756,46
0.806,47
0.805,44
0.833,35
0.955,41
1.107,41
1.159,36
1.207,40
1.360,38
1.512,44
1.411,40
1.360,40
1.436,39
1.411,38
1.641,46
1.819,48
1.820,56
1.794,58
1.846,65
1.821,61
1.795,62
1.770,60
1.770,62
1.770,64
1.770,64
1.769,57
1.795,61
1.821,64
1.820,59
1.871,60
1.922,61
1.999,60
2.077,65
2.103,62
2.181,65
2.207,66
2.233,60
2.233,62
2.312,61
2.286,63
2.312,63
2.312,65
2.286,63
2.286,66
2.312,65
2.286,62
2.286,65
2.338,65
2.338,63
2.260,64
2.286,66
2.286,63
2.260,61
2.312,66
2.314,68
2.312,63
2.286,64
2.286,61
2.286,62
2.286,65
2.260,62
2.286,60
2.286,63
2.313,67
2.312,66
2.287,67
2.260,62
2.286,63
2.233,63
2.286,66
2.260,63
2.233,65
2.261,67
2.233,65
2.233,63
2.233,65
2.181,66
2.184,69
2.208,67
2.129,63
2.155,64
2.129,64
2.103,63
2.079,68
2.025,66
1.973,66
1.872,67
1.795,66
1.821,66
1.745,67
1.770,66
1.724,70
1.744,64
1.744,65
1.719,60
1.770,63
1.719,65
1.719,62
1.719,62
1.769,56
1.744,64
1.770,62
1.719,60
1.744,62
1.770,64
1.744,63
1.744,64
1.744,63
1.719,60
1.719,61
1.718,57
1.719,63
1.744,60
1.769,58
1.718,59
1.769,57
