0,0,
0,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
17.795,13,
,,
17.695,14,
,,
17.795,11,
,,
,,
,,
17.819,13,
17.872,19,
17.922,15,
17.789,17,
17.76,16,
17.785,16,
17.844,12,
17.773,19,
17.722,22,
17.817,18,
17.922,21,
17.821,22,
17.821,23,
17.818,28,
17.818,28,
17.819,27,
17.819,27,
17.818,29,
17.894,26,
17.842,31,
17.814,35,
17.865,33,
17.841,32,
17.84,33,
17.794,29,
17.813,37,
17.813,36,
17.813,39,
17.838,36,
17.764,39,
17.813,37,
17.814,40,
17.789,38,
17.838,39,
17.814,40,
17.813,38,
17.839,40,
17.814,40,
17.813,36,
17.839,41,
17.866,47,
17.864,41,
17.815,45,
17.815,45,
17.814,42,
17.815,45,
17.865,43,
17.815,44,
17.84,44,
17.815,45,
17.839,42,
17.816,46,
17.816,48,
17.865,45,
17.865,45,
17.815,44,
17.816,50,
17.865,45,
17.841,46,
17.815,45,
17.841,51,
17.816,48,
17.816,47,
17.816,49,
17.816,54,
17.816,48,
17.841,49,
17.816,55,
17.866,50,
17.841,53,
17.866,50,
17.866,56,
13.497,56,
13.595,59,
13.595,56,
13.645,59,
13.595,58,
13.644,62,
13.621,65,
13.645,63,
13.645,60,
13.647,66,
13.646,65,
13.696,66,
13.697,68,
13.647,66,
13.695,64,
13.697,68,
13.695,65,
13.697,68,
13.722,67,
13.72,64,
13.72,64,
13.697,68,
13.722,68,
13.745,65,
13.746,66,
13.745,64,
13.77,65,
13.7,72,
13.72,65,
13.72,64,
13.745,65,
13.745,65,
13.745,65,
13.695,64,
13.719,63,
13.745,65,
13.744,63,
13.744,63,
13.746,66,
13.745,64,
13.745,65,
13.719,63,
13.772,67,
13.795,66,
13.722,67,
13.722,67,
13.796,67,
13.745,65,
13.797,69,
13.748,69,
13.772,68,
13.749,70,
13.747,67,
13.799,71,
13.774,70,
13.748,69,
13.773,69,
13.797,69,
13.798,70,
13.823,70,
13.799,72,
13.849,72,
13.747,67,
13.796,68,
13.796,68,
13.747,67,
13.798,70,
13.771,66,
13.795,66,
13.82,66,
13.819,65,
13.846,68,
13.846,67,
13.747,68,
13.869,64,
17.793,65,
17.817,64,
13.941,61,
17.792,57,
17.768,64,
17.767,59,
