sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
131, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5629660,-84.7273937
131, 18.00,02349,   1, 321,   0,1310,1318,1248,-2.13,12.63,12.81,350.44,-6,45.5630802,-84.7274164,2349
131, 18.00,02350,   1, 386,   0,1481,1477,1411,0.82,14.40,14.43,3.25,-4,45.5630954,-84.7273780,2350
131, 18.00,02351,   1, 453,   0,1212,1205,1141,1.36,11.59,11.67,6.69,-2,45.5630700,-84.7273721,2351
131, 18.00,02352,   1,  98,   0, 697, 690, 628,1.41,6.52,6.67,12.20,1,45.5630243,-84.7273733,2352
131, 18.00,02353,   1, 145,   0, 638, 621, 564,2.63,5.40,6.01,25.97,-1,45.5630139,-84.7273581,2353
131, 18.00,02354,   1,  98,   0, 603, 588, 529,2.40,5.15,5.68,25.04,-4,45.5630117,-84.7273611,2354
131, 18.00,02355,   1,  94,   0, 589, 574, 515,2.40,5.00,5.55,25.69,-4,45.5630104,-84.7273611,2355
131, 18.00,02356,   1,  93,   0, 349, 319, 272,2.14,2.11,3.00,45.40,-3,45.5629844,-84.7273656,2356
131, 18.00,02357,   1, 150,   0, 394, 360, 317,2.41,2.43,3.42,44.76,0,45.5629873,-84.7273620,2357
131, 18.00,02358,   1, 116,   0, 525, 488, 448,3.27,3.51,4.79,42.97,-3,45.5629967,-84.7273507,2358
131, 18.00,02359,   1, 118,   0,1493,1482,1423,2.89,14.34,14.63,11.39,0,45.5630943,-84.7273515,2359
131, 18.00,02360,   1, 323,   0,1659,1637,1581,5.46,15.21,16.16,19.75,1,45.5631014,-84.7273183,2360
131, 18.00,02361,   1, 342,   0, 851, 797, 775,5.92,5.29,7.94,48.22,-1,45.5630121,-84.7273160,2361
131, 18.00,02362,   1,  26,   0,1143,1092,1070,8.16,7.43,11.03,47.68,-2,45.5630307,-84.7272866,2362
131, 18.00,02363,   1, 116,   0,1173,1126,1098,7.75,8.22,11.30,43.35,-11,45.5630380,-84.7272915,2363
131, 18.00,02364,   1, 175,   0,1232,1186,1158,8.17,8.61,11.87,43.50,-4,45.5630414,-84.7272860,2364
131, 18.00,02365,   1, 255,   0, 735, 675, 666,5.56,3.93,6.80,54.75,-2,45.5630000,-84.7273212,2365
131, 18.00,02366,   1, 128,   0, 841, 778, 773,6.65,4.31,7.93,57.03,-3,45.5630031,-84.7273070,2366
131, 18.00,02367,   1, 109,   0,1663,1593,1588,13.55,8.77,16.14,57.07,7,45.5630415,-84.7272171,2367
131, 18.00,02368,   1, 105,  10,1595,1527,1540,14.41,5.82,15.54,68.02,16,45.5630147,-84.7272071,2368
131, 18.00,02369,   1, 173,   0,1638,1589,1559,10.68,11.79,15.91,42.18,-4,45.5630694,-84.7272527,2369
131, 18.00,02370,   1, 134,   0, 696, 628, 634,5.70,3.07,6.47,61.70,5,45.5629922,-84.7273197,2370
131, 18.00,02371,   1,  89,   0, 716, 647, 656,5.98,3.02,6.70,63.24,3,45.5629916,-84.7273161,2371
131, 18.00,02372,   1,  83,   0, 527, 455, 476,4.42,1.88,4.80,66.89,11,45.5629819,-84.7273365,2372
131, 18.00,02373,   1, 145,   0, 748, 672, 693,6.50,2.58,6.99,68.35,1,45.5629876,-84.7273096,2373
131, 18.00,02374,   1,  87,   0, 814, 737, 763,7.29,2.43,7.69,71.54,4,45.5629861,-84.7272995,2374
131, 18.00,02375,   1, 209,   0, 883, 805, 820,7.56,3.41,8.29,65.75,-3,45.5629947,-84.7272957,2375
131, 18.00,02376,   1,  83,   0,1327,1255,1266,11.69,5.29,12.83,65.66,-7,45.5630106,-84.7272421,2376
131, 18.00,02377,   1, 166,   0,1323,1252,1263,11.61,5.29,12.76,65.52,-4,45.5630106,-84.7272431,2377
131, 18.00,02378,   1, 342,   0,1493,1377,1410,13.52,4.24,14.17,72.60,-12,45.5630007,-84.7272191,2378
131, 18.00,02379,   1, 213,   0,1449,1336,1364,13.00,4.58,13.79,70.58,-8,45.5630040,-84.7272256,2379
131, 18.00,02380,   1,   0,   0, 882, 811, 822,7.57,3.51,8.35,65.16,10,45.5629956,-84.7272955,2380
