sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
321, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5631014,-84.7070510
321, 18.00,00894,   1, 336,   0, 131, 151,  75,-0.29,0.26,0.39,311.88,-3,45.5631038,-84.7070546,894
321, 18.00,00895,   1, 321,   0, 506, 545, 468,-3.58,3.33,4.89,312.94,-6,45.5631323,-84.7070956,895
321, 18.00,00896,   1, 315,   0, 546, 599, 520,-4.24,3.33,5.39,308.15,-9,45.5631324,-84.7071040,896
321, 18.00,00897,   1, 115,   0, 722, 751, 676,-4.19,5.75,7.12,323.90,-3,45.5631542,-84.7071026,897
321, 18.00,00898,   1, 126,   0, 735, 770, 694,-4.64,5.61,7.28,320.41,-2,45.5631530,-84.7071083,898
321, 18.00,00899,   1, 337,   0,1603,1636,1560,-8.38,13.47,15.87,328.10,2,45.5632247,-84.7071534,899
321, 18.00,00900,   1, 334,   0,1263,1308,1229,-8.31,9.41,12.55,318.54,-4,45.5631881,-84.7071539,900
321, 18.00,00901,   1,  57,   0, 948,1016, 923,-7.35,6.23,9.64,310.32,-10,45.5631594,-84.7071428,901
321, 18.00,00902,   1, 268,   0, 532, 603, 538,-4.89,2.39,5.44,296.05,-1,45.5631242,-84.7071127,902
321, 18.00,00903,   1, 248,   0,1343,1455,1312,-10.50,8.70,13.63,309.64,-1,45.5631823,-84.7071822,903
321, 18.00,00904,   1, 309,   0,1212,1272,1209,-10.46,6.26,12.19,300.91,-9,45.5631604,-84.7071826,904
321, 18.00,00905,   1, 296,   0,1001,1068,1015,-9.46,3.69,10.15,291.31,0,45.5631370,-84.7071708,905
321, 18.00,00906,   1, 285,   0, 400, 481, 454,-4.27,0.47,4.29,276.28,-2,45.5631067,-84.7071055,906
321, 18.00,00907,   1, 231,   0,1020,1127,1024,-9.29,4.90,10.50,297.81,-4,45.5631478,-84.7071681,907
321, 18.00,00908,   1,   0,   0,1420,1477,1437,-13.71,4.39,14.40,287.77,-3,45.5631444,-84.7072249,908
321, 18.00,00909,   1, 176,   0,1749,1840,1883,-11.37,-14.21,18.20,218.68,-4,45.5629766,-84.7072018,909
321, 18.00,00910,   1, 248,   0,1366,1455,1383,-12.97,5.06,13.92,291.31,0,45.5631502,-84.7072152,910
321, 18.00,00911,   1, 205,   0,1261,1361,1286,-12.29,4.12,12.96,288.53,0,45.5631416,-84.7072068,911
321, 18.00,00912,   1, 102,   0,1272,1356,1297,-12.50,3.82,13.07,286.97,5,45.5631389,-84.7072097,912
321, 18.00,00913,   1, 134,   0, 777, 856, 813,-7.93,1.61,8.09,281.50,8,45.5631180,-84.7071520,913
321, 18.00,00914,   1, 263,   0, 775, 856, 813,-7.92,1.35,8.03,279.71,5,45.5631156,-84.7071519,914
321, 18.00,00915,   1, 307,   0, 888, 968, 931,-9.13,0.87,9.17,275.44,1,45.5631116,-84.7071676,915
321, 18.00,00916,   1, 242,   0, 526, 596, 591,-5.24,-1.92,5.58,249.89,-6,45.5630855,-84.7071188,916
321, 18.00,00917,   1, 134,   0, 895, 978, 945,-9.35,0.27,9.35,271.65,-4,45.5631062,-84.7071706,917
321, 18.00,00918,   1, 187,   0,1006,1088,1055,-10.44,0.18,10.44,270.99,1,45.5631057,-84.7071846,918
321, 18.00,00919,   1, 268,   0,1472,1559,1520,-15.08,0.36,15.08,271.37,-3,45.5631085,-84.7072439,919
321, 18.00,00920,   1, 195,   0,1236,1314,1281,-12.70,0.27,12.71,271.22,2,45.5631071,-84.7072135,920
321, 18.00,00921,   1,  89,   0,1240,1321,1295,-12.77,-1.28,12.84,264.28,-2,45.5630932,-84.7072150,921
321, 18.00,00922,   1, 318,   0, 397, 453, 472,-1.57,-3.91,4.21,201.90,-6,45.5630667,-84.7070725,922
321, 18.00,00923,   1, 209,   0, 624, 691, 695,-5.18,-4.10,6.61,231.64,-1,45.5630659,-84.7071188,923
321, 18.00,00924,   1, 306,   0,1248,1323,1310,-12.23,-3.81,12.81,252.71,-2,45.5630703,-84.7072090,924
321, 18.00,00925,   1, 322,   0,1497,1575,1562,-14.52,-4.90,15.33,251.34,3,45.5630610,-84.7072387,925
321, 18.00,00926,   1,  87,   0,1758,1890,1823,-18.21,1.05,18.24,273.30,-1,45.5631155,-84.7072837,926
321, 18.00,00927,   1, 150,   0,1713,1789,1778,-16.48,-6.10,17.57,249.70,-4,45.5630508,-84.7072642,927
321, 18.00,00928,   1, 141,   0,1695,1823,1762,-17.57,0.50,17.58,271.62,-6,45.5631104,-84.7072758,928
321, 18.00,00929,   1, 193,   0,1101,1176,1171,-10.33,-4.88,11.43,244.71,-5,45.5630602,-84.7071850,929
321, 18.00,00930,   1, 298,   0,1004,1074,1074,-8.90,-5.35,10.38,239.00,-4,45.5630556,-84.7071669,930
321, 18.00,00931,   1,  17,   0, 868, 927, 941,-6.09,-6.79,9.12,221.89,2,45.5630419,-84.7071314,931
321, 18.00,00932,   1,  81,   0,1655,1751,1659,-14.91,7.94,16.89,298.04,0,45.5631766,-84.7072390,932
321, 18.00,00933,   1,  26,   0, 855, 917, 928,-6.41,-6.31,9.00,225.45,-4,45.5630463,-84.7071354,933
321, 18.00,00934,   1,  12,   0, 792, 851, 851,-7.20,-4.19,8.33,239.80,-36,45.5630656,-84.7071447,934
321, 18.00,00935,   1, 294,   0, 546, 588, 621,-1.73,-5.43,5.70,197.67,-2,45.5630530,-84.7070751,935
321, 18.00,00936,   1, 182,   0, 671, 719, 745,-3.02,-6.34,7.02,205.44,-3,45.5630451,-84.7070919,936
321, 18.00,00937,   1, 220,   0,1049,1113,1121,-8.31,-6.99,10.86,229.92,3,45.5630407,-84.7071599,937
321, 18.00,00938,   1, 277,   0,1110,1201,1183,-11.13,-3.07,11.55,254.59,2,45.5630767,-84.7071947,938
321, 18.00,00939,   1, 308,   0,1489,1586,1582,-13.61,-7.23,15.41,242.02,0,45.5630399,-84.7072279,939
321, 18.00,00940,   1, 345,   0,1007,1043,1082,-3.46,-9.70,10.30,199.64,-6,45.5630151,-84.7070989,940
321, 18.00,00941,   1, 133,   0,1345,1406,1436,-7.98,-11.42,13.93,214.96,8,45.5630008,-84.7071574,941
321, 18.00,00942,   1, 147,   0,1592,1746,1687,-16.65,-1.67,16.73,264.28,2,45.5630907,-84.7072648,942
321, 18.00,00943,   1, 208,   0,1468,1482,1521,-2.65,-14.59,14.83,190.29,-2,45.5629709,-84.7070902,943
321, 18.00,00944,   1, 222,   0, 906, 922, 975,-1.19,-9.18,9.26,187.39,-1,45.5630192,-84.7070696,944
321, 18.00,00945,   1, 247,   0,1137,1143,1201,-0.51,-11.50,11.51,182.52,-7,45.5629981,-84.7070617,945
321, 18.00,00946,   1, 297,   0,1217,1228,1290,-1.06,-12.28,12.33,184.93,0,45.5629912,-84.7070691,946
321, 18.00,00947,   1, 198,   0,1553,1592,1627,-6.87,-14.27,15.83,205.73,-4,45.5629749,-84.7071442,947
321, 18.00,00948,   1, 113,   0,1630,1768,1772,-14.63,-9.10,17.23,238.13,-4,45.5630233,-84.7072417,948
321, 18.00,00949,   1, 142,   0,1015,1008,1075,0.75,-10.25,10.28,175.83,-5,45.5630090,-84.7070452,949
321, 18.00,00950,   1, 263,   0, 521, 522, 582,0.13,-5.27,5.27,178.59,-5,45.5630540,-84.7070513,950
321, 18.00,00951,   1, 259,   0, 830, 816, 887,1.14,-8.26,8.34,172.14,1,45.5630268,-84.7070394,951
