Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
111,18,2876,1,249,0,119,104,48,-0.07,0.51,0.52,352.33,-9,45.5636319,-84.728906,2876
111,18,2877,1,134,0,152,127,78,0.09,0.43,0.44,11.82,4,45.5636311,-84.728904,2877
111,18,2878,1,390,0,1070,1028,992,6.35,7.9,10.14,38.83,-6,45.5636967,-84.728821,2878
111,18,2879,1,372,0,834,784,768,5.99,4.97,7.78,50.32,-1,45.5636704,-84.7288268,2879
111,18,2880,1,17,0,1027,976,949,7.09,6.86,9.86,45.94,-2,45.5636871,-84.7288121,2880
111,18,2881,1,13,0,840,793,781,6.39,4.93,8.07,52.36,-37,45.56367,-84.7288217,2881
111,18,2882,1,14,0,1039,980,968,8.04,5.92,9.98,53.64,-1,45.5636785,-84.7288002,2882
111,18,2883,1,10,0,1159,1104,1086,8.61,7.15,11.19,50.28,8,45.5636894,-84.7287925,2883
111,18,2884,1,10,0,896,841,830,6.92,5.06,8.58,53.84,-24,45.563671,-84.7288148,2884
111,18,2885,1,374,0,1900,1846,1818,12.6,13.43,18.41,43.18,-4,45.5637448,-84.7287391,2885
111,18,2886,1,406,0,1065,1010,1000,8.07,6.03,10.08,53.21,-7,45.5636795,-84.7287998,2886
111,18,2887,1,91,0,534,475,486,4.4,2.19,4.91,63.49,-7,45.5636459,-84.7288482,2887
111,18,2888,1,350,0,807,745,754,6.71,3.43,7.53,62.92,-1,45.5636564,-84.7288181,2888
111,18,2889,1,212,0,1200,1156,1140,8.74,7.59,11.57,49.02,-3,45.5636933,-84.7287906,2889
111,18,2890,1,438,0,1238,1174,1188,10.89,4.6,11.82,67.11,-4,45.5636659,-84.7287641,2890
111,18,2891,1,80,0,1263,1199,1205,10.9,5.54,12.23,63.06,-1,45.5636743,-84.7287637,2891
111,18,2892,1,94,0,1272,1205,1226,11.77,3.71,12.33,72.52,-5,45.5636576,-84.7287533,2892
111,18,2893,1,128,0,1833,1859,1749,-4.99,17.43,18.13,344.02,-7,45.5637853,-84.7289629,2893
111,18,2894,1,352,0,1794,1834,1750,-9.96,14.75,17.8,325.97,-5,45.5637625,-84.7290275,2894
111,18,2895,1,94,0,1568,1489,1511,14.48,4.73,15.23,71.9,-3,45.5636662,-84.7287181,2895
111,18,2896,1,80,0,1439,1358,1401,13.95,1.05,13.99,85.7,0,45.5636332,-84.7287263,2896
111,18,2897,1,189,0,897,822,871,8.56,0.18,8.57,88.8,-2,45.5636267,-84.7287955,2897
111,18,2898,1,305,0,117,44,119,0.55,-0.11,0.56,101.31,-2,45.5636261,-84.7288983,2898
111,18,2899,1,88,0,746,672,731,7.06,-0.94,7.12,97.55,-5,45.563617,-84.7288152,2899
111,18,2900,1,135,0,1209,1132,1188,11.61,-1.64,11.73,98.06,-10,45.5636095,-84.7287572,2900
111,18,2901,1,256,0,1650,1576,1641,15.09,-5.73,16.14,110.79,-1,45.5635719,-84.7287142,2901
111,18,2902,1,193,0,1622,1549,1611,15.06,-5.08,15.89,108.64,1,45.5635777,-84.7287143,2902
111,18,2903,1,463,0,1619,1549,1634,11.77,-10.59,15.83,131.97,-10,45.5635291,-84.7287584,2903
111,18,2904,1,458,0,813,753,836,4.68,-6.25,7.81,143.2,-10,45.5635698,-84.7288476,2904
111,18,2905,1,160,0,1644,1707,1698,-15.77,-5.76,16.79,249.95,-2,45.5635795,-84.7291093,2905
111,18,2906,1,10,0,1063,1007,1088,6.06,-8.63,10.54,144.94,-4,45.5635481,-84.7288309,2906
111,18,2907,1,16,0,1055,995,1086,5.75,-8.76,10.48,146.75,2,45.563547,-84.7288349,2907
111,18,2908,1,287,0,1620,1564,1661,8.28,-13.77,16.07,148.98,-1,45.5635013,-84.7288043,2908
111,18,2909,1,100,0,1518,1459,1542,9.5,-11.67,15.05,140.85,-2,45.5635199,-84.7287878,2909
111,18,2910,1,400,0,1728,1659,1764,10.29,-13.56,17.02,142.81,0,45.5635027,-84.7287784,2910
111,18,2911,1,368,0,1247,1353,1317,-12.85,-1.33,12.92,264.09,-7,45.5636186,-84.7290703,2911
111,18,2912,1,370,0,1853,1804,1882,10.39,-15.1,18.33,145.47,-1,45.5634888,-84.7287777,2912
111,18,2913,1,225,0,1284,1243,1322,5.45,-11.53,12.75,154.72,-4,45.5635222,-84.7288397,2913
111,18,2914,1,244,0,1359,1319,1401,5.47,-12.36,13.51,156.13,-1,45.5635147,-84.7288397,2914
111,18,2915,1,117,0,1409,1374,1452,5.14,-13.13,14.1,158.62,-5,45.5635079,-84.7288442,2915
111,18,2916,1,141,0,838,810,887,2.1,-8.14,8.41,165.53,-1,45.5635535,-84.7288813,2916
111,18,2917,1,139,0,630,598,675,1.64,-6.07,6.28,164.9,-4,45.5635723,-84.7288865,2917
111,18,2918,1,309,0,318,332,387,-0.04,-3.25,3.25,180.69,-13,45.563598,-84.7289069,2918
111,18,2919,1,259,0,567,571,640,0.01,-5.81,5.81,179.9,-9,45.563575,-84.7289072,2919
111,18,2920,1,303,0,895,885,963,0.9,-8.99,9.03,174.3,-5,45.5635462,-84.728897,2920
111,18,2921,1,107,0,1297,1253,1329,6.21,-11.32,12.92,151.24,-4,45.5635239,-84.7288298,2921
111,18,2922,1,260,0,1642,1623,1698,3.33,-16.12,16.46,168.33,-1,45.5634815,-84.7288685,2922
111,18,2923,1,276,0,1869,1873,1941,-0.57,-18.85,18.86,181.73,1,45.5634579,-84.7289194,2923
111,18,2924,1,170,0,1465,1473,1541,-0.96,-14.87,14.9,183.71,-6,45.5634938,-84.728923,2924
111,18,2925,1,250,0,1450,1457,1532,-0.71,-14.7,14.72,182.76,2,45.5634952,-84.7289197,2925
111,18,2926,1,221,0,1450,1449,1539,0.25,-14.74,14.74,179.03,-1,45.5634947,-84.7289074,2926
111,18,2927,1,81,0,1575,1603,1677,-3.47,-15.81,16.19,192.37,-5,45.563486,-84.7289554,2927
111,18,2928,1,143,0,1588,1623,1688,-4.58,-15.65,16.3,196.31,-1,45.5634877,-84.7289696,2928
111,18,2929,1,154,0,1649,1657,1741,-0.94,-16.77,16.8,183.22,-7,45.5634766,-84.7289234,2929
111,18,2930,1,317,0,761,821,845,-4.27,-6.71,7.95,212.51,-10,45.563568,-84.7289624,2930
111,18,2931,1,322,0,494,547,571,-2.1,-4.75,5.19,203.85,-11,45.5635851,-84.7289339,2931
111,18,2932,1,138,0,907,969,981,-6.69,-6.7,9.47,224.96,-6,45.5635687,-84.7289934,2932
111,18,2933,1,68,0,904,964,978,-6.5,-6.9,9.48,223.29,-13,45.5635669,-84.728991,2933
111,18,2934,1,41,0,997,1056,1068,-7.36,-7.36,10.41,225,-3,45.5635629,-84.7290022,2934
111,18,2935,1,340,0,1172,1235,1240,-9.65,-7.17,12.02,233.39,-10,45.5635652,-84.7290314,2935
111,18,2936,1,63,0,927,1124,1039,-10.29,-0.56,10.3,266.88,1,45.5636249,-84.7290372,2936
111,18,2937,1,74,0,877,940,956,-6.1,-6.93,9.23,221.36,-3,45.5635665,-84.7289859,2937
111,18,2938,1,316,0,873,937,946,-6.65,-6.14,9.05,227.28,-2,45.5635738,-84.7289926,2938
111,18,2939,1,318,0,536,604,606,-4.56,-3.36,5.67,233.65,-9,45.5635982,-84.7289649,2939
111,18,2940,1,169,0,511,584,578,-5.22,-1.69,5.49,252.03,-5,45.5636134,-84.7289727,2940
111,18,2941,1,255,0,1189,1252,1264,-8.94,-8.39,12.26,226.81,-4,45.5635541,-84.7290228,2941
111,18,2942,1,224,0,1351,1450,1421,-13.82,-2.28,14.01,260.63,0,45.5636103,-84.729083,2942
111,18,2943,1,398,0,1065,1139,1129,-10.28,-3.73,10.94,250.06,0,45.5635963,-84.7290382,2943
111,18,2944,1,369,0,1408,1476,1456,-14.18,-1.95,14.32,262.19,-7,45.5636134,-84.7290876,2944
111,18,2945,1,396,0,1380,1487,1441,-14.22,-0.09,14.22,269.64,-7,45.5636301,-84.7290874,2945
111,18,2946,1,273,0,1292,1361,1326,-13.07,1.55,13.16,276.76,-7,45.5636445,-84.7290721,2946
111,18,2947,1,373,0,316,394,367,-3.3,0.56,3.35,279.63,-1,45.5636331,-84.7289473,2947
111,18,2948,1,340,0,908,985,937,-9.03,2.22,9.3,283.8,-3,45.5636495,-84.7290201,2948
111,18,2949,1,133,0,1659,1725,1680,-16.22,4.54,16.84,285.64,-10,45.5636722,-84.7291113,2949
111,18,2950,1,406,0,1598,1657,1612,-15.17,5.28,16.06,289.19,-1,45.5636786,-84.7290976,2950
111,18,2951,1,339,0,1382,1471,1403,-13.3,4.59,14.07,289.04,0,45.5636719,-84.7290739,2951
111,18,2952,1,69,0,1441,1516,1533,-10.87,-10.28,14.97,226.6,2,45.5635375,-84.7290482,2952
111,18,2953,1,127,0,1342,1416,1358,-12.81,4.84,13.69,290.71,-6,45.5636741,-84.7290675,2953
111,18,2954,1,91,0,1443,1507,1450,-13.23,6.3,14.65,295.46,-1,45.5636873,-84.7290724,2954
111,18,2955,1,106,0,1399,1466,1398,-12.26,7.14,14.19,300.21,-3,45.5636946,-84.7290597,2955
111,18,2956,1,67,0,1386,1470,1385,-12.22,7.12,14.14,300.24,-4,45.5636944,-84.7290592,2956
111,18,2957,1,312,0,1189,1262,1193,-10.7,5.48,12.02,297.12,-5,45.5636793,-84.7290403,2957
111,18,2958,1,164,0,1163,1310,1171,-10.78,5.51,12.11,297.05,4,45.5636795,-84.7290413,2958
111,18,2959,1,99,0,1133,1233,1132,-10.09,5.83,11.66,300.03,-8,45.5636823,-84.7290324,2959
111,18,2961,1,97,0,1122,1211,1116,-9.74,6.1,11.49,302.04,5,45.5636846,-84.7290278,2961
111,18,2962,1,232,0,1173,1245,1156,-9.45,7.13,11.84,307.03,1,45.5636938,-84.7290237,2962
111,18,2963,1,105,0,1018,1112,1017,-9.07,5.24,10.47,300.02,0,45.5636767,-84.7290195,2963
111,18,2964,1,194,0,1011,1134,1009,-9.07,5.22,10.46,299.93,5,45.5636765,-84.7290194,2964
111,18,2965,1,359,0,841,914,851,-7.81,3.47,8.54,293.97,-6,45.5636605,-84.729004,2965
111,18,2966,1,367,0,435,497,422,-3.66,2.26,4.3,301.69,0,45.5636485,-84.7289513,2966
111,18,2967,1,386,0,1152,1200,1119,-7.83,8.31,11.42,316.73,-6,45.563704,-84.7290025,2967
111,18,2968,1,140,0,1457,1513,1433,-10.78,9.92,14.64,312.62,-3,45.5637192,-84.7290396,2968
111,18,2969,1,186,0,1436,1491,1423,-11.49,8.76,14.44,307.32,-5,45.5637089,-84.7290492,2969
111,18,2970,1,116,0,1431,1470,1405,-9.67,10.58,14.33,317.57,-1,45.5637249,-84.7290252,2970
111,18,2971,1,113,0,1275,1329,1214,-7.02,10.62,12.73,326.53,-1,45.5637246,-84.7289913,2971
111,18,2972,1,132,0,1270,1273,1179,-0.58,12.38,12.4,357.32,3,45.5637388,-84.7289082,2972
111,18,2973,1,83,0,1188,1226,1144,-6.78,9.71,11.85,325.07,-5,45.5637164,-84.7289886,2973
111,18,2974,1,328,0,833,868,791,-5.09,6.39,8.17,321.45,-3,45.563686,-84.7289682,2974
111,18,2975,1,241,0,620,656,579,-4.08,4.48,6.06,317.67,-4,45.5636686,-84.7289559,2975
111,18,2976,1,327,0,561,587,509,-3.22,4.29,5.36,323.07,6,45.5636666,-84.728945,2976
111,18,2977,1,258,0,817,840,761,-3.74,7.01,7.95,331.92,0,45.5636913,-84.7289506,2977
111,18,2978,1,427,0,933,986,881,-5.77,7.13,9.17,321.02,-1,45.5636929,-84.7289766,2978
111,18,2979,1,134,0,1170,1166,1083,0.6,11.36,11.37,3.01,5,45.5637293,-84.7288935,2979
111,18,2980,1,109,0,1103,1118,1034,-2.77,10.48,10.84,345.18,17,45.5637222,-84.728937,2980
111,18,2981,1,183,0,1796,1806,1732,-3,17.49,17.74,350.27,1,45.5637853,-84.7289373,2981
111,18,2982,1,276,0,1697,1719,1653,-6.97,15.3,16.81,335.5,17,45.5637667,-84.728989,2982
111,18,2983,1,289,0,1673,1717,1616,-8.36,14.34,16.6,329.75,15,45.5637584,-84.7290072,2983
111,18,2984,1,305,0,1652,1667,1605,-4.85,15.58,16.32,342.71,18,45.5637686,-84.7289617,2984
