sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
242, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5562365,-84.7240978
242, 18.00,02246,   1, 226,   0, 197, 190, 130,0.83,0.72,1.10,49.01,8,45.5562428,-84.7240869,2246
242, 18.00,02247,   1, 152,   0, 207, 215, 147,1.08,0.78,1.33,54.22,-14,45.5562433,-84.7240837,2247
242, 18.00,02248,   1, 111,   0, 290, 281, 222,1.68,1.72,2.40,44.33,-7,45.5562516,-84.7240757,2248
242, 18.00,02249,   1, 196,   0, 633, 621, 561,2.07,5.59,5.96,20.37,7,45.5562863,-84.7240692,2249
242, 18.00,02250,   1, 270,   0, 573, 558, 500,2.30,4.77,5.29,25.74,-2,45.5562788,-84.7240666,2250
242, 18.00,02251,   1, 243,   0, 605, 584, 528,2.71,4.90,5.60,28.93,7,45.5562800,-84.7240613,2251
242, 18.00,02252,   1,  92,   0, 860, 821, 768,4.57,6.75,8.15,34.10,1,45.5562961,-84.7240368,2252
242, 18.00,02253,   1,  82,   0, 870, 843, 792,4.16,7.22,8.33,29.95,0,45.5563004,-84.7240419,2253
242, 18.00,02255,   1, 119,   0,1237,1204,1153,5.89,10.41,11.96,29.50,-1,45.5563287,-84.7240186,2255
242, 18.00,02256,   1, 412,   0,1460,1425,1392,8.33,11.36,14.09,36.26,2,45.5563366,-84.7239870,2256
242, 18.00,02257,   1, 130,   0, 384, 354, 312,2.38,2.37,3.35,45.12,3,45.5562572,-84.7240665,2257
242, 18.00,02258,   1, 114,   0, 369, 334, 298,2.37,2.14,3.19,47.92,1,45.5562552,-84.7240667,2258
242, 18.00,02259,   1,  96,   0, 391, 340, 323,2.73,2.02,3.40,53.60,4,45.5562540,-84.7240621,2259
242, 18.00,02260,   1, 291,   0, 784, 729, 718,5.87,4.36,7.31,53.40,2,45.5562742,-84.7240211,2260
242, 18.00,02261,   1,  43,   0, 941, 884, 876,7.42,5.08,8.99,55.59,6,45.5562804,-84.7240010,2261
242, 18.00,02262,   1,  30,   0, 931, 876, 860,6.94,5.56,8.89,51.27,13,45.5562848,-84.7240070,2262
242, 18.00,02263,   1,  14,   0, 978, 930, 910,7.08,6.19,9.40,48.84,-2,45.5562904,-84.7240050,2263
242, 18.00,02264,   1, 271,   0,1759,1681,1665,13.35,10.44,16.95,51.99,-3,45.5563270,-84.7239231,2264
242, 18.00,02270,   1, 436,   0,1695,1651,1629,11.44,11.77,16.42,44.19,3,45.5563395,-84.7239470,2270
242, 18.00,02271,   1,  81,   0,1167,1110,1102,9.24,6.42,11.25,55.20,3,45.5562919,-84.7239772,2271
242, 18.00,02272,   1, 494,   0, 369, 300, 328,2.68,1.37,3.01,62.84,6,45.5562482,-84.7240630,2272
242, 18.00,02273,   1, 444,   0, 538, 471, 484,4.18,2.23,4.74,61.87,-4,45.5562556,-84.7240435,2273
242, 18.00,02274,   1, 391,   0,1305,1229,1203,9.16,8.24,12.32,48.01,6,45.5563084,-84.7239775,2274
242, 18.00,02278,   1, 254,   0,1251,1132,1162,11.07,3.94,11.75,70.40,8,45.5562692,-84.7239546,2278
242, 18.00,02279,   1, 408,   0, 540, 468, 516,4.79,0.86,4.86,79.84,4,45.5562430,-84.7240362,2279
242, 18.00,02280,   1, 116,   0, 545, 478, 525,5.06,0.52,5.09,84.12,15,45.5562399,-84.7240328,2280
242, 18.00,02281,   1, 205,   0, 587, 520, 565,5.42,0.67,5.46,83.00,7,45.5562411,-84.7240282,2281
242, 18.00,02282,   1,  83,   0,1671,1585,1640,16.29,-1.15,16.33,94.02,5,45.5562221,-84.7238897,2282
242, 18.00,02284,   1,  93,   0,1619,1546,1591,15.84,-0.61,15.85,92.21,-10,45.5562270,-84.7238953,2284
242, 18.00,02285,   1, 195,   0,1550,1477,1528,15.02,-1.87,15.14,97.09,-3,45.5562159,-84.7239062,2285
242, 18.00,02286,   1, 184,   0,1531,1466,1503,14.94,0.58,14.95,87.78,-4,45.5562379,-84.7239063,2286
242, 18.00,02287,   1, 143,   0,1572,1475,1537,15.22,-1.05,15.26,93.94,4,45.5562232,-84.7239033,2287
242, 18.00,02288,   1, 180,   0,1576,1475,1530,15.24,0.62,15.25,87.67,3,45.5562382,-84.7239025,2288
242, 18.00,02289,   1, 155,   0,1575,1506,1560,15.01,-3.58,15.43,103.40,-3,45.5562006,-84.7239069,2289
242, 18.00,02291,   1, 243,   0,1007, 944,1002,9.05,-3.61,9.75,111.77,8,45.5562017,-84.7239832,2291
242, 18.00,02292,   1, 210,   0, 608, 546, 610,4.79,-3.22,5.77,123.91,-2,45.5562064,-84.7240377,2292
242, 18.00,02293,   1, 138,   0, 435, 372, 432,3.97,-0.62,4.01,98.94,13,45.5562299,-84.7240472,2293
242, 18.00,02294,   1, 110,   0, 461, 395, 454,4.25,-0.25,4.25,93.33,9,45.5562332,-84.7240435,2294
242, 18.00,02295,   1, 111,   0, 151, 131, 195,0.15,-1.12,1.13,172.50,10,45.5562264,-84.7240963,2295
242, 18.00,02296,   1, 207,   0, 203, 171, 241,0.29,-1.69,1.71,170.26,-2,45.5562213,-84.7240947,2296
242, 18.00,02297,   1, 197,   0, 212, 195, 260,0.24,-1.92,1.94,172.91,5,45.5562192,-84.7240954,2297
242, 18.00,02298,   1, 399,   0, 564, 513, 584,2.63,-4.62,5.32,150.40,3,45.5561943,-84.7240658,2298
242, 18.00,02299,   1,  99,   0,1120,1083,1162,4.05,-10.44,11.20,158.78,5,45.5561416,-84.7240497,2299
242, 18.00,02300,   1,  84,   0,1497,1447,1538,7.07,-13.16,14.94,151.77,2,45.5561164,-84.7240121,2300
242, 18.00,02290,   1,  80,   0,1561,1512,1583,9.50,-12.27,15.52,142.26,8,45.5561238,-84.7239807,2290
242, 18.00,02302,   1, 105,   0,1146,1108,1185,4.42,-10.54,11.43,157.27,-2,45.5561406,-84.7240451,2302
242, 18.00,02303,   1,  82,   0, 516, 536, 584,-0.69,-5.34,5.39,187.37,9,45.5561887,-84.7241086,2303
242, 18.00,02304,   1,  91,   0,1031,1040,1098,-0.79,-10.50,10.53,184.30,-2,45.5561423,-84.7241117,2304
242, 18.00,02305,   1, 370,   0,1417,1422,1482,-0.50,-14.25,14.26,182.00,6,45.5561085,-84.7241093,2305
242, 18.00,02306,   1, 247,   0,1606,1654,1673,-10.30,-12.71,16.35,219.03,8,45.5561249,-84.7242343,2306
242, 18.00,02307,   1, 223,   0,1048,1063,1115,-1.40,-10.57,10.66,187.54,0,45.5561418,-84.7241196,2307
242, 18.00,02308,   1, 382,   0, 541, 602, 605,-4.29,-3.64,5.63,229.69,1,45.5562049,-84.7241540,2308
242, 18.00,02309,   1, 280,   0, 644, 709, 704,-6.26,-2.46,6.72,248.55,2,45.5562160,-84.7241788,2309
242, 18.00,02310,   1, 405,   0, 904, 961, 969,-6.80,-6.29,9.26,227.21,7,45.5561817,-84.7241871,2310
242, 18.00,02311,   1,  17,   0, 878, 933, 947,-6.00,-6.96,9.18,220.76,2,45.5561755,-84.7241771,2311
242, 18.00,02312,   1,  17,   0, 941, 994,1013,-5.88,-7.89,9.84,216.70,1,45.5561671,-84.7241759,2312
242, 18.00,02313,   1, 366,   0,1330,1383,1413,-7.25,-11.52,13.61,212.18,-1,45.5561348,-84.7241948,2313
242, 18.00,02314,   1, 162,   0,1321,1395,1390,-12.30,-5.89,13.64,244.40,8,45.5561867,-84.7242574,2314
242, 18.00,02315,   1, 123,   0,1360,1421,1430,-10.71,-9.01,14.00,229.92,2,45.5561582,-84.7242382,2315
242, 18.00,02316,   1, 102,   0,1234,1306,1293,-12.26,-3.55,12.77,253.86,2,45.5562078,-84.7242561,2316
242, 18.00,02317,   1, 464,   0,1210,1276,1268,-11.44,-4.55,12.31,248.32,-4,45.5561986,-84.7242459,2317
242, 18.00,02318,   1,  90,   0,1053,1121,1108,-10.59,-2.64,10.91,256.00,1,45.5562155,-84.7242343,2318
242, 18.00,02319,   1,  84,   0, 779, 849, 833,-8.09,-1.15,8.17,261.92,3,45.5562283,-84.7242018,2319
242, 18.00,02320,   1, 372,   0,1245,1318,1283,-12.64,0.91,12.67,274.10,6,45.5562479,-84.7242593,2320
242, 18.00,02321,   1, 471,   0,1450,1524,1494,-14.69,-0.32,14.69,268.75,2,45.5562374,-84.7242860,2321
242, 18.00,02322,   1, 111,   0,1513,1588,1551,-15.44,1.31,15.49,274.85,-1,45.5562523,-84.7242950,2322
242, 18.00,02323,   1, 109,   0,1520,1594,1562,-15.56,0.38,15.57,271.39,-5,45.5562439,-84.7242969,2323
242, 18.00,02324,   1,  88,   0,1524,1603,1562,-15.53,1.72,15.62,276.32,-1,45.5562560,-84.7242960,2324
242, 18.00,02325,   1, 357,   0, 792, 858, 803,-7.38,3.14,8.02,293.05,-1,45.5562667,-84.7241911,2325
242, 18.00,02326,   1, 105,   0, 598, 662, 610,-5.64,2.51,6.17,294.00,-15,45.5562606,-84.7241691,2326
242, 18.00,02327,   1,  97,   0, 649, 714, 655,-5.97,3.00,6.68,296.68,-1,45.5562650,-84.7241731,2327
242, 18.00,02328,   1, 524,   0,1528,1599,1580,-15.17,-3.03,15.47,258.72,-3,45.5562132,-84.7242931,2328
242, 18.00,02329,   1, 283,   0,1095,1167,1096,-9.73,5.32,11.09,298.66,10,45.5562869,-84.7242204,2329
242, 18.00,02330,   1, 166,   0,1062,1135,1063,-9.46,5.23,10.81,298.93,-5,45.5562860,-84.7242170,2330
242, 18.00,02331,   1, 352,   0,1053,1123,1055,-9.38,4.98,10.62,297.95,-9,45.5562837,-84.7242161,2331
242, 18.00,02332,   1, 161,   0,1011,1077,1011,-8.95,5.05,10.28,299.44,7,45.5562843,-84.7242106,2332
242, 18.00,02333,   1, 162,   0,1047,1102,1036,-8.60,6.12,10.55,305.45,-3,45.5562938,-84.7242056,2333
242, 18.00,02334,   1,  11,   0, 586, 619, 571,-4.45,3.90,5.92,311.27,-45,45.5562728,-84.7241533,2334
242, 18.00,02336,   1,  84,   0,1493,1525,1453,-7.94,12.62,14.90,327.82,-10,45.5563520,-84.7241948,2336
242, 18.00,02337,   1, 329,   0,1589,1620,1544,-7.90,13.59,15.72,329.85,2,45.5563608,-84.7241939,2337
242, 18.00,02338,   1, 264,   0,1586,1610,1537,-6.55,14.25,15.68,335.31,0,45.5563664,-84.7241765,2338
242, 18.00,02339,   1, 136,   0,1408,1423,1347,-3.68,13.42,13.91,344.67,1,45.5563582,-84.7241400,2339
242, 18.00,02340,   1, 120,   0,1344,1377,1291,-6.28,11.80,13.36,331.97,12,45.5563442,-84.7241739,2340
242, 18.00,02341,   1, 215,   0,1337,1359,1281,-4.82,12.29,13.20,338.57,13,45.5563483,-84.7241551,2341
242, 18.00,02342,   1, 152,   0, 702, 725, 649,-3.51,5.89,6.85,329.19,-6,45.5562904,-84.7241406,2342
242, 18.00,02343,   1, 105,   0, 661, 671, 605,-2.21,6.00,6.39,339.78,0,45.5562911,-84.7241239,2343
242, 18.00,02345,   1, 162,   0,1406,1433,1358,-6.41,12.38,13.94,332.61,6,45.5563495,-84.7241754,2345
242, 18.00,02346,   1, 265,   0,1407,1447,1364,-8.08,11.39,13.96,324.65,0,45.5563410,-84.7241971,2346
242, 18.00,02347,   1, 286,   0,1450,1485,1408,-7.98,11.95,14.37,326.28,-5,45.5563461,-84.7241956,2347
242, 18.00,02348,   1,  91,   0, 803, 880, 860,-8.39,-0.96,8.44,263.45,-7,45.5562300,-84.7242055,2348
