sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
233, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5562849,-84.7253882
233, 18.00,02085,   1,   0,   0,1334,1298,1262,7.81,10.33,12.95,37.09,5,45.5563758,-84.7252845,2085
233, 18.00,02086,   1,  88,   0,1668,  59,1618,1.58,-0.83,1.78,117.71,-3,45.5562770,-84.7253683,2086
233, 18.00,02087,   1, 386,   0,1195,1109,1136,10.81,3.40,11.33,72.54,9,45.5563127,-84.7252486,2087
233, 18.00,02088,   1, 220,   0, 652, 573, 600,5.62,2.07,5.99,69.73,-7,45.5563021,-84.7253155,2088
233, 18.00,02089,   1, 163,   0, 652, 600, 611,5.52,2.62,6.11,64.60,-7,45.5563070,-84.7253166,2089
233, 18.00,02090,   1, 127,   0, 669, 603, 623,5.81,2.30,6.25,68.35,-4,45.5563041,-84.7253130,2090
233, 18.00,02091,   1, 209,   0,1252,1191,1232,12.16,-0.72,12.18,93.40,8,45.5562753,-84.7252328,2091
233, 18.00,02092,   1, 185,   0,1301,1232,1294,11.81,-4.65,12.70,111.50,8,45.5562400,-84.7252387,2092
233, 18.00,02093,   1, 154,   0,1671,1593,1666,14.84,-6.99,16.40,115.22,0,45.5562182,-84.7252008,2093
233, 18.00,02094,   1,   0,   0,1095,1034,1098,8.89,-5.99,10.72,123.97,-1,45.5562287,-84.7252766,2094
233, 18.00,02095,   1, 251,   0,1700,1660,1721,9.85,-13.66,16.84,144.21,-9,45.5561595,-84.7252671,2095
233, 18.00,02096,   1, 100,   0,1728,1691,1754,8.74,-14.86,17.24,149.54,-1,45.5561490,-84.7252817,2096
233, 18.00,02097,   1, 224,   0,1701,1661,1725,9.26,-14.12,16.89,146.75,6,45.5561555,-84.7252748,2097
233, 18.00,02098,   1, 132,   0,1657,1615,1688,8.23,-14.31,16.50,150.09,5,45.5561541,-84.7252881,2098
233, 18.00,02099,   1, 109,   0,1656,1607,1679,10.00,-13.07,16.46,142.57,2,45.5561647,-84.7252649,2099
233, 18.00,02100,   1, 267,   0, 679, 634, 708,2.81,-5.98,6.60,154.79,-4,45.5562304,-84.7253544,2100
233, 18.00,02101,   1, 360,   0, 600, 555, 622,2.61,-5.10,5.73,152.90,5,45.5562383,-84.7253566,2101
233, 18.00,02102,   1, 318,   0, 677, 634, 806,1.62,-6.73,6.92,166.47,-1,45.5562239,-84.7253699,2102
233, 18.00,02103,   1,   0,   0, 410, 370, 425,1.71,-3.55,3.94,154.29,39,45.5562525,-84.7253676,2103
233, 18.00,02104,   1, 262,   0, 547, 495, 563,2.74,-4.43,5.21,148.28,-12,45.5562443,-84.7253548,2104
233, 18.00,02105,   1, 208,   0,1251,1227,1297,3.26,-12.07,12.51,164.90,5,45.5561754,-84.7253509,2105
233, 18.00,02106,   1, 162,   0,1297,1262,1333,5.12,-11.88,12.93,156.69,1,45.5561767,-84.7253270,2106
233, 18.00,02107,   1, 167,   0,1593,1562,1633,5.72,-14.86,15.92,158.95,-1,45.5561498,-84.7253204,2107
233, 18.00,02108,   1, 118,   0,1628,1592,1664,6.85,-14.75,16.26,155.09,-1,45.5561505,-84.7253059,2108
233, 18.00,02109,   1, 212,   0,1440,1437,1504,0.57,-14.53,14.54,177.75,1,45.5561541,-84.7253862,2109
233, 18.00,02110,   1, 102,   0,1074,1076,1180,-0.05,-11.08,11.08,180.26,0,45.5561852,-84.7253929,2110
233, 18.00,02111,   1, 157,   0,1057,1061,1128,-0.25,-10.77,10.77,181.32,-7,45.5561881,-84.7253953,2111
233, 18.00,02112,   1, 152,   0,1056,1068,1123,-1.12,-10.70,10.76,185.97,-2,45.5561889,-84.7254064,2112
233, 18.00,02113,   1, 348,   0,1495,1518,1561,-3.76,-14.64,15.11,194.42,-8,45.5561542,-84.7254417,2113
233, 18.00,02114,   1, 277,   0,1441,1451,1494,-1.70,-14.42,14.52,186.72,-1,45.5561556,-84.7254152,2114
233, 18.00,02115,   1, 317,   0,1043,1082,1117,-4.20,-9.82,10.68,203.16,-7,45.5561976,-84.7254455,2115
233, 18.00,02116,   1, 259,   0,1046,1096,1121,-5.73,-9.12,10.77,212.14,9,45.5562043,-84.7254649,2116
233, 18.00,02117,   1, 253,   0,1532,1585,1612,-8.87,-12.93,15.68,214.45,-9,45.5561708,-84.7255065,2117
233, 18.00,02118,   1, 208,   0,1627,1682,1697,-11.55,-11.95,16.62,224.03,3,45.5561803,-84.7255405,2118
233, 18.00,02119,   1, 218,   0,1208,1260,1279,-7.65,-9.75,12.40,218.11,5,45.5561991,-84.7254897,2119
233, 18.00,02120,   1, 125,   0,1506,1584,1585,-13.32,-8.05,15.56,238.85,-4,45.5562159,-84.7255616,2120
233, 18.00,02121,   1, 137,   0,1511,1575,1577,-13.08,-8.32,15.51,237.53,2,45.5562133,-84.7255587,2121
233, 18.00,02122,   1, 141,   0,1500,1564,1561,-13.69,-6.99,15.37,242.97,2,45.5562255,-84.7255660,2122
233, 18.00,02123,   1, 171,   0,1481,1542,1542,-13.08,-7.68,15.17,239.59,-3,45.5562191,-84.7255585,2123
233, 18.00,02124,   1, 518,   0,1082,1151,1107,-10.60,2.61,10.92,283.84,-11,45.5563110,-84.7255230,2124
233, 18.00,02125,   1, 464,   0, 905, 966, 912,-8.25,3.77,9.07,294.56,4,45.5563209,-84.7254925,2125
233, 18.00,02126,   1, 151,   0,1224,1271,1200,-8.79,8.56,12.27,314.25,-9,45.5563641,-84.7254976,2126
233, 18.00,02127,   1, 156,   0,1327,1376,1305,-9.80,9.03,13.32,312.67,6,45.5563686,-84.7255103,2127
233, 18.00,02128,   1,  76,   0,1256,1294,1221,-7.84,9.82,12.57,321.38,9,45.5563752,-84.7254850,2128
233, 18.00,02129,   1,  18,   0, 839, 873, 803,-5.31,6.49,8.38,320.73,14,45.5563446,-84.7254538,2129
233, 18.00,02130,   1,  27,   0, 896, 941, 870,-6.52,6.23,9.02,313.70,-4,45.5563426,-84.7254695,2130
233, 18.00,02131,   1,  21,   0, 919, 967, 897,-6.98,6.12,9.28,311.24,17,45.5563417,-84.7254754,2131
233, 18.00,02132,   1,  32,   0, 939, 990, 919,-7.25,6.14,9.50,310.27,3,45.5563419,-84.7254788,2132
233, 18.00,02133,   1,  29,   0, 783, 827, 758,-5.82,5.32,7.88,312.43,4,45.5563342,-84.7254607,2133
233, 18.00,02134,   1,  70,   0, 802, 849, 780,-6.06,5.33,8.08,311.33,9,45.5563344,-84.7254639,2134
233, 18.00,02135,   1,  89,   0, 451, 498, 431,-3.62,2.68,4.50,306.51,0,45.5563099,-84.7254336,2135
233, 18.00,02136,   1, 199,   0, 354, 412, 350,-3.11,1.74,3.56,299.19,9,45.5563013,-84.7254274,2136
233, 18.00,02137,   1, 272,   0,1097,1117,1046,-4.37,9.83,10.76,336.02,5,45.5563744,-84.7254406,2137
233, 18.00,02138,   1, 239,   0,1603,1647,1552,-8.73,13.34,15.95,326.79,2,45.5564071,-84.7254952,2138
233, 18.00,02139,   1, 176,   0,1551,1601,1502,-8.92,12.66,15.49,324.85,14,45.5564010,-84.7254978,2139
233, 18.00,02140,   1,  87,   0,1573,1596,1527,-6.64,14.18,15.66,334.92,-19,45.5564141,-84.7254680,2140
233, 18.00,02141,   1,  96,   0,1700,1727,1653,-7.54,15.16,16.93,333.54,-7,45.5564231,-84.7254793,2141
233, 18.00,02142,   1,   0,   0,1637,1655,1584,-5.35,15.32,16.23,340.76,-2,45.5564240,-84.7254511,2142
233, 18.00,02143,   1, 253,   0,1557,1572,1505,-4.39,14.73,15.37,343.39,22,45.5564185,-84.7254391,2143
233, 18.00,02144,   1,  74,   0,1294,1305,1247,-3.34,12.37,12.81,344.90,33,45.5563970,-84.7254265,2144
233, 18.00,02145,   1,   0,   0,1030, 956, 985,9.57,2.42,9.87,75.81,1,45.5563042,-84.7252648,2145
