sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
431, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5603712,-84.7042200
431, 18.00,00384,   1, 370,   0, 233, 116, 146,1.07,0.68,1.27,57.56,-2,45.5603770,-84.7042060,384
431, 18.00,00385,   1,  85,   0, 303, 113, 250,2.11,-0.17,2.12,94.56,-8,45.5603691,-84.7041930,385
431, 18.00,00386,   1, 240,   0, 903, 786, 712,4.92,6.19,7.91,38.45,-4,45.5604256,-84.7041548,386
431, 18.00,00387,   1,  82,   0, 914, 806, 720,4.67,6.64,8.12,35.15,7,45.5604297,-84.7041577,387
431, 18.00,00388,   1, 135,   0,1033, 926, 839,5.26,7.67,9.30,34.45,-6,45.5604388,-84.7041498,388
431, 18.00,00389,   1,  70,   0,1061, 942, 856,5.58,7.71,9.52,35.92,13,45.5604390,-84.7041457,389
431, 18.00,00390,   1,  37,   0, 721, 639, 595,4.32,4.90,6.54,41.42,49,45.5604141,-84.7041628,390
431, 18.00,00391,   1, 254,   0,1895,1731,1684,12.96,11.94,17.63,47.34,2,45.5604752,-84.7040497,391
431, 18.00,00392,   1, 380,   0, 724, 551, 569,5.31,2.74,5.98,62.67,-6,45.5603945,-84.7041510,392
431, 18.00,00393,   1,  94,   0,1581,1372,1353,11.73,8.21,14.32,55.02,-14,45.5604420,-84.7040668,393
431, 18.00,00394,   1, 102,   0,1731,1554,1520,12.46,10.05,16.01,51.11,-1,45.5604583,-84.7040568,394
431, 18.00,00395,   1,  90,   0,1772,1610,1580,12.98,10.24,16.53,51.71,-4,45.5604600,-84.7040501,395
431, 18.00,00396,   1,   0,   0, 826, 695, 640,5.07,5.05,7.16,45.11,-5,45.5604153,-84.7041532,396
431, 18.00,00397,   1, 317,   0,1710,1529,1546,14.23,6.95,15.84,63.97,0,45.5604300,-84.7040353,397
431, 18.00,00398,   1, 161,   0,1284,1092,1133,10.99,3.89,11.66,70.50,-7,45.5604033,-84.7040779,398
431, 18.00,00399,   1, 113,   0,1564,1366,1457,14.57,1.09,14.61,85.71,-7,45.5603772,-84.7040330,399
431, 18.00,00400,   1, 351,   0,1568,1369,1466,14.54,0.70,14.56,87.25,2,45.5603737,-84.7040336,400
431, 18.00,00401,   1, 102,   0, 952, 760, 833,8.34,1.49,8.47,79.86,-9,45.5603824,-84.7041127,401
431, 18.00,00402,   1, 131,   0, 926, 732, 804,8.03,1.55,8.17,79.07,-2,45.5603830,-84.7041167,402
431, 18.00,00403,   1, 304,   0, 495, 299, 490,3.68,-1.79,4.09,115.94,0,45.5603541,-84.7041735,403
431, 18.00,00404,   1, 290,   0,1050, 852, 960,9.44,-0.01,9.44,90.06,-9,45.5603686,-84.7040991,404
431, 18.00,00405,   1,  89,   0,1711,1514,1614,16.13,0.27,16.13,89.06,10,45.5603694,-84.7040134,405
431, 18.00,00406,   1,   0,   0, 976, 788, 843,8.37,2.19,8.65,75.31,4,45.5603887,-84.7041120,406
431, 18.00,00407,   1,   0,   0,1127, 927,1043,10.27,-0.64,10.29,93.55,-6,45.5603628,-84.7040887,407
