sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
311, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5624882,-84.7080452
311, 18.00,00819,   1, 102,   0, 452, 455, 386,-1.28,4.02,4.22,342.38,3,45.5625247,-84.7080601,819
311, 18.00,00820,   1, 225,   0, 827, 847, 773,-3.60,7.22,8.07,333.50,-1,45.5625540,-84.7080886,820
311, 18.00,00821,   1,  85,   0, 996,1001, 935,-1.25,9.67,9.75,352.64,-2,45.5625755,-84.7080576,821
311, 18.00,00822,   1,  94,   0,1024,1030, 962,-1.44,9.93,10.03,351.75,-1,45.5625778,-84.7080600,822
311, 18.00,00823,   1, 201,   0,1013,1004, 942,1.80,9.64,9.80,10.56,-4,45.5625744,-84.7080187,823
311, 18.00,00824,   1, 338,   0,1653,1631,1578,5.83,15.00,16.09,21.24,-6,45.5626216,-84.7079651,824
311, 18.00,00825,   1,  87,   0,1752,1723,1657,6.14,15.98,17.12,21.03,-4,45.5626303,-84.7079607,825
311, 18.00,00826,   1,  99,   0,1578,1596,1524,-5.01,14.83,15.65,341.32,7,45.5626228,-84.7081039,826
311, 18.00,00827,   1,  85,   0,1383,1402,1327,-4.60,12.91,13.71,340.37,6,45.5626055,-84.7080994,827
311, 18.00,00828,   1, 356,   0,1366,1375,1301,-2.30,13.14,13.34,350.07,5,45.5626069,-84.7080699,828
311, 18.00,00829,   1, 125,   0,1004,1043, 967,-6.38,7.73,10.02,320.47,2,45.5625593,-84.7081240,829
311, 18.00,00830,   1, 154,   0, 613, 650, 574,-4.12,4.42,6.04,317.01,1,45.5625290,-84.7080963,830
311, 18.00,00831,   1, 101,   0, 310, 377, 316,-2.87,1.47,3.22,297.04,8,45.5625021,-84.7080814,831
311, 18.00,00832,   1, 161,   0, 794, 849, 772,-6.17,5.07,7.99,309.40,-7,45.5625354,-84.7081224,832
311, 18.00,00833,   1, 242,   0, 735, 806, 743,-6.79,3.22,7.51,295.39,-9,45.5625189,-84.7081309,833
311, 18.00,00834,   1,  94,   0,1179,1247,1152,-8.88,7.96,11.92,311.86,6,45.5625620,-84.7081560,834
311, 18.00,00835,   1, 246,   0,1670,1710,1632,-9.77,13.47,16.64,324.05,-4,45.5626118,-84.7081653,835
311, 18.00,00836,   1, 166,   0,1793,1811,1734,-5.14,17.01,17.77,343.18,6,45.5626425,-84.7081048,836
311, 18.00,00837,   1, 226,   0,1813,1887,1786,-13.52,12.22,18.22,312.11,-1,45.5626015,-84.7082138,837
311, 18.00,00838,   1, 278,   0,1452,1518,1450,-12.60,7.43,14.63,300.51,2,45.5625582,-84.7082038,838
311, 18.00,00839,   1, 249,   0,1761,1837,1761,-15.48,8.77,17.79,299.53,-1,45.5625710,-84.7082402,839
311, 18.00,00840,   1,   0,   0,1673,1754,1693,-16.11,5.56,17.04,289.04,-6,45.5625423,-84.7082494,840
311, 18.00,00841,   1, 141,   0,1380,1457,1404,-13.54,3.93,14.10,286.19,-8,45.5625270,-84.7082171,841
311, 18.00,00842,   1, 297,   0,1001,1080,1022,-9.69,3.27,10.23,288.63,-2,45.5625201,-84.7081681,842
311, 18.00,00843,   1, 124,   0, 883, 959, 931,-9.19,0.07,9.19,270.44,0,45.5624912,-84.7081628,843
311, 18.00,00844,   1, 144,   0, 207, 267, 283,-0.40,-2.23,2.26,190.12,6,45.5624682,-84.7080511,844
311, 18.00,00845,   1, 221,   0, 274, 313, 350,-0.39,-2.90,2.92,187.66,2,45.5624622,-84.7080512,845
311, 18.00,00846,   1, 184,   0, 387, 427, 465,-0.88,-4.02,4.12,192.35,0,45.5624523,-84.7080579,846
311, 18.00,00847,   1, 125,   0, 409, 450, 488,-1.05,-4.27,4.39,193.82,-2,45.5624501,-84.7080602,847
311, 18.00,00848,   1,  12,   0, 538, 584, 615,-2.08,-5.38,5.77,201.10,3,45.5624403,-84.7080738,848
311, 18.00,00849,   1, 172,   0,1410,1485,1460,-14.39,-1.49,14.47,264.08,6,45.5624785,-84.7082300,849
311, 18.00,00850,   1, 132,   0,1570,1636,1632,-14.54,-6.90,16.10,244.60,18,45.5624298,-84.7082339,850
311, 18.00,00851,   1,  86,   0,1612,1679,1676,-14.72,-7.57,16.55,242.80,2,45.5624239,-84.7082364,851
311, 18.00,00852,   1, 175,   0,1683,1749,1749,-14.86,-8.71,17.23,239.63,4,45.5624137,-84.7082387,852
311, 18.00,00853,   1, 211,   0,1728,1794,1797,-14.76,-9.71,17.66,236.66,-1,45.5624047,-84.7082377,853
311, 18.00,00854,   1, 260,   0,1459,1527,1527,-12.87,-7.61,14.95,239.41,-3,45.5624230,-84.7082128,854
311, 18.00,00855,   1, 123,   0,1412,1477,1481,-11.96,-8.24,14.53,235.42,-2,45.5624171,-84.7082014,855
311, 18.00,00856,   1, 200,   0,1443,1507,1516,-11.43,-9.42,14.81,230.49,-5,45.5624064,-84.7081949,856
311, 18.00,00857,   1, 144,   0,1640,1697,1718,-10.89,-12.81,16.81,220.36,-5,45.5623758,-84.7081893,857
311, 18.00,00858,   1, 279,   0,1297,1349,1377,-7.29,-11.13,13.30,213.24,-5,45.5623900,-84.7081426,858
311, 18.00,00859,   1, 242,   0,1236,1289,1310,-7.66,-10.12,12.69,217.12,-1,45.5623991,-84.7081470,859
311, 18.00,00860,   1,  92,   0,1183,1234,1262,-6.54,-10.36,12.25,212.26,-1,45.5623967,-84.7081327,860
311, 18.00,00861,   1, 197,   0,1126,1185,1201,-7.79,-8.64,11.63,222.04,3,45.5624125,-84.7081481,861
311, 18.00,00862,   1, 196,   0,1180,1229,1258,-6.21,-10.44,12.15,210.72,-6,45.5623959,-84.7081285,862
311, 18.00,00863,   1, 140,   0,1669,1692,1742,-4.07,-16.48,16.97,193.89,-3,45.5623410,-84.7081034,863
311, 18.00,00864,   1, 221,   0,1649,1668,1721,-3.21,-16.41,16.72,191.08,-4,45.5623414,-84.7080923,864
311, 18.00,00865,   1, 346,   0,1774,1836,1844,-14.12,-11.23,18.04,231.51,-9,45.5623908,-84.7082301,865
311, 18.00,00866,   1, 262,   0,1366,1388,1440,-2.90,-13.58,13.89,192.05,-2,45.5623668,-84.7080873,866
311, 18.00,00867,   1, 275,   0,1291,1299,1365,-0.78,-13.07,13.09,183.42,-1,45.5623708,-84.7080600,867
311, 18.00,00868,   1, 388,   0,1635,1636,1709,0.09,-16.45,16.45,179.69,-2,45.5623402,-84.7080501,868
311, 18.00,00869,   1,  94,   0,1493,1480,1556,1.94,-14.95,15.08,172.63,4,45.5623532,-84.7080259,869
311, 18.00,00870,   1, 315,   0,1494,1489,1556,0.95,-14.99,15.02,176.37,1,45.5623531,-84.7080385,870
311, 18.00,00871,   1, 302,   0,1141,1094,1170,5.78,-9.63,11.23,149.04,4,45.5624001,-84.7079748,871
311, 18.00,00872,   1, 269,   0,1145,1096,1175,5.84,-9.66,11.29,148.83,-3,45.5623998,-84.7079739,872
311, 18.00,00873,   1,  88,   0, 916, 869, 946,4.34,-7.98,9.08,151.48,-8,45.5624153,-84.7079926,873
311, 18.00,00874,   1, 453,   0, 741, 689, 768,3.61,-6.14,7.12,149.55,-1,45.5624320,-84.7080012,874
311, 18.00,00875,   1,  29,   0, 864, 808, 881,5.28,-6.67,8.51,141.63,-7,45.5624268,-84.7079800,875
311, 18.00,00876,   1,  23,   0, 965, 902, 972,7.37,-5.96,9.48,128.96,1,45.5624327,-84.7079530,876
