sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
132, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5630268,-84.7268054
132, 18.00,02466,   1,  89,   0,1622,1652,1549,-5.76,15.02,16.09,339.04,4,45.5631634,-84.7268737,2466
132, 18.00,02467,   1, 135,   0,1650,1649,1575,0.15,16.23,16.23,0.53,2,45.5631728,-84.7267976,2467
132, 18.00,02468,   1, 271,   0,1529,1503,1482,9.45,11.56,14.94,39.27,-2,45.5631284,-84.7266802,2468
132, 18.00,02469,   1, 460,   0,1177,1168,1103,1.69,11.19,11.32,8.59,1,45.5631270,-84.7267797,2469
132, 18.00,02471,   1,  90,   0,1330,1287,1243,7.47,10.47,12.86,35.48,2,45.5631191,-84.7267060,2471
132, 18.00,02472,   1, 105,   0,1309,1271,1233,7.51,10.24,12.70,36.24,8,45.5631170,-84.7267056,2472
132, 18.00,02473,   1, 196,   0,1240,1175,1130,7.63,8.96,11.77,40.42,7,45.5631055,-84.7267044,2473
132, 18.00,02474,   1, 157,   0,1190,1157,1111,6.02,9.79,11.49,31.59,1,45.5631133,-84.7267248,2474
132, 18.00,02475,   1,  80,   0, 924, 879, 846,5.99,6.48,8.82,42.75,1,45.5630836,-84.7267264,2475
132, 18.00,02476,   1, 148,   0, 952, 913, 877,5.78,7.01,9.09,39.52,-3,45.5630884,-84.7267288,2476
132, 18.00,02477,   1, 105,   0,1689,1628,1616,13.11,9.92,16.44,52.89,6,45.5631127,-84.7266340,2477
132, 18.00,02478,   1, 230,   0,1676,1613,1597,12.57,10.25,16.22,50.81,-1,45.5631158,-84.7266408,2478
132, 18.00,02479,   1, 433,   0, 667, 595, 611,5.44,2.62,6.04,64.32,-3,45.5630490,-84.7267348,2479
132, 18.00,02480,   1, 395,   0, 707, 634, 653,5.91,2.61,6.46,66.21,-3,45.5630488,-84.7267288,2480
132, 18.00,02481,   1, 112,   0, 688, 613, 634,5.94,2.39,6.40,68.12,-3,45.5630468,-84.7267285,2481
132, 18.00,02482,   1, 287,   0, 700, 630, 641,5.77,2.86,6.44,63.59,-9,45.5630511,-84.7267305,2482
132, 18.00,02483,   1, 148,   0,1788,1726,1717,14.15,10.14,17.41,54.39,3,45.5631144,-84.7266206,2483
132, 18.00,02484,   1, 205,   0,1688,1608,1603,13.67,8.83,16.27,57.14,0,45.5631028,-84.7266272,2484
132, 18.00,02485,   1, 206,   0,1649,1558,1553,13.33,8.54,15.83,57.35,-4,45.5631002,-84.7266317,2485
132, 18.00,02486,   1, 134,   0,1116,1054,1055,9.33,5.27,10.72,60.53,-25,45.5630719,-84.7266840,2486
132, 18.00,02487,   1,  86,   0,1374,1199,1177,10.11,7.35,12.50,53.98,1,45.5630904,-84.7266733,2487
132, 18.00,02488,   1, 213,   0,1301,1174,1162,9.96,6.83,12.07,55.54,6,45.5630858,-84.7266755,2488
132, 18.00,02489,   1, 126,   0,1023, 948, 970,9.25,3.15,9.78,71.20,-9,45.5630528,-84.7266858,2489
