sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
331, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5630442,-84.7057093
331, 18.00,01148,   1, 230,   0, 547, 563, 491,-2.67,4.47,5.21,329.11,4,45.5630851,-84.7057419,1148
331, 18.00,01149,   1,  92,   0, 722, 690, 645,4.06,5.49,6.83,36.48,-1,45.5630925,-84.7056553,1149
331, 18.00,01150,   1, 137,   0, 922, 907, 850,2.87,8.41,8.89,18.86,-4,45.5631191,-84.7056694,1150
331, 18.00,01151,   1, 117,   0, 915, 904, 845,2.22,8.57,8.85,14.51,-3,45.5631207,-84.7056778,1151
331, 18.00,01152,   1, 135,   0,1074,1063,1006,2.46,10.15,10.44,13.62,-1,45.5631348,-84.7056741,1152
331, 18.00,01153,   1, 388,   0,1152,1152,1088,-0.23,11.16,11.16,358.82,-1,45.5631446,-84.7057082,1153
331, 18.00,01154,   1, 280,   0,1274,1270,1207,0.84,12.38,12.41,3.87,-5,45.5631554,-84.7056941,1154
331, 18.00,01155,   1, 157,   0,1357,1361,1296,-1.17,13.29,13.34,354.96,-7,45.5631640,-84.7057194,1155
331, 18.00,01156,   1,  97,   0,1572,1577,1511,-1.54,15.45,15.53,354.31,7,45.5631836,-84.7057233,1156
331, 18.00,01157,   1, 359,   0,1415,1372,1320,7.11,11.54,13.56,31.63,3,45.5631462,-84.7056140,1157
331, 18.00,01158,   1, 249,   0,1188,1158,1106,5.32,10.11,11.42,27.75,-4,45.5631337,-84.7056375,1158
331, 18.00,01159,   1, 300,   0, 734, 690, 660,4.76,4.87,6.81,44.35,-2,45.5630868,-84.7056466,1159
331, 18.00,01160,   1, 303,   0,1307,1268,1228,7.27,10.25,12.57,35.35,5,45.5631345,-84.7056124,1160
331, 18.00,01161,   1,  82,   0,1590,1547,1492,7.86,13.30,15.45,30.58,1,45.5631618,-84.7056038,1161
331, 18.00,01162,   1,   0,   0,1525,1490,1447,7.97,12.53,14.85,32.45,5,45.5631549,-84.7056027,1162
331, 18.00,01163,   1, 233,   0,1845,1794,1781,13.95,11.36,17.99,50.83,-3,45.5631428,-84.7055265,1163
331, 18.00,01164,   1, 394,   0,1623,1572,1551,11.33,10.81,15.66,46.34,-2,45.5631385,-84.7055602,1164
331, 18.00,01165,   1, 190,   0,1209,1158,1139,8.73,7.70,11.64,48.59,1,45.5631112,-84.7055947,1165
331, 18.00,01166,   1,  77,   0,1002, 950, 931,7.31,6.22,9.60,49.63,-5,45.5630982,-84.7056134,1166
331, 18.00,01167,   1, 110,   0, 935, 879, 865,7.06,5.43,8.90,52.44,2,45.5630912,-84.7056170,1167
331, 18.00,01168,   1, 327,   0, 763, 704, 697,5.80,4.02,7.06,55.28,8,45.5630789,-84.7056335,1168
331, 18.00,01169,   1, 373,   0, 515, 450, 454,3.87,2.35,4.52,58.73,2,45.5630643,-84.7056589,1169
331, 18.00,01170,   1, 389,   0, 882, 809, 835,7.84,2.60,8.26,71.65,5,45.5630656,-84.7056080,1170
331, 18.00,01171,   1, 394,   0, 998, 926, 946,8.78,3.37,9.40,68.99,4,45.5630723,-84.7055957,1171
