sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
312, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5625213,-84.7074755
312, 18.00,00714,   1, 301,   0,1319,1306,1247,2.95,12.45,12.79,13.33,0,45.5626325,-84.7074332,714
312, 18.00,00715,   1,  84,   0,1420,1411,1350,2.29,13.74,13.93,9.45,3,45.5626443,-84.7074412,715
312, 18.00,00716,   1, 217,   0,1484,1484,1420,-0.14,14.57,14.57,359.45,-6,45.5626524,-84.7074720,716
312, 18.00,00717,   1, 305,   0,1630,1615,1558,3.92,15.42,15.91,14.26,-7,45.5626590,-84.7074197,717
312, 18.00,00718,   1,   0,   0,1693,1673,1618,5.39,15.70,16.59,18.94,-8,45.5626611,-84.7074008,718
312, 18.00,00719,   1,   0,   0,1550,1532,1475,4.62,14.45,15.17,17.71,-7,45.5626501,-84.7074112,719
312, 18.00,00720,   1, 161,   0,1717,1695,1641,5.86,15.75,16.80,20.42,-8,45.5626614,-84.7073947,720
312, 18.00,00721,   1,  77,   0,1677,1641,1591,7.95,14.32,16.37,29.05,-4,45.5626480,-84.7073685,721
312, 18.00,00722,   1, 306,   0,1586,1565,1511,5.26,14.51,15.44,19.91,-4,45.5626505,-84.7074029,722
312, 18.00,00723,   1, 251,   0,1537,1514,1461,5.55,13.88,14.95,21.79,-6,45.5626448,-84.7073994,723
312, 18.00,00724,   1,   0,   0,1719,1680,1637,9.31,13.95,16.77,33.74,-9,45.5626444,-84.7073512,724
312, 18.00,00725,   1, 252,   0,1583,1554,1517,8.06,13.16,15.43,31.49,-1,45.5626376,-84.7073675,725
312, 18.00,00726,   1, 108,   0,1185,1128,1088,7.42,8.56,11.33,40.95,-7,45.5625964,-84.7073774,726
312, 18.00,00727,   1, 205,   0, 931, 903, 857,4.61,7.60,8.89,31.25,-5,45.5625885,-84.7074137,727
312, 18.00,00728,   1, 203,   0,1161,1117,1086,7.34,8.38,11.14,41.20,6,45.5625948,-84.7073785,728
312, 18.00,00729,   1, 326,   0,1411,1367,1337,8.90,10.27,13.60,40.92,-2,45.5626114,-84.7073578,729
312, 18.00,00730,   1, 220,   0,1615,1577,1538,8.90,12.93,15.69,34.54,-4,45.5626353,-84.7073569,730
312, 18.00,00731,   1, 288,   0,1654,1607,1581,11.01,11.68,16.05,43.32,-6,45.5626235,-84.7073303,731
312, 18.00,00732,   1, 252,   0,1653,1610,1577,10.11,12.46,16.05,39.06,2,45.5626308,-84.7073415,732
312, 18.00,00733,   1, 211,   0,1558,1504,1489,11.65,9.63,15.11,50.42,1,45.5626049,-84.7073229,733
312, 18.00,00734,   1, 121,   0,1512,1456,1458,12.88,7.14,14.73,60.99,5,45.5625822,-84.7073080,734
312, 18.00,00735,   1, 271,   0,1387,1336,1313,9.62,9.27,13.37,46.06,5,45.5626023,-84.7073489,735
312, 18.00,00736,   1,  60,   0, 937, 885, 866,6.86,5.77,8.96,49.93,-2,45.5625714,-84.7073857,736
312, 18.00,00737,   1,  41,   0, 885, 835, 813,6.34,5.58,8.45,48.64,-3,45.5625699,-84.7073923,737
312, 18.00,00738,   1, 205,   0, 879, 826, 811,6.46,5.21,8.30,51.15,-4,45.5625665,-84.7073909,738
312, 18.00,00739,   1, 131,   0, 868, 812, 804,6.77,4.67,8.23,55.39,8,45.5625616,-84.7073871,739
312, 18.00,00740,   1, 245,   0,1542,1482,1492,13.75,5.92,14.97,66.71,-10,45.5625710,-84.7072974,740
312, 18.00,00741,   1,  79,   0,1656,1594,1592,13.78,8.43,16.15,58.54,-4,45.5625936,-84.7072961,741
312, 18.00,00742,   1, 104,   0,1573,1502,1516,14.18,5.76,15.30,67.89,-1,45.5625695,-84.7072919,742
312, 18.00,00743,   1, 151,   0,1662,1588,1611,15.52,4.58,16.18,73.54,-3,45.5625586,-84.7072752,743
312, 18.00,00744,   1, 229,   0,1659,1583,1613,15.77,3.37,16.12,77.95,3,45.5625475,-84.7072724,744
312, 18.00,00745,   1, 166,   0,1280,1193,1230,12.08,2.40,12.31,78.76,1,45.5625398,-84.7073200,745
312, 18.00,00746,   1, 227,   0, 244, 170, 224,1.59,0.79,1.78,63.58,-1,45.5625280,-84.7074549,746
312, 18.00,00747,   1, 113,   0, 331, 285, 362,0.81,-3.01,3.11,164.94,3,45.5624941,-84.7074663,747
312, 18.00,00748,   1, 141,   0, 397, 357, 435,1.00,-3.72,3.85,164.95,1,45.5624876,-84.7074641,748
312, 18.00,00749,   1, 185,   0, 558, 500, 573,3.03,-4.39,5.33,145.34,-11,45.5624811,-84.7074383,749
312, 18.00,00750,   1, 122,   0, 601, 546, 625,2.81,-5.13,5.85,151.29,-1,45.5624745,-84.7074415,750
312, 18.00,00751,   1, 199,   0, 980, 909, 969,9.14,-2.43,9.46,104.89,-1,45.5624971,-84.7073594,751
312, 18.00,00752,   1, 249,   0,1103,1035,1101,9.57,-4.80,10.70,116.64,1,45.5624757,-84.7073548,752
