sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
221, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5558203,-84.7271543
221, 18.00,01748,   1, 275,   0, 518, 513, 445,1.06,4.67,4.79,12.76,-4,45.5558620,-84.7271390,1748
221, 18.00,01749,   1, 323,   0, 731, 715, 657,2.54,6.38,6.87,21.72,-4,45.5558771,-84.7271194,1749
221, 18.00,01750,   1,  91,   0, 801, 774, 726,4.10,6.45,7.64,32.49,5,45.5558772,-84.7270994,1750
221, 18.00,01751,   1, 162,   0, 832, 805, 757,4.12,6.77,7.92,31.32,1,45.5558801,-84.7270991,1751
221, 18.00,01752,   1,  78,   0, 835, 805, 760,4.41,6.65,7.98,33.59,9,45.5558789,-84.7270953,1752
221, 18.00,01753,   1, 263,   0, 935, 830, 718,3.91,7.17,8.17,28.60,-1,45.5558838,-84.7271016,1753
221, 18.00,01754,   1,  81,   0, 887, 860, 810,4.21,7.40,8.51,29.64,-8,45.5558857,-84.7270977,1754
221, 18.00,01755,   1,  77,   0, 915, 887, 838,4.48,7.56,8.79,30.65,-1,45.5558871,-84.7270942,1755
221, 18.00,01756,   1, 102,   0,1052,1019, 975,5.59,8.46,10.14,33.45,-1,45.5558949,-84.7270796,1756
221, 18.00,01757,   1, 388,   0,1441,1432,1369,2.05,13.85,14.00,8.43,5,45.5559443,-84.7271230,1757
221, 18.00,01758,   1, 332,   0,1844,1835,1772,2.50,17.89,18.06,7.96,1,45.5559805,-84.7271158,1758
221, 18.00,01759,   1, 375,   0,1887,1859,1811,7.86,16.64,18.40,25.28,-1,45.5559679,-84.7270476,1759
221, 18.00,01760,   1, 345,   0,1841,1800,1756,9.67,15.02,17.86,32.77,0,45.5559529,-84.7270250,1760
221, 18.00,01761,   1, 396,   0,1193,1131,1122,9.17,6.64,11.32,54.12,2,45.5558776,-84.7270344,1761
