sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
443, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5617372,-84.7038923
443, 18.00,00001,   1, 131,   0, 230, 262,  64,-0.50,1.64,1.71,343.04,2,45.5617521,-84.7038981,1
443, 18.00,00002,   1, 187,   0, 177, 244,  97,-1.03,1.04,1.46,315.28,1,45.5617469,-84.7039051,2
443, 18.00,00003,   1, 117,   0, 218, 293,  95,-0.91,1.59,1.83,330.22,-3,45.5617518,-84.7039034,3
443, 18.00,00004,   1, 127,   0, 214, 295, 120,-1.20,1.50,1.92,321.34,-1,45.5617510,-84.7039071,4
443, 18.00,00005,   1,  45,   0, 260, 310, 110,-0.76,2.04,2.18,339.57,-1,45.5617558,-84.7039013,5
443, 18.00,00006,   1, 131,   0, 348, 423, 223,-1.50,2.85,3.22,332.24,-1,45.5617633,-84.7039105,6
443, 18.00,00007,   1,  38,   0, 785, 778, 612,0.26,7.25,7.26,2.08,-20,45.5618024,-84.7038863,7
443, 18.00,00008,   1, 139,   0, 884, 863, 696,0.82,8.07,8.11,5.80,1,45.5618096,-84.7038789,8
443, 18.00,00009,   1,  87,   0, 872, 861, 693,0.41,8.06,8.07,2.92,-12,45.5618096,-84.7038841,9
443, 18.00,00010,   1,  83,   0,1164,1090, 966,4.16,9.90,10.74,22.79,1,45.5618252,-84.7038354,10
443, 18.00,00011,   1, 131,   0,1855,1833,1668,1.91,17.74,17.84,6.13,-4,45.5618963,-84.7038614,11
443, 18.00,00012,   1, 277,   0,1672,1614,1477,4.61,15.11,15.80,16.97,-5,45.5618720,-84.7038277,12
443, 18.00,00013,   1,  95,   0,1595,1526,1401,5.46,14.05,15.08,21.24,-3,45.5618622,-84.7038172,13
443, 18.00,00014,   1,  90,   0,1884,1787,1678,8.52,15.66,17.82,28.55,1,45.5618759,-84.7037775,14
443, 18.00,00015,   1,  40,   0,1085, 962, 895,6.44,7.43,9.83,40.92,-1,45.5618024,-84.7038071,15
443, 18.00,00016,   1, 131,   0,1128,1015, 939,6.28,8.11,10.25,37.75,-2,45.5618085,-84.7038090,16
443, 18.00,00017,   1,  68,   0,1220,1097,1025,7.10,8.60,11.15,39.54,-1,45.5618127,-84.7037983,17
