sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
322, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5631644,-84.7064345
322, 18.00,01025,   1, 215,   0, 807, 794, 735,2.33,7.32,7.69,17.68,-4,45.5632296,-84.7064019,1025
322, 18.00,01026,   1, 131,   0,1519,1514,1450,1.26,14.86,14.91,4.85,0,45.5632977,-84.7064129,1026
322, 18.00,01027,   1, 117,   0,1548,1541,1478,1.82,15.10,15.21,6.88,-5,45.5632998,-84.7064056,1027
322, 18.00,01028,   1, 111,   0,1579,1570,1507,2.35,15.32,15.50,8.73,-4,45.5633016,-84.7063987,1028
322, 18.00,01029,   1, 243,   0,1676,1664,1603,3.20,16.10,16.41,11.24,-1,45.5633083,-84.7063876,1029
322, 18.00,01030,   1, 296,   0,1743,1737,1668,1.44,17.01,17.07,4.83,-3,45.5633170,-84.7064099,1030
322, 18.00,01031,   1, 247,   0,1762,1728,1684,8.67,14.83,17.18,30.31,1,45.5632955,-84.7063181,1031
322, 18.00,01032,   1,  95,   0,1685,1650,1602,8.15,14.30,16.45,29.68,5,45.5632909,-84.7063249,1032
322, 18.00,01033,   1,  83,   0,1652,1617,1574,8.50,13.74,16.15,31.74,-5,45.5632858,-84.7063207,1033
322, 18.00,01034,   1, 145,   0,1563,1535,1487,6.84,13.64,15.26,26.63,-1,45.5632853,-84.7063419,1034
322, 18.00,01035,   1, 338,   0,1383,1352,1307,6.60,11.59,13.34,29.64,-2,45.5632670,-84.7063458,1035
322, 18.00,01036,   1, 197,   0,1030, 990, 954,6.24,7.62,9.84,39.33,-8,45.5632313,-84.7063518,1036
322, 18.00,01037,   1, 239,   0, 477, 405, 427,3.85,1.75,4.23,65.56,-1,45.5631791,-84.7063846,1037
322, 18.00,01038,   1, 113,   0, 535, 463, 486,4.50,1.86,4.87,67.59,3,45.5631799,-84.7063762,1038
322, 18.00,01039,   1,  89,   0, 547, 477, 490,4.50,2.16,5.00,64.33,-14,45.5631827,-84.7063761,1039
322, 18.00,01040,   1, 112,   0, 612, 526, 548,5.14,2.18,5.58,67.02,-1,45.5631827,-84.7063679,1040
322, 18.00,01041,   1, 321,   0, 767, 704, 700,5.93,3.89,7.09,56.71,-4,45.5631979,-84.7063572,1041
322, 18.00,01042,   1, 261,   0, 849, 774, 801,7.59,2.46,7.98,72.04,0,45.5631846,-84.7063364,1042
322, 18.00,01043,   1, 275,   0, 911, 810, 868,8.51,0.70,8.54,85.26,-7,45.5631685,-84.7063253,1043
322, 18.00,01044,   1, 245,   0,1448,1380,1388,12.56,6.14,13.98,63.95,-1,45.5632164,-84.7062715,1044
322, 18.00,01045,   1,  98,   0,1491,1421,1427,12.89,6.56,14.46,63.03,-1,45.5632201,-84.7062671,1045
322, 18.00,01046,   1, 270,   0,1603,1533,1543,14.08,6.50,15.51,65.22,3,45.5632192,-84.7062518,1046
322, 18.00,01047,   1,  81,   0,1216,1157,1144,9.33,7.09,11.72,52.76,-3,45.5632258,-84.7063125,1047
322, 18.00,01048,   1, 105,   0,1696,1620,1609,13.36,9.55,16.43,54.43,2,45.5632469,-84.7062599,1048
322, 18.00,01049,   1, 278,   0,1715,1649,1655,14.83,7.54,16.64,63.05,-3,45.5632284,-84.7062419,1049
322, 18.00,01050,   1,  91,   0,1356,1311,1285,9.03,9.59,13.18,43.27,-20,45.5632484,-84.7063154,1050
322, 18.00,01051,   1, 302,   0,1814,1763,1735,11.95,12.92,17.60,42.77,-3,45.5632775,-84.7062767,1051
322, 18.00,01052,   1, 310,   0,1837,1781,1762,13.27,11.91,17.83,48.09,1,45.5632681,-84.7062603,1052
322, 18.00,01053,   1, 190,   0,1526,1451,1479,14.39,3.48,14.80,76.40,0,45.5631920,-84.7062490,1053
322, 18.00,01054,   1, 121,   0,1613,1532,1568,15.52,2.45,15.71,81.03,-1,45.5631824,-84.7062349,1054
322, 18.00,01055,   1,  83,   0,1192,1109,1157,11.52,0.50,11.53,87.53,-6,45.5631659,-84.7062869,1055
322, 18.00,01056,   1,  94,   0,1120,1044,1089,10.82,0.46,10.83,87.57,-12,45.5631657,-84.7062958,1056
322, 18.00,01057,   1, 202,   0,1083,1009,1057,0.00,10.43,10.43,0.00,-7,45.5632582,-84.7064307,1057
322, 18.00,01058,   1, 260,   0,1015, 943, 999,9.63,-1.59,9.76,99.36,-4,45.5631477,-84.7063118,1058
322, 18.00,01059,   1, 209,   0, 912, 839, 900,8.53,-2.03,8.77,103.40,-5,45.5631439,-84.7063261,1059
