Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
115,18,2873,1,156,0,441,375,378,3.33,1.97,3.87,59.34,-5,45.5637896,-84.728413,2873
115,18,2874,1,210,0,413,352,346,2.95,1.99,3.55,56,-3,45.5637898,-84.7284179,2874
