sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
232, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5562355,-84.7253838
232, 18.00,02071,   1, 152,   0, 997, 980, 923,3.24,9.06,9.62,19.69,4,45.5563161,-84.7253390,2071
232, 18.00,02072,   1,  93,   0,1506,1494,1436,3.21,14.42,14.77,12.55,0,45.5563644,-84.7253375,2072
232, 18.00,02073,   1, 331,   0,1623,1612,1546,2.61,15.61,15.82,9.49,-1,45.5563752,-84.7253447,2073
232, 18.00,02074,   1, 148,   0,1406,1347,1313,9.21,9.93,13.54,42.85,-4,45.5563224,-84.7252623,2074
232, 18.00,02075,   1, 144,   0, 399, 329, 335,2.98,1.72,3.44,60.03,-7,45.5562502,-84.7253451,2075
232, 18.00,02076,   1, 115,   0, 791, 718, 723,6.51,3.54,7.41,61.46,-2,45.5562657,-84.7252992,2076
232, 18.00,02077,   1,  93,   0, 985, 929, 914,7.41,5.80,9.41,51.96,-6,45.5562858,-84.7252869,2077
232, 18.00,02078,   1, 199,   0,1121,1063,1050,8.50,6.54,10.73,52.44,9,45.5562921,-84.7252726,2078
232, 18.00,02079,   1, 105,   0,1324,1282,1253,8.53,9.60,12.85,41.63,2,45.5563197,-84.7252711,2079
232, 18.00,02080,   1, 146,   0,1867,1799,1776,13.49,12.10,18.12,48.11,0,45.5563409,-84.7252067,2080
232, 18.00,02081,   1, 133,   0,1839,1780,1757,13.08,12.24,17.92,46.90,2,45.5563423,-84.7252119,2081
232, 18.00,02082,   1, 213,   0,1837,1783,1767,13.63,11.61,17.90,49.56,-4,45.5563365,-84.7252051,2082
232, 18.00,02083,   1, 130,   0,1809,1752,1732,13.12,11.78,17.63,48.08,1,45.5563381,-84.7252116,2083
