sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
141, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5636824,-84.7266757
141, 18.00,02574,   1, 153,   0, 111, 101,  35,-0.06,0.67,0.68,354.96,-7,45.5636885,-84.7266762,2574
141, 18.00,02575,   1, 262,   0, 185, 184, 116,0.60,0.60,0.85,45.00,-3,45.5636876,-84.7266678,2575
141, 18.00,02576,   1, 170,   0, 995,1001, 937,-1.56,9.59,9.72,350.74,-5,45.5637691,-84.7266923,2576
141, 18.00,02577,   1, 406,   0,1590,1532,1518,11.91,9.63,15.31,51.04,-1,45.5637660,-84.7265197,2577
141, 18.00,02578,   1, 120,   0,1620,1600,1615,15.83,-2.68,16.06,99.61,0,45.5636543,-84.7264740,2578
141, 18.00,02579,   1, 378,   0,1627,1603,1553,6.16,14.55,15.80,22.93,-2,45.5638117,-84.7265916,2579
141, 18.00,02580,   1, 303,   0,1609,1584,1537,6.57,14.22,15.66,24.78,-8,45.5638086,-84.7265865,2580
141, 18.00,02581,   1, 123,   0,1265,1242,1198,5.33,11.11,12.32,25.61,-16,45.5637810,-84.7266035,2581
141, 18.00,02582,   1, 222,   0,1272,1256,1203,3.81,11.75,12.35,17.95,-2,45.5637871,-84.7266227,2582
141, 18.00,02583,   1, 346,   0,1240,1217,1168,4.93,10.89,11.95,24.36,0,45.5637791,-84.7266086,2583
141, 18.00,02585,   1, 199,   0,1164,1146,1095,4.04,10.54,11.29,20.96,-6,45.5637762,-84.7266202,2585
141, 18.00,02584,   1, 271,   0,1197,1176,1152,6.82,9.41,11.62,35.90,-2,45.5637653,-84.7265850,2584
141, 18.00,02586,   1, 214,   0, 301, 264, 227,1.79,1.60,2.40,48.19,-6,45.5636963,-84.7266522,2586
141, 18.00,02587,   1, 113,   0, 899, 859, 824,5.60,6.50,8.57,40.75,2,45.5637394,-84.7266017,2587
