sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
411, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5608816,-84.7072936
411, 18.00,00582,   1,  81,   0, 560, 530, 484,3.25,4.06,5.20,38.68,-2,45.5609173,-84.7072505,582
411, 18.00,00583,   1, 432,   0, 913, 879, 838,4.93,7.02,8.58,35.11,-7,45.5609435,-84.7072279,583
411, 18.00,00584,   1,  91,   0,1089,1084,1020,1.06,10.57,10.63,5.75,6,45.5609764,-84.7072761,584
411, 18.00,00585,   1, 102,   0, 927, 941, 869,-2.89,8.62,9.10,341.49,-2,45.5609599,-84.7073274,585
411, 18.00,00586,   1,  83,   0,1419,1418,1353,0.20,13.96,13.96,0.82,-1,45.5610071,-84.7072859,586
411, 18.00,00587,   1,   0,   0, 326, 336, 308,-1.61,2.79,3.22,330.07,-69,45.5609071,-84.7073131,587
411, 18.00,00588,   1, 136,   0, 435, 479, 406,-3.33,2.71,4.29,309.14,-1,45.5609069,-84.7073352,588
411, 18.00,00589,   1, 347,   0,1582,1625,1548,-10.03,12.11,15.72,320.37,-1,45.5609931,-84.7074176,589
411, 18.00,00590,   1,  88,   0,1215,1272,1198,-9.54,7.70,12.26,308.90,5,45.5609533,-84.7074130,590
411, 18.00,00591,   1,  71,   0, 941,1007, 938,-8.22,4.96,9.60,301.08,-2,45.5609283,-84.7073971,591
411, 18.00,00592,   1, 179,   0, 463, 540, 501,-4.77,1.14,4.90,283.44,1,45.5608931,-84.7073543,592
411, 18.00,00593,   1, 492,   0, 932,1011, 980,-9.54,0.04,9.54,270.24,1,45.5608844,-84.7074157,593
411, 18.00,00594,   1, 394,   0, 934,1029, 990,-9.69,0.11,9.69,270.65,-1,45.5608851,-84.7074176,594
411, 18.00,00595,   1, 156,   0,1696,1771,1699,-15.17,8.08,17.19,298.04,1,45.5609582,-84.7074848,595
411, 18.00,00596,   1, 192,   0,1724,1795,1741,-16.51,5.73,17.47,289.13,2,45.5609374,-84.7075029,596
411, 18.00,00597,   1, 457,   0,1517,1597,1550,-15.16,2.56,15.37,279.59,-7,45.5609086,-84.7074867,597
411, 18.00,00598,   1, 248,   0,1449,1529,1497,-14.83,-0.37,14.83,268.57,0,45.5608821,-84.7074836,598
411, 18.00,00599,   1, 126,   0,1360,1435,1405,-13.97,-0.40,13.97,268.37,-19,45.5608817,-84.7074726,599
411, 18.00,00600,   1, 117,   0,1213,1291,1272,-12.32,-2.46,12.57,258.72,2,45.5608627,-84.7074523,600
