sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
421, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5620781,-84.7048092
421, 18.00,00290,   1, 283,   0, 191, 203,  51,-0.62,0.92,1.11,326.02,-4,45.5620865,-84.7048167,290
421, 18.00,00291,   1,  83,   0, 320, 341, 191,-1.08,2.61,2.83,337.57,-8,45.5621019,-84.7048220,291
421, 18.00,00292,   1, 293,   0, 980, 941, 831,2.74,8.67,9.09,17.54,0,45.5621554,-84.7047709,292
421, 18.00,00293,   1,  84,   0, 971, 934, 815,2.52,8.73,9.09,16.10,-1,45.5621559,-84.7047737,293
421, 18.00,00294,   1,  95,   0,1220,1178,1068,3.57,10.99,11.56,18.02,8,45.5621760,-84.7047594,294
421, 18.00,00295,   1, 281,   0, 522, 459, 368,2.25,3.77,4.39,30.79,-8,45.5621114,-84.7047790,295
421, 18.00,00296,   1, 127,   0,1439,1394,1291,4.64,12.94,13.74,19.72,4,45.5621933,-84.7047450,296
421, 18.00,00297,   1, 155,   0, 478, 350, 352,3.31,2.00,3.86,58.86,-2,45.5620952,-84.7047661,297
421, 18.00,00298,   1,  79,   0, 484, 347, 369,3.59,1.70,3.97,64.72,4,45.5620924,-84.7047626,298
421, 18.00,00299,   1,  80,   0, 520, 398, 388,3.61,2.40,4.33,56.38,1,45.5620987,-84.7047621,299
421, 18.00,00300,   1, 138,   0,1212,1119,1061,7.28,8.64,11.29,40.12,-7,45.5621539,-84.7047129,300
421, 18.00,00301,   1, 195,   0, 993, 866, 858,7.54,4.94,9.01,56.75,-6,45.5621206,-84.7047108,301
421, 18.00,00302,   1, 131,   0,1246,1123,1107,9.42,6.73,11.58,54.45,-5,45.5621362,-84.7046860,302
421, 18.00,00303,   1, 351,   0,1329,1207,1190,9.90,7.31,12.31,53.56,-5,45.5621413,-84.7046797,303
421, 18.00,00304,   1,  96,   0,1656,1561,1507,10.31,11.92,15.76,40.85,-8,45.5621827,-84.7046728,304
