sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
211, 18.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5566441,-84.7271097
211, 18.00,01549,   1, 172,   0, 781, 760, 703,3.19,6.70,7.42,25.46,2,45.5567035,-84.7270664,1549
211, 18.00,01550,   1,  96,   0, 919, 889, 839,4.54,7.54,8.80,31.06,5,45.5567108,-84.7270488,1550
211, 18.00,01551,   1, 213,   0,1000, 971, 921,4.71,8.32,9.56,29.48,2,45.5567178,-84.7270464,1551
211, 18.00,01552,   1, 161,   0, 973, 949, 897,4.10,8.40,9.34,26.02,-8,45.5567186,-84.7270541,1552
211, 18.00,01553,   1,  92,   0,1213,1176,1115,5.48,10.31,11.68,27.99,0,45.5567354,-84.7270358,1553
211, 18.00,01554,   1, 144,   0,1208,1193,1133,3.18,11.30,11.74,15.69,-3,45.5567450,-84.7270649,1554
211, 18.00,01555,   1, 145,   0,1597,1559,1489,6.33,14.12,15.48,24.15,3,45.5567695,-84.7270235,1555
211, 18.00,01556,   1, 140,   0,1725,1681,1614,7.48,14.96,16.72,26.55,-2,45.5567767,-84.7270085,1556
211, 18.00,01557,   1, 199,   0,1772,1721,1652,8.10,15.07,17.11,28.25,9,45.5567776,-84.7270005,1557
211, 18.00,01558,   1, 265,   0,1738,1690,1632,8.45,14.51,16.79,30.23,-2,45.5567725,-84.7269962,1558
211, 18.00,01559,   1,   0,   0,1779,1763,1696,4.05,16.98,17.45,13.42,-1,45.5567958,-84.7270517,1559
211, 18.00,01560,   1, 239,   0,1798,1751,1695,8.90,14.97,17.41,30.74,-6,45.5567764,-84.7269903,1560
211, 18.00,01561,   1, 103,   0,1764,1711,1653,9.11,14.48,17.11,32.19,-2,45.5567720,-84.7269877,1561
211, 18.00,01562,   1, 207,   0,1736,1696,1639,7.90,14.89,16.85,27.93,2,45.5567760,-84.7270032,1562
211, 18.00,01563,   1, 171,   0,1693,1656,1600,7.55,14.64,16.47,27.26,2,45.5567739,-84.7270078,1563
